Number,Action,Name,Rationale,From Line 1,From Line 2,From Line 3,From Line 4,From Line 5,To Line 1,To Line 2,To Line 3,To Line 4,To Line 5,Amount,UNFORMATTED
14,19-0327-EX1,"Transfer from Science, Technology, Engineering, and Math (STEM) programs to Jesse Owens Community Academy",Transfer of funds for snacks for STEM Scholars programming.,"10871 Science, Technology, Engineering, and Math (STEM)
programs","324 Miscellaneous Federal, State & Local Grants",53405 Commodities - Supplies,119010 Other Instructional Programs,399928 Healthy Communities Investments 17-3999,31071 Jesse Owens Community Academy,324,53205,119010 399928,,"$1,000","Miscellaneous Federal, State & Local Grants
Commodities - Supplied Food
Other Instructional Programs
Healthy Communities Investments 17-3999"
15,19-0327-EX1,Transfer from Langston Hughes School to Langston Hughes Elementary School,Transfer of funds to correct unit number. Transfer for snacks for STEM Scholars programming.,26641 Langston Hughes School,"324 Miscellaneous Federal, State & Local Grants",53205 Commodities - Supplied Food,119010 Other Instructional Programs,399928 Healthy Communities Investments 17-3999,22451 Langston Hughes Elementary School,"324 Miscellaneous Federal, State & Local Grants",53205 Commodities - Supplied Food,119010 Other Instructional Programs,399928 Healthy Communities Investments 17-3999,"$1,000",
16,19-0327-EX1,Transfer from Jesse Owens Community Academy to Jesse Owens Elementary Community Academy,Transfer of funds to correct unit number. Transfer for snacks for STEM Scholars programming.,31071 Jesse Owens Community Academy,"324 Miscellaneous Federal, State & Local Grants",53205 Commodities - Supplied Food,119010 Other Instructional Programs,399928 Healthy Communities Investments 17-3999,23351 Jesse Owens Elementary Community Academy,"324 Miscellaneous Federal, State & Local Grants",53205 Commodities - Supplied Food,119010 Other Instructional Programs,399928 Healthy Communities Investments 17-3999,"$1,000",
17,19-0327-EX1,"
Transfer from Magnet, Gifted and IB Programs to Magnet, Gifted and IB Programs",Transfer of funds to supplies.,"10845 Magnet, Gifted and IB Programs",358 Title IV,55005 Property - Equipment,221234 Professional Develop/Curriculum Develp,"440044 Title Iv, Part A","10845 Magnet, Gifted and IB Programs",358 Title IV,53405 Commodities - Supplies,221234 Professional Develop/Curriculum Develp,"440044 Title Iv, Part A","$1,029",
18,19-0327-EX1,Transfer from Early Childhood Development - City Wide to Orville T Bright Elementary School,Transfer funds to purchase iPads for 2 Preschool teachers.,11385 Early Childhood Development - City Wide,362 Early Childhood Development,53405 Commodities - Supplies,119027 Prek Instruction,"376648 State Preschool For All Age 3-5 Extended Supports
Fy19",22331 Orville T Bright Elementary School,362 Early Childhood Development,55005 Property - Equipment,119027 Prek Instruction,376669 State Preschool For All Age 3-5 Fy19,"$1,041",
19,19-0327-EX1,Transfer from Grant Funded Programs Office - City Wide to Office of Catholic Schools,Transfer funds to process approved purchase order requests for Nonpublic Schools Title IIA programs,12625 Grant Funded Programs Office - City Wide,353 Title II - Teacher Quality,57915 Miscellaneous - Contingent Projects,228958 494067,,69510 Office of Catholic Schools,353 Title II - Teacher Quality,"54505 Seminar, Fees, Subscriptions, Professional
Memberships",228958 Federal - Nonpublic Inst (Catholic),494067 Title Iia - Archdiocese Of Chgo. Suppl. Servc.,"$1,050","Federal - Nonpublic Inst (Catholic)
Title Iia - Archdiocese Of Chgo. Suppl. Servc."
20,19-0327-EX1,Transfer from Social Science & Civic Engagement to Eric Solorio Academy High School,Funds to support the Service Learning Program,10813 Social Science & Civic Engagement,115 General Education Fund,57915 Miscellaneous - Contingent Projects,390003 Service Learning,000000 Default Value,46101 Eric Solorio Academy High School,115 General Education Fund,57915 Miscellaneous - Contingent Projects,390003 Service Learning,000901 Other Gen Ed Funded Programs,"$1,050","5
"
21,19-0327-EX1,"
Transfer from Network 8 to Education General - City Wide",EXPIRED GRANT SWEEP - Transfer available funding to contingency.,02481 Network 8,"324 Miscellaneous Federal, State & Local Grants",51330 Benefits Pointer,290001 General Salary S Bkt,"542132 Distributed Leadership In Opportunity Schools (Dlos)
Fy18",12670 Education General - City Wide,"324 Miscellaneous Federal, State & Local Grants",57915 Miscellaneous - Contingent Projects,600002 Contingency For Project Expansion,041008 Contingency For Grant Expansion,"$1,072",
22,19-0327-EX1,Transfer from Early College and Career - City Wide to Marie Sklodowska Curie Metropolitan High School,Transfer funds for student transportation.-per Lisa Washington,13727 Early College and Career - City Wide,369 Title I - School Improvement Carl Perkins,54125 Services - Professional/Administrative,119035 Other Instruction Purposes - Miscellaneous,"322023 Career & Technical Educ. Improvement Grant (Ctei)
Fy19",53101 Marie Sklodowska Curie Metropolitan High School,369 Title I - School Improvement Carl Perkins,54210 Pupil Transportation,149005 Accounting,"322023 Career & Technical Educ. Improvement Grant (Ctei)
Fy19","$1,075",
23,19-0327-EX1,Transfer from Early College and Career - City Wide to South Shore Intl College Prep High School,Transfer funds for student transportation. - per Lisa Washington,13727 Early College and Career - City Wide,369 Title I - School Improvement Carl Perkins,54125 Services - Professional/Administrative,119035 Other Instruction Purposes - Miscellaneous,"322023 Career & Technical Educ. Improvement Grant (Ctei)
Fy19",46631 South Shore Intl College Prep High School,369 Title I - School Improvement Carl Perkins,54210 Pupil Transportation,149014 Product Marketing / Entrepreneurship,"322023 Career & Technical Educ. Improvement Grant (Ctei)
Fy19","$1,075",
24,19-0327-EX1,Transfer from Grant Funded Programs Office - City Wide to Hillel Torah,Transfer funds to process approved purchase order requests for Nonpublic Schools Title I programs,12625 Grant Funded Programs Office - City Wide,332 NCLB Title I Regular Fund,57915 Miscellaneous - Contingent Projects,370004 Nonpublic Instructional & Support Services,430219 Nonpublic Inst. & Supp. Serv. - Catholic,69595 Hillel Torah,332 NCLB Title I Regular Fund,53405 Commodities - Supplies,390007 Nonpublic Community Parent Involvement,430223 Nonpublic Inst. & Supp. Serv. - Jewish,"$1,087",
25,19-0327-EX1,"
Transfer from William H Brown Elementary School to Capital/Operations - City Wide",Funds Transfer From Project# 2019-22351-BAS To Award# 2019-437-00-04 ; Change Reason : NA,22351 William H Brown Elementary School,437 CIP Series 2018D,56304 Capitalized Software,253007 Life Safety,000000 Default Value,12150 Capital/Operations - City Wide,437 CIP Series 2018D,56310 Capitalized Construction,253007 Life Safety,000000 Default Value,"$1,107",
26,19-0327-EX1,Transfer from Capital/Operations - City Wide to William H Brown Elementary School,Funds Transfer From Award# 2019-437-00-04 To Project# 2019-22351-BAS ; Change Reason : NA,12150 Capital/Operations - City Wide,437 CIP Series 2018D,56310 Capitalized Construction,253007 Life Safety,000000 Default Value,22351 William H Brown Elementary School,437 CIP Series 2018D,56302 Capitalized Equipment,253007 Life Safety,000000 Default Value,"$1,107",
27,19-0327-EX1,Transfer from Capital/Operations - City Wide to Thomas Kelly High School,Funds Transfer From Award# 2019-437-00-04 To Project# 2019-46181-BAS ; Change Reason : NA,12150 Capital/Operations - City Wide,437 CIP Series 2018D,56310 Capitalized Construction,253007 Life Safety,000000 Default Value,46181 Thomas Kelly High School,437 CIP Series 2018D,56302 Capitalized Equipment,009508 Ws O&M Cip,000000 Default Value,"$1,107",
28,19-0327-EX1,Transfer from Capital/Operations - City Wide to Ella Flagg Young Elementary School,Funds Transfer From Award# 2019-437-00-04 To Project# 2019-25921-BAS ; Change Reason : NA,12150 Capital/Operations - City Wide,437 CIP Series 2018D,56310 Capitalized Construction,253007 Life Safety,000000 Default Value,25921 Ella Flagg Young Elementary School,437 CIP Series 2018D,56302 Capitalized Equipment,253007 Life Safety,000000 Default Value,"$1,107",
29,19-0327-EX1,Transfer from New School Development - City Wide to Bronzeville Classical ES,Additional Funds to cover the Creative Group Invoices for Bronzeville,13615 New School Development - City Wide,115 General Education Fund,55005 Property - Equipment,009546 School Transitions,005058 New And Expansion School Funding,26181 Bronzeville Classical ES,115 General Education Fund,54125 Services - Professional/Administrative,009546 School Transitions,005058 New And Expansion School Funding,"$1,183","7
"
30,19-0327-EX1,"
Transfer from Disney II Magnet School to Education General - City Wide",FY18 School payment for the purchase of ventra cards between 2/1/2018 - 6/30/2018,26921 Disney II Magnet School,124 School Special Income Fund,53405 Commodities - Supplies,290003 Miscellaneous General Charges,002239 Internal Accounts Book Transfers,12670 Education General - City Wide,124 School Special Income Fund,57915 Miscellaneous - Contingent Projects,600005 Special Income Fund 124 - Contingency,002239 Internal Accounts Book Transfers,"$1,184",
31,19-0327-EX1,Transfer from Grant Funded Programs Office - City Wide to Hanna Sachs Bias Yaakov,High School Of Chicago,12625 Grant Funded Programs Office - City Wide,332,57915,370004 430219,,"69141 Hanna Sachs Bias Yaakov
High School Of
Chicago",332 NCLB Title I Regular Fund,53405 Commodities - Supplies,390007 Nonpublic Community Parent Involvement,430223 Nonpublic Inst. & Supp. Serv. - Jewish,"$1,200","Transfer funds to process approved purchase order requests for Nonpublic Schools Title I programsNCLB Title I Regular Fund
Miscellaneous - Contingent Projects
Nonpublic Instructional & Support Services
Nonpublic Inst. & Supp. Serv. - Catholic"
32,19-0327-EX1,Transfer from Grant Funded Programs Office - City Wide to Heritage Leadership Academy,Transfer funds to process approved purchase order requests for Nonpublic Schools Title I programs,12625 Grant Funded Programs Office - City Wide,332 NCLB Title I Regular Fund,57915 Miscellaneous - Contingent Projects,370004 Nonpublic Instructional & Support Services,430219 Nonpublic Inst. & Supp. Serv. - Catholic,69605 Heritage Leadership Academy,332 NCLB Title I Regular Fund,54125 Services - Professional/Administrative,300013 Non-Public Professional Development,430221 Nonpublic Inst. & Supp. Serv. - Christian,"$1,200",
33,19-0327-EX1,Transfer from Social Science & Civic Engagement to Back of the Yards IB HS,Funds to support the Service Learning Program,10813 Social Science & Civic Engagement,115 General Education Fund,57915 Miscellaneous - Contingent Projects,390003 Service Learning,000000 Default Value,46551 Back of the Yards IB HS,115 General Education Fund,57915 Miscellaneous - Contingent Projects,390003 Service Learning,000901 Other Gen Ed Funded Programs,"$1,200","8
"
34,19-0327-EX1,"
Transfer from Office of Catholic Schools to Mt Carmel Academy Of East",Lakeview,69510 Office of Catholic Schools,358 Title IV,54125 Services - Professional/Administrative,228958 Federal - Nonpublic Inst (Catholic),"440045 Title Iv, Part A - Nonpublic","69226 Mt Carmel Academy Of East
Lakeview",358 Title IV,53405 Commodities - Supplies,228958 Federal - Nonpublic Inst (Catholic),"440045 Title Iv, Part A - Nonpublic","$1,236",Transfer funds to process approved purchase order requests for Nonpublic Schools Title IV programs
35,19-0327-EX1,Transfer from Grant Funded Programs Office - City Wide to F Xavier School,Transfer funds to process approved purchase order requests for Nonpublic Schools IDEA programs,12625 Grant Funded Programs Office - City Wide,220 Federal Special Education IDEA Programs,57915 Miscellaneous - Contingent Projects,370004 Nonpublic Instructional & Support Services,462072 Lea Flowthru Instruction - Nonpublic,69028 F Xavier School,220 Federal Special Education IDEA Programs,54125 Services - Professional/Administrative,370011 Federal - Idea Nonpublic ( Independent),462072 Lea Flowthru Instruction - Nonpublic,"$1,260",
36,19-0327-EX1,Transfer from Instructional Supports to Whitney M Young Magnet High School,Purchase or Academic Decathlon Incentives for City Championship,11551 Instructional Supports,115 General Education Fund,53405 Commodities - Supplies,150001 Academic Decathlon - Hs,000000 Default Value,47101 Whitney M Young Magnet High School,115 General Education Fund,53405 Commodities - Supplies,150001 Academic Decathlon - Hs,000901 Other Gen Ed Funded Programs,"$1,300",
37,19-0327-EX1,Transfer from Dr. Martin L. King Jr Academy of Social Justice to Dr Martin Luther King Jr College Prep HS,Englewood Transition.,26371 Dr. Martin L. King Jr Academy of Social Justice,115 General Education Fund,53305 Instructional Materials (Non-Digital),119015 Reading,005063 Fy19 School Actions - Englewood,46371 Dr Martin Luther King Jr College Prep HS,115 General Education Fund,53305 Instructional Materials (Non-Digital),119015 Reading,005063 Fy19 School Actions - Englewood,"$1,300",
38,19-0327-EX1,Transfer from Capital/Operations - City Wide to Robert Lindblom Math & Science Academy HS,Funds Transfer From Award# 2019-437-00-16 To Project# 2019-46511-OBI ; Change Reason : NA,12150 Capital/Operations - City Wide,437 CIP Series 2018D,56310 Capitalized Construction,009509 Ss O&M Cip,000000 Default Value,46511 Robert Lindblom Math & Science Academy HS,437 CIP Series 2018D,56310 Capitalized Construction,009518 Aramark Ifm - Cip,000000 Default Value,"$1,325","9
"
39,19-0327-EX1,"
Transfer from Science, Technology, Engineering, and Math (STEM) programs to Education General - City Wide",Transfer of funds to clean up budget from funding switch from Title II to Title IV,"10871 Science, Technology, Engineering, and Math (STEM)
programs",353 Title II - Teacher Quality,54215 Car Fare,221227 Curriculum Development,494066 Title Iia - Teacher Quality,12670 Education General - City Wide,353,57915,600002 041008,,"$1,339","Title II - Teacher Quality
Miscellaneous - Contingent Projects
Contingency For Project Expansion
Contingency For Grant Expansion"
40,19-0327-EX1,Transfer from Office of Catholic Schools to Education General - City Wide,EXPIRED GRANT SWEEP - Transfer available funding to contingency.,69510 Office of Catholic Schools,356 ELL & Bilingual Programs,53305 Instructional Materials (Non-Digital),228958 Federal - Nonpublic Inst (Catholic),490940 Title Iii - Lmtd. Eng. Prf. - Nonpublic,12670 Education General - City Wide,356 ELL & Bilingual Programs,57915 Miscellaneous - Contingent Projects,600002 Contingency For Project Expansion,410008 Contingency For Project Expan,"$1,348",
41,19-0327-EX1,Transfer from Grant Funded Programs Office - City Wide to Office of Catholic Schools,Transfer funds to process approved purchase order requests for Nonpublic Schools Title III programs,12625 Grant Funded Programs Office - City Wide,356 ELL & Bilingual Programs,57915 Miscellaneous - Contingent Projects,228958 Federal - Nonpublic Inst (Catholic),490943 Title Iii - Lmtd. Eng. Prf. - Nonpublic,69510 Office of Catholic Schools,356 ELL & Bilingual Programs,54125 Services - Professional/Administrative,228958 Federal - Nonpublic Inst (Catholic),490943 Title Iii - Lmtd. Eng. Prf. - Nonpublic,"$1,350",
42,19-0327-EX1,Transfer from Office of Student Health & Wellness to Information & Technology Services,Transfer funds for hot spot and MiFi device for Olga Marroquin.,14050 Office of Student Health & Wellness,115 General Education Fund,53405 Commodities - Supplies,213011 Health Services,000000 Default Value,12510 Information & Technology Services,115 General Education Fund,54405 Services - Telephone & Telegraph,254501 Telecom (Non E-Rate),000000 Default Value,"$1,350","10
"
43,19-0327-EX1,"
Transfer from Early College and Career - City Wide to Whitney M Young Magnet High School",Transfer funds for student transportation.- per Lisa Washington,13727 Early College and Career - City Wide,369 Title I - School Improvement Carl Perkins,54125 Services - Professional/Administrative,119035 Other Instruction Purposes - Miscellaneous,"322023 Career & Technical Educ. Improvement Grant (Ctei)
Fy19",47101 Whitney M Young Magnet High School,369 Title I - School Improvement Carl Perkins,54210 Pupil Transportation,149014 Product Marketing / Entrepreneurship,"322023 Career & Technical Educ. Improvement Grant (Ctei)
Fy19","$1,350",
44,19-0327-EX1,Transfer from Grant Funded Programs Office - City Wide to St Angela School,Transfer funds to process approved purchase order requests for Nonpublic Schools Title I programs,12625 Grant Funded Programs Office - City Wide,332 NCLB Title I Regular Fund,57915 Miscellaneous - Contingent Projects,370004 Nonpublic Instructional & Support Services,430219 Nonpublic Inst. & Supp. Serv. - Catholic,69037 St Angela School,332 NCLB Title I Regular Fund,54125 Services - Professional/Administrative,390007 Nonpublic Community Parent Involvement,430219 Nonpublic Inst. & Supp. Serv. - Catholic,"$1,376",
45,19-0327-EX1,Transfer from Grant Funded Programs Office - City Wide to St Edward School,Transfer funds to process approved purchase order requests for Nonpublic Schools Title I programs,12625 Grant Funded Programs Office - City Wide,332 NCLB Title I Regular Fund,57915 Miscellaneous - Contingent Projects,370004 Nonpublic Instructional & Support Services,430219 Nonpublic Inst. & Supp. Serv. - Catholic,69092 St Edward School,332 NCLB Title I Regular Fund,54125 Services - Professional/Administrative,390007 Nonpublic Community Parent Involvement,430219 Nonpublic Inst. & Supp. Serv. - Catholic,"$1,376",
46,19-0327-EX1,Transfer from Facility Opers & Maint - City Wide to Facility Opers & Maint - City Wide,Unspent funds for APPA Conference,11880 Facility Opers & Maint - City Wide,230 Public Building Commission O & M,54205 Travel Expense,254101 Asset Management,000000 Default Value,11880 Facility Opers & Maint - City Wide,230 Public Building Commission O & M,54105 Services: Non-technical/Laborer,254039 Aramark Ifm,000000 Default Value,"$1,380","11
"
47,19-0327-EX1,"
Transfer from Early College and Career - City Wide to Early College and Career - City Wide","Transfer for student transportation to Champagne, IL (University of IL Campus) for our CTE Arch students- per Lisa Washington",13727 Early College and Career - City Wide,115 General Education Fund,53405 Commodities - Supplies,119035 Other Instruction Purposes - Miscellaneous,000389 Cte Programs,13727 Early College and Career - City Wide,115 General Education Fund,54210 Pupil Transportation,144601 Architectural Drafting,000389 Cte Programs,"$1,390",
48,19-0327-EX1,Transfer from Instructional Supports to Morgan Park High School,Transfer to cover the cost of hosting Debate tournament,11551 Instructional Supports,115 General Education Fund,53405 Commodities - Supplies,150008 Debate - High School,000000 Default Value,46251 Morgan Park High School,115 General Education Fund,57705 Services - Space Rental,150008 Debate - High School,000901 Other Gen Ed Funded Programs,"$1,400",
49,19-0327-EX1,Transfer from Social Science & Civic Engagement to Walter Payton College Preparatory High School,Funds to support the Service Learning Program,10813 Social Science & Civic Engagement,115 General Education Fund,57915 Miscellaneous - Contingent Projects,390003 Service Learning,000000 Default Value,70020 Walter Payton College Preparatory High School,115 General Education Fund,57915 Miscellaneous - Contingent Projects,390003 Service Learning,000901 Other Gen Ed Funded Programs,"$1,400",
50,19-0327-EX1,Transfer from Network 9 to Network 9,transferring funds for supplies for Professional Development,02491 Network 9,115 General Education Fund,51330 Benefits Pointer,290001 General Salary S Bkt,000901 Other Gen Ed Funded Programs,02491 Network 9,115 General Education Fund,53405 Commodities - Supplies,119035 Other Instruction Purposes - Miscellaneous,000901 Other Gen Ed Funded Programs,"$1,428","12
"
51,19-0327-EX1,"
Transfer from Talent Office to Jose De Diego Elementary Community Academy",EXPIRED GRANT SWEEP - Transfer available funding to clear negative.,11010 Talent Office,"324 Miscellaneous Federal, State & Local Grants",51300 Regular Position Pointer,290001 General Salary S Bkt,"542132 Distributed Leadership In Opportunity Schools (Dlos)
Fy18",31261 Jose De Diego Elementary Community Academy,"324 Miscellaneous Federal, State & Local Grants",51320 Bucket Position Pointer,290001 General Salary S Bkt,"542132 Distributed Leadership In Opportunity Schools (Dlos)
Fy18","$1,432",
52,19-0327-EX1,Transfer from Grant Funded Programs Office - City Wide to Providence-St Mel High School,Transfer funds to process approved purchase order requests for Nonpublic Schools Title I programs,12625 Grant Funded Programs Office - City Wide,332 NCLB Title I Regular Fund,57915 Miscellaneous - Contingent Projects,370004 Nonpublic Instructional & Support Services,430219 Nonpublic Inst. & Supp. Serv. - Catholic,69395 Providence-St Mel High School,332 NCLB Title I Regular Fund,54125 Services - Professional/Administrative,131001 Evening School Programs,430220 Nonpublic Inst. & Supp. Serv. - Independ.,"$1,439",
53,19-0327-EX1,Transfer from Capital/Operations - City Wide to New Field Elementary School,Funds Transfer From Award# 2017-485-00-13 To Project# 2019-22071-RPT ; Change Reason : NA,12150 Capital/Operations - City Wide,485 CIT PayGo Fund,56310 Capitalized Construction,253540 Cost Estimating,000000 Default Value,22071 New Field Elementary School,485 CIT PayGo Fund,54125 Services - Professional/Administrative,009553 Roofs,000000 Default Value,"$1,454",
54,19-0327-EX1,Transfer from Network 16 to Counseling and Postsecondary Advising,transfer monies for conference - presenter with Chief Hougard,02661 Network 16,115 General Education Fund,57940 Miscellaneous Charges,221080 Aio - Improvement Of Instruction,000000 Default Value,10850 Counseling and Postsecondary Advising,115 General Education Fund,"54555 Meals, Lodging, & Travel - Other",212041 Guidance,000000 Default Value,"$1,462","13
"
55,19-0327-EX1,"
Transfer from Instructional Supports to Marie Sklodowska Curie Metropolitan High School",Transfer to cover cost of hosting costs for Debate Tournament,11551 Instructional Supports,115 General Education Fund,53405 Commodities - Supplies,150009 Debate - Middle School,000000 Default Value,53101 Marie Sklodowska Curie Metropolitan High School,115 General Education Fund,57705 Services - Space Rental,150008 Debate - High School,000901 Other Gen Ed Funded Programs,"$1,500",
56,19-0327-EX1,Transfer from Grant Funded Programs Office - City Wide to GFP/Other Private Schools,Transfer funds to process approved purchase order requests for Nonpublic Schools Title IIA programs,12625 Grant Funded Programs Office - City Wide,353 Title II - Teacher Quality,57915 Miscellaneous - Contingent Projects,228958 Federal - Nonpublic Inst (Catholic),494067 Title Iia - Archdiocese Of Chgo. Suppl. Servc.,69103 GFP/Other Private Schools,353 Title II - Teacher Quality,54125 Services - Professional/Administrative,370007 Nonpublic Homeschool/Other,494068 Title Iia - Other Private Supplementary Servc.,"$1,500",
57,19-0327-EX1,Transfer from Chicago Military Academy High School to Education General - City Wide,FY18 School payment for the purchase of ventra cards between 2/1/2018 - 6/30/2018,70070 Chicago Military Academy High School,124 School Special Income Fund,53405 Commodities - Supplies,290003 Miscellaneous General Charges,002239 Internal Accounts Book Transfers,12670 Education General - City Wide,124 School Special Income Fund,57915 Miscellaneous - Contingent Projects,600005 Special Income Fund 124 - Contingency,002239 Internal Accounts Book Transfers,"$1,500",
58,19-0327-EX1,Transfer from South Shore Intl College Prep High School to Education General - City Wide,FY18 School payment for the purchase of ventra cards between 2/1/2018 - 6/30/2018,46631 South Shore Intl College Prep High School,124 School Special Income Fund,53405 Commodities - Supplies,290003 Miscellaneous General Charges,002239 Internal Accounts Book Transfers,12670 Education General - City Wide,124 School Special Income Fund,57915 Miscellaneous - Contingent Projects,600005 Special Income Fund 124 - Contingency,002239 Internal Accounts Book Transfers,"$1,500",
59,19-0327-EX1,Transfer from Diverse Learner Quality Instruction to Diverse Learner Quality Instruction,Transfer funds to cover costs of food supplies for parent/family workshops,11674 Diverse Learner Quality Instruction,220 Federal Special Education IDEA Programs,54125 Services - Professional/Administrative,300004 Special Ed - Community Service,460526 Preschool Discretionary (Starnet) Fy19,11674 Diverse Learner Quality Instruction,220 Federal Special Education IDEA Programs,53205 Commodities - Supplied Food,300004 Special Ed - Community Service,460526 Preschool Discretionary (Starnet) Fy19,"$1,500",
