Number,Action,Name,Rationale,From Line 1,From Line 2,From Line 3,From Line 4,From Line 5,To Line 1,To Line 2,To Line 3,To Line 4,To Line 5,Amount,UNFORMATTED
11,18-1205-EX1,Transfer from Instructional Supports to Chicago High School for Agricultural Sciences,2019 Transportation funds H.S. Debate Program,11551 Instructional Supports,115 General Education Fund,54210 Pupil Transportation,150008 Debate - High School,000000 Default Value,47091 Chicago High School for Agricultural Sciences,115 General Education Fund,54210 Pupil Transportation,150008 Debate - High School,000901 Other Gen Ed Funded Programs,"$1,000",
12,18-1205-EX1,Transfer from Instructional Supports to Chicago Academy High School,2019 Transportation funds H.S. Debate Program,11551 Instructional Supports,115 General Education Fund,54210 Pupil Transportation,150008 Debate - High School,000000 Default Value,46481 Chicago Academy High School,115 General Education Fund,54210 Pupil Transportation,150008 Debate - High School,000901 Other Gen Ed Funded Programs,"$1,000",
13,18-1205-EX1,Transfer from Instructional Supports to Chicago Vocational Career Academy High School,2019 Transportation funds H.S. Debate Program,11551 Instructional Supports,115 General Education Fund,54210 Pupil Transportation,150008 Debate - High School,000000 Default Value,53011 Chicago Vocational Career Academy High School,115 General Education Fund,54210 Pupil Transportation,150008 Debate - High School,000901 Other Gen Ed Funded Programs,"$1,000",
14,18-1205-EX1,Transfer from Instructional Supports to Michele Clark Academic Prep Magnet High School,2019 Transportation funds H.S. Debate Program,11551 Instructional Supports,115 General Education Fund,54210 Pupil Transportation,150008 Debate - High School,000000 Default Value,41051 Michele Clark Academic Prep Magnet High School,115 General Education Fund,54210 Pupil Transportation,150008 Debate - High School,000901 Other Gen Ed Funded Programs,"$1,000",
15,18-1205-EX1,Transfer from Instructional Supports to Dyett High School,2019 Transportation funds H.S. Debate Program,11551 Instructional Supports,115 General Education Fund,54210 Pupil Transportation,150008 Debate - High School,000000 Default Value,66021 Dyett High School,115 General Education Fund,54210 Pupil Transportation,150008 Debate - High School,000901 Other Gen Ed Funded Programs,"$1,000",
16,18-1205-EX1,Transfer from Instructional Supports to Marie Sklodowska Curie Metropolitan High School,2019 Transportation funds H.S. Debate Program,11551 Instructional Supports,115 General Education Fund,54210 Pupil Transportation,150008 Debate - High School,000000 Default Value,53101 Marie Sklodowska Curie Metropolitan High School,115 General Education Fund,54210 Pupil Transportation,150008 Debate - High School,000901 Other Gen Ed Funded Programs,"$1,000",
17,18-1205-EX1,Transfer from Instructional Supports to John M Harlan Community Academy High School,2019 Transportation funds H.S. Debate Program,11551 Instructional Supports,115 General Education Fund,54210 Pupil Transportation,150008 Debate - High School,000000 Default Value,51021 John M Harlan Community Academy High School,115 General Education Fund,54210 Pupil Transportation,150008 Debate - High School,000901 Other Gen Ed Funded Programs,"$1,000",
18,18-1205-EX1,Transfer from Instructional Supports to Gurdon S Hubbard High School,2019 Transportation funds H.S. Debate Program,11551 Instructional Supports,115 General Education Fund,54210 Pupil Transportation,150008 Debate - High School,000000 Default Value,46341 Gurdon S Hubbard High School,115 General Education Fund,54210 Pupil Transportation,150008 Debate - High School,000901 Other Gen Ed Funded Programs,"$1,000",
19,18-1205-EX1,Transfer from Instructional Supports to Back of the Yards IB HS,2019 Transportation funds H.S. Debate Program,11551 Instructional Supports,115 General Education Fund,54210 Pupil Transportation,150008 Debate - High School,000000 Default Value,46551 Back of the Yards IB HS,115 General Education Fund,54210 Pupil Transportation,150008 Debate - High School,000901 Other Gen Ed Funded Programs,"$1,000",
20,18-1205-EX1,Transfer from Instructional Supports to Edwin G. Foreman College and Career Academy,2019 Transportation funds H.S. Debate Program,11551 Instructional Supports,115 General Education Fund,54210 Pupil Transportation,150008 Debate - High School,000000 Default Value,46131 Edwin G. Foreman College and Career Academy,115 General Education Fund,54210 Pupil Transportation,150008 Debate - High School,000901 Other Gen Ed Funded Programs,"$1,000",
21,18-1205-EX1,Transfer from Instructional Supports to North-Grand High School,2019 Transportation funds H.S. Debate Program,11551 Instructional Supports,115 General Education Fund,54210 Pupil Transportation,150008 Debate - High School,000000 Default Value,46431 North-Grand High School,115 General Education Fund,54210 Pupil Transportation,150008 Debate - High School,000901 Other Gen Ed Funded Programs,"$1,000",
22,18-1205-EX1,Transfer from Instructional Supports to Daniel Hale Williams Prep School of Medicine,2019 Transportation funds H.S. Debate Program,11551 Instructional Supports,115 General Education Fund,54210 Pupil Transportation,150008 Debate - High School,000000 Default Value,55161 Daniel Hale Williams Prep School of Medicine,115 General Education Fund,54210 Pupil Transportation,150008 Debate - High School,000901 Other Gen Ed Funded Programs,"$1,000",
23,18-1205-EX1,Transfer from Instructional Supports to Benito Juarez Community Academy High School,2019 Transportation funds H.S. Debate Program,11551 Instructional Supports,115 General Education Fund,54210 Pupil Transportation,150008 Debate - High School,000000 Default Value,46421 Benito Juarez Community Academy High School,115 General Education Fund,54210 Pupil Transportation,150008 Debate - High School,000901 Other Gen Ed Funded Programs,"$1,000",
24,18-1205-EX1,Transfer from Instructional Supports to Percy L Julian High School,2019 Transportation funds H.S. Debate Program,11551 Instructional Supports,115 General Education Fund,54210 Pupil Transportation,150008 Debate - High School,000000 Default Value,46401 Percy L Julian High School,115 General Education Fund,54210 Pupil Transportation,150008 Debate - High School,000901 Other Gen Ed Funded Programs,"$1,000",
25,18-1205-EX1,Transfer from Instructional Supports to Thomas Kelly High School,2019 Transportation funds H.S. Debate Program,11551 Instructional Supports,115 General Education Fund,54210 Pupil Transportation,150008 Debate - High School,000000 Default Value,46181 Thomas Kelly High School,115 General Education Fund,54210 Pupil Transportation,150008 Debate - High School,000901 Other Gen Ed Funded Programs,"$1,000",
26,18-1205-EX1,Transfer from Instructional Supports to John F Kennedy High School,2019 Transportation funds H.S. Debate Program,11551 Instructional Supports,115 General Education Fund,54210 Pupil Transportation,150008 Debate - High School,000000 Default Value,46201 John F Kennedy High School,115 General Education Fund,54210 Pupil Transportation,150008 Debate - High School,000901 Other Gen Ed Funded Programs,"$1,000",
27,18-1205-EX1,Transfer from Instructional Supports to Kenwood Academy High School,2019 Transportation funds H.S. Debate Program,11551 Instructional Supports,115 General Education Fund,54210 Pupil Transportation,150008 Debate - High School,000000 Default Value,46361 Kenwood Academy High School,115 General Education Fund,54210 Pupil Transportation,150008 Debate - High School,000901 Other Gen Ed Funded Programs,"$1,000",
28,18-1205-EX1,Transfer from Instructional Supports to Lake View High School,2019 Transportation funds H.S. Debate Program,11551 Instructional Supports,115 General Education Fund,54210 Pupil Transportation,150008 Debate - High School,000000 Default Value,46211 Lake View High School,115 General Education Fund,54210 Pupil Transportation,150008 Debate - High School,000901 Other Gen Ed Funded Programs,"$1,000",
29,18-1205-EX1,Transfer from Instructional Supports to Lincoln Park High School,2019 Transportation funds H.S. Debate Program,11551 Instructional Supports,115 General Education Fund,54210 Pupil Transportation,150008 Debate - High School,000000 Default Value,46321 Lincoln Park High School,115 General Education Fund,54210 Pupil Transportation,150008 Debate - High School,000901 Other Gen Ed Funded Programs,"$1,000",
30,18-1205-EX1,Transfer from Instructional Supports to Morgan Park High School,2019 Transportation funds H.S. Debate Program,11551 Instructional Supports,115 General Education Fund,54210 Pupil Transportation,150008 Debate - High School,000000 Default Value,46251 Morgan Park High School,115 General Education Fund,54210 Pupil Transportation,150008 Debate - High School,000901 Other Gen Ed Funded Programs,"$1,000",
31,18-1205-EX1,Transfer from Instructional Supports to Phoenix Military Academy High School,2019 Transportation funds H.S. Debate Program,11551 Instructional Supports,115 General Education Fund,54210 Pupil Transportation,150008 Debate - High School,000000 Default Value,55011 Phoenix Military Academy High School,115 General Education Fund,54210 Pupil Transportation,150008 Debate - High School,000901 Other Gen Ed Funded Programs,"$1,000",
32,18-1205-EX1,Transfer from Instructional Supports to Richard T Crane Medical Preparatory HS,2019 Transportation funds H.S. Debate Program,11551 Instructional Supports,115 General Education Fund,54210 Pupil Transportation,150008 Debate - High School,000000 Default Value,46641 Richard T Crane Medical Preparatory HS,115 General Education Fund,54210 Pupil Transportation,150008 Debate - High School,000901 Other Gen Ed Funded Programs,"$1,000",
33,18-1205-EX1,Transfer from Instructional Supports to Nicholas Senn High School,2019 Transportation funds H.S. Debate Program,11551 Instructional Supports,115 General Education Fund,54210 Pupil Transportation,150008 Debate - High School,000000 Default Value,47061 Nicholas Senn High School,115 General Education Fund,54210 Pupil Transportation,150008 Debate - High School,000901 Other Gen Ed Funded Programs,"$1,000",
34,18-1205-EX1,Transfer from Instructional Supports to Eric Solorio Academy High School,2019 Transportation funds H.S. Debate Program,11551 Instructional Supports,115 General Education Fund,54210 Pupil Transportation,150008 Debate - High School,000000 Default Value,46101 Eric Solorio Academy High School,115 General Education Fund,54210 Pupil Transportation,150008 Debate - High School,000901 Other Gen Ed Funded Programs,"$1,000",
35,18-1205-EX1,Transfer from Instructional Supports to William Howard Taft High School,2019 Transportation funds H.S. Debate Program,11551 Instructional Supports,115 General Education Fund,54210 Pupil Transportation,150008 Debate - High School,000000 Default Value,46311 William Howard Taft High School,115 General Education Fund,54210 Pupil Transportation,150008 Debate - High School,000901 Other Gen Ed Funded Programs,"$1,000",
36,18-1205-EX1,Transfer from Instructional Supports to Friedrich W von Steuben Metropolitan Science HS,2019 Transportation funds H.S. Debate Program,11551 Instructional Supports,115 General Education Fund,54210 Pupil Transportation,150008 Debate - High School,000000 Default Value,47081 Friedrich W von Steuben Metropolitan Science HS,115 General Education Fund,54210 Pupil Transportation,150008 Debate - High School,000901 Other Gen Ed Funded Programs,"$1,000",
37,18-1205-EX1,Transfer from Instructional Supports to George Washington High School,2019 Transportation funds H.S. Debate Program,11551 Instructional Supports,115 General Education Fund,54210 Pupil Transportation,150008 Debate - High School,000000 Default Value,46331 George Washington High School,115 General Education Fund,54210 Pupil Transportation,150008 Debate - High School,000901 Other Gen Ed Funded Programs,"$1,000",
38,18-1205-EX1,Transfer from Instructional Supports to George Westinghouse College Prep,2019 Transportation funds H.S. Debate Program,11551 Instructional Supports,115 General Education Fund,54210 Pupil Transportation,150008 Debate - High School,000000 Default Value,53071 George Westinghouse College Prep,115 General Education Fund,54210 Pupil Transportation,150008 Debate - High School,000901 Other Gen Ed Funded Programs,"$1,000",
39,18-1205-EX1,Transfer from Instructional Supports to William Jones College Preparatory High School,2019 Transportation funds H.S. Debate Program,11551 Instructional Supports,115 General Education Fund,54210 Pupil Transportation,150008 Debate - High School,000000 Default Value,47021 William Jones College Preparatory High School,115 General Education Fund,54210 Pupil Transportation,150008 Debate - High School,000901 Other Gen Ed Funded Programs,"$1,000",
40,18-1205-EX1,Transfer from Instructional Supports to Albert G Lane Technical High School,2019 Transportation funds H.S. Debate Program,11551 Instructional Supports,115 General Education Fund,54210 Pupil Transportation,150008 Debate - High School,000000 Default Value,46221 Albert G Lane Technical High School,115 General Education Fund,54210 Pupil Transportation,150008 Debate - High School,000901 Other Gen Ed Funded Programs,"$1,000",
41,18-1205-EX1,Transfer from Instructional Supports to Northside College Preparatory High School,2019 Transportation funds H.S. Debate Program,11551 Instructional Supports,115 General Education Fund,54210 Pupil Transportation,150008 Debate - High School,000000 Default Value,46061 Northside College Preparatory High School,115 General Education Fund,54210 Pupil Transportation,150008 Debate - High School,000901 Other Gen Ed Funded Programs,"$1,000",
42,18-1205-EX1,Transfer from Instructional Supports to Walter Payton College Preparatory High School,2019 Transportation funds H.S. Debate Program,11551 Instructional Supports,115 General Education Fund,54210 Pupil Transportation,150008 Debate - High School,000000 Default Value,70020 Walter Payton College Preparatory High School,115 General Education Fund,54210 Pupil Transportation,150008 Debate - High School,000901 Other Gen Ed Funded Programs,"$1,000",
43,18-1205-EX1,Transfer from Instructional Supports to Whitney M Young Magnet High School,2019 Transportation funds H.S. Debate Program,11551 Instructional Supports,115 General Education Fund,54210 Pupil Transportation,150008 Debate - High School,000000 Default Value,47101 Whitney M Young Magnet High School,115 General Education Fund,54210 Pupil Transportation,150008 Debate - High School,000901 Other Gen Ed Funded Programs,"$1,000",
44,18-1205-EX1,Transfer from Instructional Supports to George Washington High School,Hosting Funds for Debate Tournament,11551 Instructional Supports,115 General Education Fund,57705 Services - Space Rental,150009 Debate - Middle School,000000 Default Value,46331 George Washington High School,115 General Education Fund,57705 Services - Space Rental,150008 Debate - High School,000901 Other Gen Ed Funded Programs,"$1,000",
45,18-1205-EX1,Transfer from Grant Funded Programs Office - City Wide to Office of Catholic Schools,Transfer funds to process approved purchase order requests for Nonpublic Schools IDEA programs,12625 Grant Funded Programs Office - City Wide,220 Federal Special Education IDEA Programs,57915 Miscellaneous - Contingent Projects,370004 Nonpublic Instructional & Support Services,462072 Lea Flowthru Instruction - Nonpublic,69510 Office of Catholic Schools,220 Federal Special Education IDEA Programs,53405 Commodities - Supplies,370015 Federal - Idea Nonpublic (Catholic),462072 Lea Flowthru Instruction - Nonpublic,"$1,000",
46,18-1205-EX1,Transfer from Instructional Supports to Edward Beasley Elementary Magnet Academic Center,2019 Transportation funds M.S. Debate Program,11551 Instructional Supports,115 General Education Fund,54210 Pupil Transportation,150009 Debate - Middle School,000000 Default Value,29321 Edward Beasley Elementary Magnet Academic Center,115 General Education Fund,54210 Pupil Transportation,150009 Debate - Middle School,000901 Other Gen Ed Funded Programs,"$1,000",
47,18-1205-EX1,Transfer from Instructional Supports to Daniel Boone Elementary School,2019 Transportation funds M.S. Debate Program,11551 Instructional Supports,115 General Education Fund,54210 Pupil Transportation,150009 Debate - Middle School,000000 Default Value,22271 Daniel Boone Elementary School,115 General Education Fund,54210 Pupil Transportation,150009 Debate - Middle School,000901 Other Gen Ed Funded Programs,"$1,000",
48,18-1205-EX1,Transfer from Instructional Supports to Brighton Park Elementary School,2019 Transportation funds M.S. Debate Program,11551 Instructional Supports,115 General Education Fund,54210 Pupil Transportation,150009 Debate - Middle School,000000 Default Value,26451 Brighton Park Elementary School,115 General Education Fund,54210 Pupil Transportation,150009 Debate - Middle School,000901 Other Gen Ed Funded Programs,"$1,000",
49,18-1205-EX1,Transfer from Instructional Supports to DeWitt Clinton Elementary School,2019 Transportation funds M.S. Debate Program,11551 Instructional Supports,115 General Education Fund,54210 Pupil Transportation,150009 Debate - Middle School,000000 Default Value,22751 DeWitt Clinton Elementary School,115 General Education Fund,54210 Pupil Transportation,150009 Debate - Middle School,000901 Other Gen Ed Funded Programs,"$1,000",
50,18-1205-EX1,Transfer from Instructional Supports to Columbia Explorers Elementary Academy,2019 Transportation funds M.S. Debate Program,11551 Instructional Supports,115 General Education Fund,54210 Pupil Transportation,150009 Debate - Middle School,000000 Default Value,20071 Columbia Explorers Elementary Academy,115 General Education Fund,54210 Pupil Transportation,150009 Debate - Middle School,000901 Other Gen Ed Funded Programs,"$1,000",
51,18-1205-EX1,Transfer from Instructional Supports to Oscar DePriest Elementary School,2019 Transportation funds M.S. Debate Program,11551 Instructional Supports,115 General Education Fund,54210 Pupil Transportation,150009 Debate - Middle School,000000 Default Value,26631 Oscar DePriest Elementary School,115 General Education Fund,54210 Pupil Transportation,150009 Debate - Middle School,000901 Other Gen Ed Funded Programs,"$1,000",
52,18-1205-EX1,Transfer from Instructional Supports to James R Doolittle Jr Elementary School,2019 Transportation funds M.S. Debate Program,11551 Instructional Supports,115 General Education Fund,54210 Pupil Transportation,150009 Debate - Middle School,000000 Default Value,22991 James R Doolittle Jr Elementary School,115 General Education Fund,54210 Pupil Transportation,150009 Debate - Middle School,000901 Other Gen Ed Funded Programs,"$1,000",
53,18-1205-EX1,Transfer from Instructional Supports to William E Dever Elementary School,2019 Transportation funds M.S. Debate Program,11551 Instructional Supports,115 General Education Fund,54210 Pupil Transportation,150009 Debate - Middle School,000000 Default Value,22941 William E Dever Elementary School,115 General Education Fund,54210 Pupil Transportation,150009 Debate - Middle School,000901 Other Gen Ed Funded Programs,"$1,000",
54,18-1205-EX1,Transfer from Instructional Supports to Fort Dearborn Elementary School,2019 Transportation funds M.S. Debate Program,11551 Instructional Supports,115 General Education Fund,54210 Pupil Transportation,150009 Debate - Middle School,000000 Default Value,23241 Fort Dearborn Elementary School,115 General Education Fund,54210 Pupil Transportation,150009 Debate - Middle School,000901 Other Gen Ed Funded Programs,"$1,000",
55,18-1205-EX1,Transfer from Instructional Supports to John Charles Haines Elementary School,2019 Transportation funds M.S. Debate Program,11551 Instructional Supports,115 General Education Fund,54210 Pupil Transportation,150009 Debate - Middle School,000000 Default Value,23481 John Charles Haines Elementary School,115 General Education Fund,54210 Pupil Transportation,150009 Debate - Middle School,000901 Other Gen Ed Funded Programs,"$1,000",
56,18-1205-EX1,Transfer from Instructional Supports to John Harvard Elementary School of Excellence,2019 Transportation funds M.S. Debate Program,11551 Instructional Supports,115 General Education Fund,54210 Pupil Transportation,150009 Debate - Middle School,000000 Default Value,23581 John Harvard Elementary School of Excellence,115 General Education Fund,54210 Pupil Transportation,150009 Debate - Middle School,000901 Other Gen Ed Funded Programs,"$1,000",
57,18-1205-EX1,Transfer from Instructional Supports to Arthur A Libby Elementary School,2019 Transportation funds M.S. Debate Program,11551 Instructional Supports,115 General Education Fund,54210 Pupil Transportation,150009 Debate - Middle School,000000 Default Value,24171 Arthur A Libby Elementary School,115 General Education Fund,54210 Pupil Transportation,150009 Debate - Middle School,000901 Other Gen Ed Funded Programs,"$1,000",
58,18-1205-EX1,Transfer from Instructional Supports to Ole A Thorp Elementary Scholastic Academy,2019 Transportation funds M.S. Debate Program,11551 Instructional Supports,115 General Education Fund,54520 Services - Printing,150010 Science Fair,000000 Default Value,29301 Ole A Thorp Elementary Scholastic Academy,115 General Education Fund,54210 Pupil Transportation,150009 Debate - Middle School,000901 Other Gen Ed Funded Programs,"$1,000",
59,18-1205-EX1,Transfer from Instructional Supports to Leif Ericson Elementary Scholastic Academy,2019 Transportation funds M.S. Debate Program,11551 Instructional Supports,115 General Education Fund,54520 Services - Printing,150010 Science Fair,000000 Default Value,29051 Leif Ericson Elementary Scholastic Academy,115 General Education Fund,54210 Pupil Transportation,150009 Debate - Middle School,000901 Other Gen Ed Funded Programs,"$1,000",
60,18-1205-EX1,Transfer from Instructional Supports to Frazier Prospective IB Magnet ES,2019 Transportation funds M.S. Debate Program,11551 Instructional Supports,115 General Education Fund,54520 Services - Printing,150010 Science Fair,000000 Default Value,29411 Frazier Prospective IB Magnet ES,115 General Education Fund,54210 Pupil Transportation,150009 Debate - Middle School,000901 Other Gen Ed Funded Programs,"$1,000",
61,18-1205-EX1,Transfer from Instructional Supports to Joshua D Kershaw Elementary School,2019 Transportation funds M.S. Debate Program,11551 Instructional Supports,115 General Education Fund,54520 Services - Printing,150010 Science Fair,000000 Default Value,23991 Joshua D Kershaw Elementary School,115 General Education Fund,54210 Pupil Transportation,150009 Debate - Middle School,000901 Other Gen Ed Funded Programs,"$1,000",
62,18-1205-EX1,Transfer from Instructional Supports to Joyce Kilmer Elementary School,2019 Transportation funds M.S. Debate Program,11551 Instructional Supports,115 General Education Fund,54520 Services - Printing,150010 Science Fair,000000 Default Value,24021 Joyce Kilmer Elementary School,115 General Education Fund,54210 Pupil Transportation,150009 Debate - Middle School,000901 Other Gen Ed Funded Programs,"$1,000",
63,18-1205-EX1,Transfer from Instructional Supports to Abraham Lincoln Elementary School,2019 Transportation funds M.S. Debate Program,11551 Instructional Supports,115 General Education Fund,54520 Services - Printing,150010 Science Fair,000000 Default Value,24191 Abraham Lincoln Elementary School,115 General Education Fund,54210 Pupil Transportation,150009 Debate - Middle School,000901 Other Gen Ed Funded Programs,"$1,000",
64,18-1205-EX1,Transfer from Instructional Supports to John T McCutcheon Elementary School,2019 Transportation funds M.S. Debate Program,11551 Instructional Supports,115 General Education Fund,54520 Services - Printing,150010 Science Fair,000000 Default Value,26201 John T McCutcheon Elementary School,115 General Education Fund,54210 Pupil Transportation,150009 Debate - Middle School,000901 Other Gen Ed Funded Programs,"$1,000",
65,18-1205-EX1,Transfer from Instructional Supports to James Otis Elementary School,2019 Transportation funds M.S. Debate Program,11551 Instructional Supports,115 General Education Fund,54520 Services - Printing,150010 Science Fair,000000 Default Value,24791 James Otis Elementary School,115 General Education Fund,54210 Pupil Transportation,150009 Debate - Middle School,000901 Other Gen Ed Funded Programs,"$1,000",
66,18-1205-EX1,Transfer from Instructional Supports to William Bishop Owen Scholastic Academy ES,2019 Transportation funds M.S. Debate Program,11551 Instructional Supports,115 General Education Fund,54520 Services - Printing,150010 Science Fair,000000 Default Value,29241 William Bishop Owen Scholastic Academy ES,115 General Education Fund,54210 Pupil Transportation,150009 Debate - Middle School,000901 Other Gen Ed Funded Programs,"$1,000",
67,18-1205-EX1,Transfer from Instructional Supports to Helen Peirce International Studies ES,2019 Transportation funds M.S. Debate Program,11551 Instructional Supports,115 General Education Fund,54520 Services - Printing,150010 Science Fair,000000 Default Value,24891 Helen Peirce International Studies ES,115 General Education Fund,54210 Pupil Transportation,150009 Debate - Middle School,000901 Other Gen Ed Funded Programs,"$1,000",
68,18-1205-EX1,Transfer from Instructional Supports to Southeast Area Elementary School,2019 Transportation funds M.S. Debate Program,11551 Instructional Supports,115 General Education Fund,54520 Services - Printing,150010 Science Fair,000000 Default Value,22631 Southeast Area Elementary School,115 General Education Fund,54210 Pupil Transportation,150009 Debate - Middle School,000901 Other Gen Ed Funded Programs,"$1,000",
69,18-1205-EX1,Transfer from Instructional Supports to Spencer Technology Academy,2019 Transportation funds M.S. Debate Program,11551 Instructional Supports,115 General Education Fund,54520 Services - Printing,150010 Science Fair,000000 Default Value,25441 Spencer Technology Academy,115 General Education Fund,54210 Pupil Transportation,150009 Debate - Middle School,000901 Other Gen Ed Funded Programs,"$1,000",
70,18-1205-EX1,Transfer from Instructional Supports to James Wadsworth Elementary School,2019 Transportation funds M.S. Debate Program,11551 Instructional Supports,115 General Education Fund,54520 Services - Printing,150010 Science Fair,000000 Default Value,25711 James Wadsworth Elementary School,115 General Education Fund,54210 Pupil Transportation,150009 Debate - Middle School,000901 Other Gen Ed Funded Programs,"$1,000",
71,18-1205-EX1,Transfer from Facility Opers & Maint - City Wide to Talent Office,Legal fees for H1B Extension RFE for Yanbo Peng,11880 Facility Opers & Maint - City Wide,230 Public Building Commission O & M,54215 Car Fare,254005 Roving Crew,000000 Default Value,11010 Talent Office,115 General Education Fund,54125 Services - Professional/Administrative,232102 Executive Administration,000000 Default Value,"$1,000",
72,18-1205-EX1,Transfer from Instructional Supports to John M Harlan Community Academy High School,Transfer to cover hosting cost for Debate tournament,11551 Instructional Supports,115 General Education Fund,53205 Commodities - Supplied Food,150008 Debate - High School,000000 Default Value,51021 John M Harlan Community Academy High School,115 General Education Fund,57705 Services - Space Rental,150008 Debate - High School,000901 Other Gen Ed Funded Programs,"$1,000",
73,18-1205-EX1,Transfer from Instructional Supports to Pierce Playground,Transfer to cover hosting cost for Debate tournament,11551 Instructional Supports,115 General Education Fund,57705 Services - Space Rental,150009 Debate - Middle School,000000 Default Value,68150 Pierce Playground,115 General Education Fund,57705 Services - Space Rental,150009 Debate - Middle School,000901 Other Gen Ed Funded Programs,"$1,000",
74,18-1205-EX1,Transfer from Instructional Supports to Southeast Area Elementary School,Transfer to cover hosting cost for Debate tournament,11551 Instructional Supports,115 General Education Fund,57705 Services - Space Rental,150009 Debate - Middle School,000000 Default Value,22631 Southeast Area Elementary School,115 General Education Fund,57705 Services - Space Rental,150009 Debate - Middle School,000901 Other Gen Ed Funded Programs,"$1,000",
