Number,Action,Name,Rationale,From Line 1,From Line 2,From Line 3,From Line 4,From Line 5,To Line 1,To Line 2,To Line 3,To Line 4,To Line 5,Amount,UNFORMATTED
21,18-0425-EX1,Transfer from Arts to Moving Everest Charter School,Transfer of funds for Arts Essentials,10890 Arts,115 General Education Fund,57940 Miscellaneous Charges,113035 All City Arts K-12,000000 Default Value,66911 Moving Everest Charter School,115 General Education Fund,54320 Student Tuition - Charter Schools,113090 Grants-Citywide Misc Fndtns,000901 Other Gen Ed Funded Programs,"$1,000",
22,18-0425-EX1,Transfer from Arts to KIPP Chicago Charter School - KIPP Bloom,Transfer of funds for Arts Essentials,10890 Arts,115 General Education Fund,57940 Miscellaneous Charges,113035 All City Arts K-12,000000 Default Value,66931 KIPP Chicago Charter School - KIPP Bloom,115 General Education Fund,54320 Student Tuition - Charter Schools,113090 Grants-Citywide Misc Fndtns,000901 Other Gen Ed Funded Programs,"$1,000",
23,18-0425-EX1,Transfer from Arts to Foundations College Preparatory Charter School,Transfer of funds for Arts Essentials,10890 Arts,115 General Education Fund,57940 Miscellaneous Charges,113035 All City Arts K-12,000000 Default Value,66941 Foundations College Preparatory Charter School,115 General Education Fund,54320 Student Tuition - Charter Schools,113090 Grants-Citywide Misc Fndtns,000901 Other Gen Ed Funded Programs,"$1,000",
24,18-0425-EX1,Transfer from Arts to Great Lakes Academy Charter School,Transfer of funds for Arts Essentials,10890 Arts,115 General Education Fund,57940 Miscellaneous Charges,113035 All City Arts K-12,000000 Default Value,66951 Great Lakes Academy Charter School,115 General Education Fund,54320 Student Tuition - Charter Schools,113090 Grants-Citywide Misc Fndtns,000901 Other Gen Ed Funded Programs,"$1,000",
25,18-0425-EX1,Transfer from Arts to Polaris Charter Academy,Transfer of funds for Arts Essentials,10890 Arts,115 General Education Fund,57940 Miscellaneous Charges,113035 All City Arts K-12,000000 Default Value,67081 Polaris Charter Academy,115 General Education Fund,54320 Student Tuition - Charter Schools,113090 Grants-Citywide Misc Fndtns,000901 Other Gen Ed Funded Programs,"$1,000",
26,18-0425-EX1,Transfer from Pathways in Education- Brighton Park to Arts,Arts Essentials Correction,66801 Pathways in Education- Brighton Park,115 General Education Fund,54320 Student Tuition - Charter Schools,113090 Grants-Citywide Misc Fndtns,000000 Default Value,10890 Arts,115 General Education Fund,57940 Miscellaneous Charges,113035 All City Arts K-12,000000 Default Value,"$1,000",
27,18-0425-EX1,Transfer from Moving Everest Charter School to Arts,Arts Essentials Correction,66911 Moving Everest Charter School,115 General Education Fund,54320 Student Tuition - Charter Schools,113090 Grants-Citywide Misc Fndtns,000000 Default Value,10890 Arts,115 General Education Fund,57940 Miscellaneous Charges,113035 All City Arts K-12,000000 Default Value,"$1,000",
28,18-0425-EX1,Transfer from KIPP Chicago Charter School - KIPP Bloom to Arts,Arts Essentials Correction,66931 KIPP Chicago Charter School - KIPP Bloom,115 General Education Fund,54320 Student Tuition - Charter Schools,113090 Grants-Citywide Misc Fndtns,000000 Default Value,10890 Arts,115 General Education Fund,57940 Miscellaneous Charges,113035 All City Arts K-12,000000 Default Value,"$1,000",
29,18-0425-EX1,Transfer from KIPP Ascend Primary Charter to Arts,Arts Essentials Correction,66932 KIPP Ascend Primary Charter,115 General Education Fund,54320 Student Tuition - Charter Schools,113090 Grants-Citywide Misc Fndtns,000000 Default Value,10890 Arts,115 General Education Fund,57940 Miscellaneous Charges,113035 All City Arts K-12,000000 Default Value,"$1,000",
30,18-0425-EX1,Transfer from Foundations College Preparatory Charter School to Arts,Arts Essentials Correction,66941 Foundations College Preparatory Charter School,115 General Education Fund,54320 Student Tuition - Charter Schools,113090 Grants-Citywide Misc Fndtns,000000 Default Value,10890 Arts,115 General Education Fund,57940 Miscellaneous Charges,113035 All City Arts K-12,000000 Default Value,"$1,000",
31,18-0425-EX1,Transfer from Great Lakes Academy Charter School to Arts,Arts Essentials transfer,66951 Great Lakes Academy Charter School,115 General Education Fund,54320 Student Tuition - Charter Schools,113090 Grants-Citywide Misc Fndtns,000000 Default Value,10890 Arts,115 General Education Fund,57940 Miscellaneous Charges,113035 All City Arts K-12,000000 Default Value,"$1,000",
32,18-0425-EX1,Transfer from Peace and Education Coalition High School to Arts,Arts Essentials transfer,67021 Peace and Education Coalition High School,115 General Education Fund,54320 Student Tuition - Charter Schools,113090 Grants-Citywide Misc Fndtns,000000 Default Value,10890 Arts,115 General Education Fund,57940 Miscellaneous Charges,113035 All City Arts K-12,000000 Default Value,"$1,000",
33,18-0425-EX1,Transfer from Polaris Charter Academy to Arts,Arts Essentials transfer,67081 Polaris Charter Academy,115 General Education Fund,54320 Student Tuition - Charter Schools,113090 Grants-Citywide Misc Fndtns,000000 Default Value,10890 Arts,115 General Education Fund,57940 Miscellaneous Charges,113035 All City Arts K-12,000000 Default Value,"$1,000",
34,18-0425-EX1,Transfer from Walter Payton College Preparatory High School to Arts,Arts Essentials transfer,70020 Walter Payton College Preparatory High School,115 General Education Fund,54320 Student Tuition - Charter Schools,113090 Grants-Citywide Misc Fndtns,000000 Default Value,10890 Arts,115 General Education Fund,57940 Miscellaneous Charges,113035 All City Arts K-12,000000 Default Value,"$1,000",
35,18-0425-EX1,Transfer from Chicago Military Academy High School to Arts,Arts Essentials transfer,70070 Chicago Military Academy High School,115 General Education Fund,54320 Student Tuition - Charter Schools,113090 Grants-Citywide Misc Fndtns,000000 Default Value,10890 Arts,115 General Education Fund,57940 Miscellaneous Charges,113035 All City Arts K-12,000000 Default Value,"$1,000",
36,18-0425-EX1,Transfer from Legacy Charter School to Arts,Arts Essentials transfer,67071 Legacy Charter School,115 General Education Fund,54320 Student Tuition - Charter Schools,113090 Grants-Citywide Misc Fndtns,000000 Default Value,10890 Arts,115 General Education Fund,57940 Miscellaneous Charges,113035 All City Arts K-12,000000 Default Value,"$1,000",
37,18-0425-EX1,Transfer from Arts to Frazier Preparatory Academy Charter School,Transfer of funds for Arts Essentials,10890 Arts,115 General Education Fund,57940 Miscellaneous Charges,113035 All City Arts K-12,000000 Default Value,26901 Frazier Preparatory Academy Charter School,115 General Education Fund,54320 Student Tuition - Charter Schools,113090 Grants-Citywide Misc Fndtns,000901 Other Gen Ed Funded Programs,"$1,000",
38,18-0425-EX1,Transfer from Camelot Excel - Southshore HS to Arts,To correct duplicate transfer,63143 Camelot Excel - Southshore HS,115 General Education Fund,53405 Commodities - Supplies,113035 All City Arts K-12,000901 Other Gen Ed Funded Programs,10890 Arts,115 General Education Fund,57940 Miscellaneous Charges,113035 All City Arts K-12,000000 Default Value,"$1,000",
39,18-0425-EX1,Transfer from YCCS- Innovations HS of Arts Integration to Youth Connection Charter School (YCCS),transferring to pay YCCS for arts essential grant,66617 YCCS- Innovations HS of Arts Integration,115 General Education Fund,54320 Student Tuition - Charter Schools,113090 Grants-Citywide Misc Fndtns,000901 Other Gen Ed Funded Programs,66101 Youth Connection Charter School (YCCS),115 General Education Fund,54320 Student Tuition - Charter Schools,113090 Grants-Citywide Misc Fndtns,000901 Other Gen Ed Funded Programs,"$1,000",
40,18-0425-EX1,Transfer from Student Support and Engagement to Citywide Student Support and Engagement,Transfer to correct unit,11371 Student Support and Engagement,"324 Miscellaneous Federal, State & Local Grants",54205 Travel Expense,221011 Improvement Of Instruction,"442178 21st Century Community Learning Centers - (Cohort
15-Grant 7) Fy18",10875 Citywide Student Support and Engagement,"324 Miscellaneous Federal, State & Local Grants",54205 Travel Expense,221011 Improvement Of Instruction,"442178 21st Century Community Learning Centers - (Cohort
15-Grant 7) Fy18","$1,000",
41,18-0425-EX1,Transfer from Arts to Spry Community Links High School,Transfer of funds for Arts Essentials,10890 Arts,115 General Education Fund,57940 Miscellaneous Charges,113035 All City Arts K-12,000000 Default Value,46461 Spry Community Links High School,115 General Education Fund,53405 Commodities - Supplies,113035 All City Arts K-12,000901 Other Gen Ed Funded Programs,"$1,000",
42,18-0425-EX1,Transfer from Independent Schools Of Chicago to University of Chicago Laboratory Schools,Transfer funds to process approved purchase orders requests for Nonpublic Schools IDEA programs,70140 Independent Schools Of Chicago,220 Federal Special Education IDEA Programs,54125 Services - Professional/Administrative,370011 Federal - Idea Nonpublic ( Independent),462070 Lea Flowthru Instruction - Nonpublic,69157 University of Chicago Laboratory Schools,220 Federal Special Education IDEA Programs,54125 Services - Professional/Administrative,370011 Federal - Idea Nonpublic ( Independent),462070 Lea Flowthru Instruction - Nonpublic,"$1,000",
43,18-0425-EX1,Transfer from Sir Miles Davis Academy to Sir Miles Davis Magnet Elementary Academy,Transfer of funds for Arts Essentials. Correction to unit number.,26341 Sir Miles Davis Academy,115 General Education Fund,53405 Commodities - Supplies,113035 All City Arts K-12,000901 Other Gen Ed Funded Programs,29391 Sir Miles Davis Magnet Elementary Academy,115 General Education Fund,53405 Commodities - Supplies,113035 All City Arts K-12,000901 Other Gen Ed Funded Programs,"$1,000",
44,18-0425-EX1,Transfer from Camelot Safe Academy Elementary Garfield Park to Arts,Removal of duplicate transfer for Arts Essentials.,66013 Camelot Safe Academy Elementary Garfield Park,115 General Education Fund,54320 Student Tuition - Charter Schools,113090 Grants-Citywide Misc Fndtns,000901 Other Gen Ed Funded Programs,10890 Arts,115 General Education Fund,57940 Miscellaneous Charges,113035 All City Arts K-12,000000 Default Value,"$1,000",
45,18-0425-EX1,Transfer from Arts to KIPP Ascend Primary Charter,Transfer of funds for Arts Essentials,10890 Arts,115 General Education Fund,57940 Miscellaneous Charges,113035 All City Arts K-12,000000 Default Value,66932 KIPP Ascend Primary Charter,115 General Education Fund,54320 Student Tuition - Charter Schools,113090 Grants-Citywide Misc Fndtns,000901 Other Gen Ed Funded Programs,"$1,000",
46,18-0425-EX1,Transfer from Banner Academy West to Arts,To reverse allocation for school that is not open.,65019 Banner Academy West,115 General Education Fund,54320 Student Tuition - Charter Schools,113090 Grants-Citywide Misc Fndtns,000901 Other Gen Ed Funded Programs,10890 Arts,115 General Education Fund,57940 Miscellaneous Charges,113035 All City Arts K-12,000000 Default Value,"$1,000",
47,18-0425-EX1,Transfer from Arts to Disney II Magnet School,Transfer to correct the Arts Essentials allocation.,10890 Arts,115 General Education Fund,57940 Miscellaneous Charges,113035 All City Arts K-12,000000 Default Value,26921 Disney II Magnet School,115 General Education Fund,53405 Commodities - Supplies,113035 All City Arts K-12,000901 Other Gen Ed Funded Programs,"$1,000",
48,18-0425-EX1,"Transfer from Facility Opers & Maint - City Wide to Rachel Carson Elementary School
Transfer From:
11880 Facility Opers & Maint - City Wide
230 Public Building Commission O & M
53405 Commodities - Supplies
254032 O&M West
000000 Default Value","Transfer To:
22601 Rachel Carson Elementary School
230 Public Building Commission O & M
53405 Commodities - Supplies
254032 O&M West
000000 Default Value",,,,,,,,,,,"$1,000",
49,18-0425-EX1,Transfer from Eliza Chappell Elementary School to Early Childhood Development - City Wide,Consolidation of budget lines.,22681 Eliza Chappell Elementary School,362 Early Childhood Development,52100 Career Service Salaries - Regular,119027 Prek Instruction,376665 State Preschool For All Age 3-5 Fy18,11385 Early Childhood Development - City Wide,362 Early Childhood Development,57915 Miscellaneous - Contingent Projects,600002 Contingency For Project Expansion,376665 State Preschool For All Age 3-5 Fy18,"$1,002",
50,18-0425-EX1,Transfer from James G Blaine Elementary School to Early Childhood Development - City Wide,Consolidation of budget lines.,22261 James G Blaine Elementary School,362 Early Childhood Development,52100 Career Service Salaries - Regular,119027 Prek Instruction,376665 State Preschool For All Age 3-5 Fy18,11385 Early Childhood Development - City Wide,362 Early Childhood Development,57915 Miscellaneous - Contingent Projects,600002 Contingency For Project Expansion,376665 State Preschool For All Age 3-5 Fy18,"$1,006",
51,18-0425-EX1,Transfer from West Park Elementary Academy to Early Childhood Development - City Wide,Consolidation of budget lines.,24721 West Park Elementary Academy,362 Early Childhood Development,52100 Career Service Salaries - Regular,119027 Prek Instruction,376665 State Preschool For All Age 3-5 Fy18,11385 Early Childhood Development - City Wide,362 Early Childhood Development,57915 Miscellaneous - Contingent Projects,600002 Contingency For Project Expansion,376665 State Preschool For All Age 3-5 Fy18,"$1,008",
52,18-0425-EX1,Transfer from Johann W von Goethe Elementary School to Early Childhood Development - City Wide,Consolidation of budget lines.,23341 Johann W von Goethe Elementary School,362 Early Childhood Development,51100 Teacher Salaries - Regular,121401 Early Childhood Special Education Pre-K,376646 State Preschool For All Age 3-5 Diverse Learners Fy18,11385 Early Childhood Development - City Wide,362 Early Childhood Development,57915 Miscellaneous - Contingent Projects,600002 Contingency For Project Expansion,376665 State Preschool For All Age 3-5 Fy18,"$1,012",
53,18-0425-EX1,Transfer from Ferdinand Peck Elementary School to Early Childhood Development - City Wide,Consolidation of budget lines.,24871 Ferdinand Peck Elementary School,362 Early Childhood Development,51100 Teacher Salaries - Regular,121401 Early Childhood Special Education Pre-K,376646 State Preschool For All Age 3-5 Diverse Learners Fy18,11385 Early Childhood Development - City Wide,362 Early Childhood Development,57915 Miscellaneous - Contingent Projects,600002 Contingency For Project Expansion,376665 State Preschool For All Age 3-5 Fy18,"$1,012",
54,18-0425-EX1,Transfer from Facility Opers & Maint - City Wide to George H Corliss High School,"CPS 7132482/W.O. 18-SS-1184803.
FURNISH LABOR, MATERIALS, TOOLS, PARTS, ETC TO TROUBLESHOOT & REPAIR ROOF TOP UNITS: RTU 22 - REPLACE
MOUNTING RACK OF CONTROL WIRING & relay; troubleshoot other rtus",11880 Facility Opers & Maint - City Wide,230 Public Building Commission O & M,56105 Services - Repair Contracts,254033 O&M South,000000 Default Value,46391 George H Corliss High School,230 Public Building Commission O & M,56105 Services - Repair Contracts,254033 O&M South,000000 Default Value,"$1,013",
55,18-0425-EX1,Transfer from Facility Opers & Maint - City Wide to Lyman A Budlong Elementary School,Vendor will repair hanging metal boiler wrap on steam boilers #1 &#2.Quotes attached. Maximo #7908085,11880 Facility Opers & Maint - City Wide,230 Public Building Commission O & M,56105 Services - Repair Contracts,254031 O&M North,000000 Default Value,22391 Lyman A Budlong Elementary School,230 Public Building Commission O & M,56105 Services - Repair Contracts,254031 O&M North,000000 Default Value,"$1,015",
56,18-0425-EX1,Transfer from Office of Catholic Schools to St Thomas The Apostle School,Transfer funds to process approved purchase order requests for Nonpublic Schools Title I programs,69510 Office of Catholic Schools,332 NCLB Title I Regular Fund,54125 Services - Professional/Administrative,390007 Nonpublic Community Parent Involvement,430202 Nonpublic Inst. & Supp. Serv. - Catholic,69286 St Thomas The Apostle School,332 NCLB Title I Regular Fund,54125 Services - Professional/Administrative,390007 Nonpublic Community Parent Involvement,430202 Nonpublic Inst. & Supp. Serv. - Catholic,"$1,015",
57,18-0425-EX1,Transfer from Office of Catholic Schools to St Thomas The Apostle School,Transfer funds to process approved purchase order requests for Nonpublic Schools Title I programs,69510 Office of Catholic Schools,332 NCLB Title I Regular Fund,54125 Services - Professional/Administrative,390007 Nonpublic Community Parent Involvement,430202 Nonpublic Inst. & Supp. Serv. - Catholic,69286 St Thomas The Apostle School,332 NCLB Title I Regular Fund,53405 Commodities - Supplies,390007 Nonpublic Community Parent Involvement,430202 Nonpublic Inst. & Supp. Serv. - Catholic,"$1,015",
58,18-0425-EX1,Transfer from Jose De Diego Elementary Community Academy to Early Childhood Development - City Wide,Consolidation of budget lines.,31261 Jose De Diego Elementary Community Academy,362 Early Childhood Development,52100 Career Service Salaries - Regular,119027 Prek Instruction,"376645 State Preschool For All Age 3-5 Extended Supports
Fy18",11385 Early Childhood Development - City Wide,362 Early Childhood Development,57915 Miscellaneous - Contingent Projects,600002 Contingency For Project Expansion,376665 State Preschool For All Age 3-5 Fy18,"$1,017",
59,18-0425-EX1,Transfer from West Ridge Elementary School to Early Childhood Development - City Wide,Consolidation of budget lines.,22381 West Ridge Elementary School,362 Early Childhood Development,51100 Teacher Salaries - Regular,121401 Early Childhood Special Education Pre-K,376646 State Preschool For All Age 3-5 Diverse Learners Fy18,11385 Early Childhood Development - City Wide,362 Early Childhood Development,57915 Miscellaneous - Contingent Projects,600002 Contingency For Project Expansion,376665 State Preschool For All Age 3-5 Fy18,"$1,017",
60,18-0425-EX1,"Transfer from Facility Opers & Maint - City Wide to Rachel Carson Elementary School
Transfer From:
11880 Facility Opers & Maint - City Wide
230 Public Building Commission O & M
53405 Commodities - Supplies
254032 O&M West
000000 Default Value","Transfer To:
22601 Rachel Carson Elementary School
230 Public Building Commission O & M
53405 Commodities - Supplies
254032 O&M West
000000 Default Value",,,,,,,,,,,"$1,019",
61,18-0425-EX1,Transfer from Pablo Casals Elementary School to Early Childhood Development - City Wide,Consolidation of budget lines.,24011 Pablo Casals Elementary School,362 Early Childhood Development,52100 Career Service Salaries - Regular,119027 Prek Instruction,376665 State Preschool For All Age 3-5 Fy18,11385 Early Childhood Development - City Wide,362 Early Childhood Development,57915 Miscellaneous - Contingent Projects,600002 Contingency For Project Expansion,376665 State Preschool For All Age 3-5 Fy18,"$1,020",
62,18-0425-EX1,Transfer from Facility Opers & Maint - City Wide to Roald Amundsen High School,Perform boiler tune up per attached quote. Maximo # 7732491,11880 Facility Opers & Maint - City Wide,230 Public Building Commission O & M,56105 Services - Repair Contracts,254031 O&M North,000000 Default Value,46031 Roald Amundsen High School,230 Public Building Commission O & M,56105 Services - Repair Contracts,254031 O&M North,000000 Default Value,"$1,024",
63,18-0425-EX1,Transfer from North River Elementary School to Early Childhood Development - City Wide,Consolidation of budget lines.,26841 North River Elementary School,362 Early Childhood Development,51100 Teacher Salaries - Regular,121401 Early Childhood Special Education Pre-K,376646 State Preschool For All Age 3-5 Diverse Learners Fy18,11385 Early Childhood Development - City Wide,362 Early Childhood Development,57915 Miscellaneous - Contingent Projects,600002 Contingency For Project Expansion,376665 State Preschool For All Age 3-5 Fy18,"$1,025",
64,18-0425-EX1,Transfer from Facility Opers & Maint - City Wide to Talman Elementary School,repair roof in south vestibule area numerous leaks in entrance by 55 street. work order 4294404 quote attached.,11880 Facility Opers & Maint - City Wide,230 Public Building Commission O & M,56105 Services - Repair Contracts,254032 O&M West,000000 Default Value,26781 Talman Elementary School,230 Public Building Commission O & M,56105 Services - Repair Contracts,254032 O&M West,000000 Default Value,"$1,025",
65,18-0425-EX1,Transfer from Early Childhood Development to Early Childhood Development - City Wide,Consolidation of budget lines.,11360 Early Childhood Development,362 Early Childhood Development,57305 Hospitalization & Dental Insurance - Employer,227924 Early Childhood - Improvement Of Instruction,376665 State Preschool For All Age 3-5 Fy18,11385 Early Childhood Development - City Wide,362 Early Childhood Development,57915 Miscellaneous - Contingent Projects,600002 Contingency For Project Expansion,376665 State Preschool For All Age 3-5 Fy18,"$1,026",
66,18-0425-EX1,Transfer from John A Walsh Elementary School to Early Childhood Development - City Wide,Consolidation of budget lines.,25731 John A Walsh Elementary School,362 Early Childhood Development,52100 Career Service Salaries - Regular,119027 Prek Instruction,376665 State Preschool For All Age 3-5 Fy18,11385 Early Childhood Development - City Wide,362 Early Childhood Development,57915 Miscellaneous - Contingent Projects,600002 Contingency For Project Expansion,376665 State Preschool For All Age 3-5 Fy18,"$1,030",
67,18-0425-EX1,Transfer from Charles Kozminski Elementary Community Academy to Early Childhood Development - City Wide,Consolidation of budget lines.,31151 Charles Kozminski Elementary Community Academy,362 Early Childhood Development,51100 Teacher Salaries - Regular,119027 Prek Instruction,376665 State Preschool For All Age 3-5 Fy18,11385 Early Childhood Development - City Wide,362 Early Childhood Development,57915 Miscellaneous - Contingent Projects,600002 Contingency For Project Expansion,376665 State Preschool For All Age 3-5 Fy18,"$1,031",
68,18-0425-EX1,"Transfer from Facility Opers & Maint - City Wide to John L Marsh Elementary School
Transfer From:
11880 Facility Opers & Maint - City Wide
230 Public Building Commission O & M
53405 Commodities - Supplies
254033 O&M South
000000 Default Value","Transfer To:
24361 John L Marsh Elementary School
230 Public Building Commission O & M
53405 Commodities - Supplies
254033 O&M South
000000 Default Value",,,,,,,,,,,"$1,032",
