Number,Action,Name,Rationale,From Line 1,From Line 2,From Line 3,From Line 4,From Line 5,To Line 1,To Line 2,To Line 3,To Line 4,To Line 5,Amount,UNFORMATTED
11,18-0926-EX1,Transfer from Capital/Operations - City Wide to Norman A Bridge Elementary School,Funds Transfer From Award# 2019-437-00-15 To Project# 2018-22321-STR ; Change Reason : NA,12150 Capital/Operations - City Wide,437 EBF-Backed Bonds,56310 Capitalized Construction,009514 Contingencies,000000 Default Value,22321 Norman A Bridge Elementary School,437 EBF-Backed Bonds,54125 Services - Professional/Administrative,253508 Renovations,000000 Default Value,"$1,010",
12,18-0926-EX1,Transfer from Richard Henry Lee Elementary School to Information & Technology Services,"RITM0012483 budget transfer request to pay for information technology service and Phones for Lee School Ticket(s) # 129815,
129667, 129830
RITM Number from the SNOW Ticket : RITM0012483",26331 Richard Henry Lee Elementary School,115 General Education Fund,53405 Commodities - Supplies,119035 Other Instruction Purposes - Miscellaneous,000575 Student Based Budgeting,12510 Information & Technology Services,115 General Education Fund,54405 Services - Telephone & Telegraph,254501 Telecom (Non E-Rate),000000 Default Value,"$1,010",
13,18-0926-EX1,Transfer from Early College and Career - City Wide to Marie Sklodowska Curie Metropolitan High School,Certifications for CTE Auto Tech program,13727 Early College and Career - City Wide,369 Title I - School Improvement Carl Perkins,"54505 Seminar, Fees, Subscriptions, Professional
Memberships",119035 Other Instruction Purposes - Miscellaneous,474566 Special Student Needs-C. Perkins Fy19,53101 Marie Sklodowska Curie Metropolitan High School,369 Title I - School Improvement Carl Perkins,"54505 Seminar, Fees, Subscriptions, Professional
Memberships",144701 Automotive Mechanic,474566 Special Student Needs-C. Perkins Fy19,"$1,024",
14,18-0926-EX1,Transfer from Early College and Career - City Wide to Benito Juarez Community Academy High School,Certifications for CTE Auto Tech program,13727 Early College and Career - City Wide,369 Title I - School Improvement Carl Perkins,"54505 Seminar, Fees, Subscriptions, Professional
Memberships",119035 Other Instruction Purposes - Miscellaneous,474566 Special Student Needs-C. Perkins Fy19,46421 Benito Juarez Community Academy High School,369 Title I - School Improvement Carl Perkins,"54505 Seminar, Fees, Subscriptions, Professional
Memberships",144701 Automotive Mechanic,474566 Special Student Needs-C. Perkins Fy19,"$1,024",
15,18-0926-EX1,Transfer from Early College and Career - City Wide to Charles Allen Prosser Career Academy High School,Certifications for CTE Auto Tech program,13727 Early College and Career - City Wide,369 Title I - School Improvement Carl Perkins,"54505 Seminar, Fees, Subscriptions, Professional
Memberships",119035 Other Instruction Purposes - Miscellaneous,474566 Special Student Needs-C. Perkins Fy19,53041 Charles Allen Prosser Career Academy High School,369 Title I - School Improvement Carl Perkins,"54505 Seminar, Fees, Subscriptions, Professional
Memberships",144701 Automotive Mechanic,474566 Special Student Needs-C. Perkins Fy19,"$1,024",
16,18-0926-EX1,"Transfer from Facility Opers & Maint - City Wide to Wendell Phillips Academy High School
Transfer From:
11880 Facility Opers & Maint - City Wide
230 Public Building Commission O & M
53405 Commodities - Supplies
254032 O&M West
000000 Default Value","Transfer To:
46261 Wendell Phillips Academy High School
230 Public Building Commission O & M
53405 Commodities - Supplies
254032 O&M West
000000 Default Value",,,,,,,,,,,"$1,029",
17,18-0926-EX1,Transfer from Orozco Fine Arts & Sciences Elementary School to Education General - City Wide,Sweeeping LSC Election funds to credit back to LSC Relations,31281 Orozco Fine Arts & Sciences Elementary School,124 School Special Income Fund,57915 Miscellaneous - Contingent Projects,231401 Reform - Lsc Elections,002239 Internal Accounts Book Transfers,12670 Education General - City Wide,124 School Special Income Fund,57915 Miscellaneous - Contingent Projects,600005 Special Income Fund 124 - Contingency,002239 Internal Accounts Book Transfers,"$1,038",
18,18-0926-EX1,Transfer from Grant Funded Programs Office - City Wide to Unity Lutheran East,Transfer funds to process approved purchase order requests for Nonpublic Schools Title I programs,12625 Grant Funded Programs Office - City Wide,332 NCLB Title I Regular Fund,57940 Miscellaneous Charges,370004 Nonpublic Instructional & Support Services,430202 Nonpublic Inst. & Supp. Serv. - Catholic,69318 Unity Lutheran East,332 NCLB Title I Regular Fund,54125 Services - Professional/Administrative,390007 Nonpublic Community Parent Involvement,430205 Nonpublic Inst. & Supp. Serv. - Lutheran,"$1,040",
19,18-0926-EX1,Transfer from Early College and Career - City Wide to Roger C Sullivan High School,Supplies for CTE Accounting program,13727 Early College and Career - City Wide,369 Title I - School Improvement Carl Perkins,53405 Commodities - Supplies,119035 Other Instruction Purposes - Miscellaneous,"322023 Career & Technical Educ. Improvement Grant (Ctei)
Fy19",46301 Roger C Sullivan High School,369 Title I - School Improvement Carl Perkins,53405 Commodities - Supplies,149005 Accounting,"322023 Career & Technical Educ. Improvement Grant (Ctei)
Fy19","$1,042",
20,18-0926-EX1,Transfer from Early College and Career - City Wide to Thomas Kelly High School,Supplies for CTE Entrepreneurship program,13727 Early College and Career - City Wide,369 Title I - School Improvement Carl Perkins,53405 Commodities - Supplies,119035 Other Instruction Purposes - Miscellaneous,"322023 Career & Technical Educ. Improvement Grant (Ctei)
Fy19",46181 Thomas Kelly High School,369 Title I - School Improvement Carl Perkins,53405 Commodities - Supplies,149014 Product Marketing / Entrepreneurship,"322023 Career & Technical Educ. Improvement Grant (Ctei)
Fy19","$1,057",
21,18-0926-EX1,Transfer from Countee Cullen Elementary School to Capital/Operations - City Wide,Funds Transfer From Project# 2017-23891-OHI To Award# 2017-427-00-24 ; Change Reason : NA,23891 Countee Cullen Elementary School,427 CIP Series 2016B,56310 Capitalized Construction,009513 Fs O&M Cip,000000 Default Value,12150 Capital/Operations - City Wide,427 CIP Series 2016B,56310 Capitalized Construction,009513 Fs O&M Cip,000000 Default Value,"$1,061",
22,18-0926-EX1,Transfer from James R Doolittle Jr Elementary School to Capital/Operations - City Wide,Funds Transfer From Project# 2018-22991-OHI-1 To Award# 2017-427-00-23 ; Change Reason : NA,22991 James R Doolittle Jr Elementary School,427 CIP Series 2016B,56310 Capitalized Construction,009509 Ss O&M Cip,000000 Default Value,12150 Capital/Operations - City Wide,427 CIP Series 2016B,56310 Capitalized Construction,009511 Sw O&M Cip,000000 Default Value,"$1,065",
23,18-0926-EX1,Transfer from Facility Opers & Maint - City Wide to Cesar E Chavez Multicultural Academic Center ES,"need stanton mechanical come out and check the jass that control the cooling comed turn off the power and now half of my ahu do
not run on auto need them to fine out why and to make sure that comed did not zap the new jass",11880 Facility Opers & Maint - City Wide,230 Public Building Commission O & M,56105 Services - Repair Contracts,254032 O&M West,000000 Default Value,25151 Cesar E Chavez Multicultural Academic Center ES,230 Public Building Commission O & M,56105 Services - Repair Contracts,254032 O&M West,000000 Default Value,"$1,080",
24,18-0926-EX1,Transfer from Cesar E Chavez Multicultural Academic Center ES to Facility Opers & Maint - City Wide,Funds released from work orders that were created for zone 9 repairs,25151 Cesar E Chavez Multicultural Academic Center ES,230 Public Building Commission O & M,56105 Services - Repair Contracts,254032 O&M West,000000 Default Value,11880 Facility Opers & Maint - City Wide,230 Public Building Commission O & M,56105 Services - Repair Contracts,254032 O&M West,000000 Default Value,"$1,080",
25,18-0926-EX1,Transfer from Capital/Operations - City Wide to Durkin Park Elementary School,Funds Transfer From Award# 2019-487-00-01 To Project# 2018-26831-ROF ; Change Reason : NA,12150 Capital/Operations - City Wide,487 Series 2017 CIT,56310 Capitalized Construction,009426 All Other,000000 Default Value,26831 Durkin Park Elementary School,487 Series 2017 CIT,56310 Capitalized Construction,253508 Renovations,000000 Default Value,"$1,083",
26,18-0926-EX1,Transfer from Northwest Middle School to Education General - City Wide,Sweeeping LSC Election funds to credit back to LSC Relations,41121 Northwest Middle School,124 School Special Income Fund,57915 Miscellaneous - Contingent Projects,231401 Reform - Lsc Elections,002239 Internal Accounts Book Transfers,12670 Education General - City Wide,124 School Special Income Fund,57915 Miscellaneous - Contingent Projects,600005 Special Income Fund 124 - Contingency,002239 Internal Accounts Book Transfers,"$1,088",
27,18-0926-EX1,Transfer from Early College and Career - City Wide to John Hancock College Preparatory High School,Supplies for CTE Pre-Law program,13727 Early College and Career - City Wide,369 Title I - School Improvement Carl Perkins,53405 Commodities - Supplies,119035 Other Instruction Purposes - Miscellaneous,"322023 Career & Technical Educ. Improvement Grant (Ctei)
Fy19",46021 John Hancock College Preparatory High School,369 Title I - School Improvement Carl Perkins,53405 Commodities - Supplies,113096 Cte Law And Public Safety,"322023 Career & Technical Educ. Improvement Grant (Ctei)
Fy19","$1,092",
28,18-0926-EX1,Transfer from Early College and Career - City Wide to David G Farragut Career Academy High School,Supplies for CTE Pre-Law program,13727 Early College and Career - City Wide,369 Title I - School Improvement Carl Perkins,53405 Commodities - Supplies,119035 Other Instruction Purposes - Miscellaneous,"322023 Career & Technical Educ. Improvement Grant (Ctei)
Fy19",53091 David G Farragut Career Academy High School,369 Title I - School Improvement Carl Perkins,53405 Commodities - Supplies,113096 Cte Law And Public Safety,"322023 Career & Technical Educ. Improvement Grant (Ctei)
Fy19","$1,092",
29,18-0926-EX1,Transfer from Early College and Career - City Wide to William Jones College Preparatory High School,Supplies for CTE Pre-Law program,13727 Early College and Career - City Wide,369 Title I - School Improvement Carl Perkins,53405 Commodities - Supplies,119035 Other Instruction Purposes - Miscellaneous,"322023 Career & Technical Educ. Improvement Grant (Ctei)
Fy19",47021 William Jones College Preparatory High School,369 Title I - School Improvement Carl Perkins,53405 Commodities - Supplies,113096 Cte Law And Public Safety,"322023 Career & Technical Educ. Improvement Grant (Ctei)
Fy19","$1,092",
30,18-0926-EX1,Transfer from Early College and Career - City Wide to Al Raby High School,Supplies for CTE Pre-Law program,13727 Early College and Career - City Wide,369 Title I - School Improvement Carl Perkins,53405 Commodities - Supplies,119035 Other Instruction Purposes - Miscellaneous,"322023 Career & Technical Educ. Improvement Grant (Ctei)
Fy19",46471 Al Raby High School,369 Title I - School Improvement Carl Perkins,53405 Commodities - Supplies,113096 Cte Law And Public Safety,"322023 Career & Technical Educ. Improvement Grant (Ctei)
Fy19","$1,092",
31,18-0926-EX1,Transfer from Early College and Career - City Wide to William J Bogan High School,Supplies for CTE Entrepreneurship program,13727 Early College and Career - City Wide,369 Title I - School Improvement Carl Perkins,53405 Commodities - Supplies,119035 Other Instruction Purposes - Miscellaneous,"322023 Career & Technical Educ. Improvement Grant (Ctei)
Fy19",46041 William J Bogan High School,369 Title I - School Improvement Carl Perkins,53405 Commodities - Supplies,149014 Product Marketing / Entrepreneurship,"322023 Career & Technical Educ. Improvement Grant (Ctei)
Fy19","$1,095",
32,18-0926-EX1,Transfer from Early College and Career - City Wide to William Jones College Preparatory High School,CTE Pre-Engineering Program Equipment,13727 Early College and Career - City Wide,369 Title I - School Improvement Carl Perkins,55005 Property - Equipment,119035 Other Instruction Purposes - Miscellaneous,"322022 Career & Technical Educ. Improvement Grant (Ctei)
Fy18",47021 William Jones College Preparatory High School,369 Title I - School Improvement Carl Perkins,55005 Property - Equipment,141501 Cte - Project Lead The Way,"322022 Career & Technical Educ. Improvement Grant (Ctei)
Fy18","$1,097",
33,18-0926-EX1,Transfer from Early College and Career - City Wide to John Hancock College Preparatory High School,CTE Law and Public Safety Program Equipment,13727 Early College and Career - City Wide,369 Title I - School Improvement Carl Perkins,55005 Property - Equipment,119035 Other Instruction Purposes - Miscellaneous,"322023 Career & Technical Educ. Improvement Grant (Ctei)
Fy19",46021 John Hancock College Preparatory High School,369 Title I - School Improvement Carl Perkins,55005 Property - Equipment,144805 Machine Operator,"322023 Career & Technical Educ. Improvement Grant (Ctei)
Fy19","$1,097",
34,18-0926-EX1,Transfer from Early College and Career - City Wide to Stephen T Mather High School,CTE Law and Public Safety Program Equipment,13727 Early College and Career - City Wide,369 Title I - School Improvement Carl Perkins,55005 Property - Equipment,119035 Other Instruction Purposes - Miscellaneous,"322023 Career & Technical Educ. Improvement Grant (Ctei)
Fy19",46241 Stephen T Mather High School,369 Title I - School Improvement Carl Perkins,55005 Property - Equipment,113096 Cte Law And Public Safety,"322023 Career & Technical Educ. Improvement Grant (Ctei)
Fy19","$1,097",
35,18-0926-EX1,Transfer from John Hancock College Preparatory High School to Early College and Career - City Wide,Pulling back - transferred to incorrect line,46021 John Hancock College Preparatory High School,369 Title I - School Improvement Carl Perkins,55005 Property - Equipment,144805 Machine Operator,"322023 Career & Technical Educ. Improvement Grant (Ctei)
Fy19",13727 Early College and Career - City Wide,369 Title I - School Improvement Carl Perkins,55005 Property - Equipment,119035 Other Instruction Purposes - Miscellaneous,"322023 Career & Technical Educ. Improvement Grant (Ctei)
Fy19","$1,097",
36,18-0926-EX1,Transfer from Early College and Career - City Wide to John Hancock College Preparatory High School,CTE Culinary Arts Program Equipment,13727 Early College and Career - City Wide,369 Title I - School Improvement Carl Perkins,55005 Property - Equipment,119035 Other Instruction Purposes - Miscellaneous,"322023 Career & Technical Educ. Improvement Grant (Ctei)
Fy19",46021 John Hancock College Preparatory High School,369 Title I - School Improvement Carl Perkins,55005 Property - Equipment,113096 Cte Law And Public Safety,"322023 Career & Technical Educ. Improvement Grant (Ctei)
Fy19","$1,097",
37,18-0926-EX1,Transfer from Citywide Student Support and Engagement to Talman Elementary School,CSI Grant - FICA - extended day,10875 Citywide Student Support and Engagement,"324 Miscellaneous Federal, State & Local Grants",57915 Miscellaneous - Contingent Projects,221011 Improvement Of Instruction,442171 21st Century Community Learning Centers Fy19,26781 Talman Elementary School,"324 Miscellaneous Federal, State & Local Grants",57415 FICA,119035 Other Instruction Purposes - Miscellaneous,442171 21st Century Community Learning Centers Fy19,"$1,098",
38,18-0926-EX1,Transfer from Language and Cultural Education to Consolidated Pointer Line Unit,Transferring funds for ELPT salary cost at Senn,11510 Language and Cultural Education,115 General Education Fund,51320 Bucket Position Pointer,290001 General Salary S Bkt,300110 Ebf - Bilingual Programs,12690 Consolidated Pointer Line Unit,115 General Education Fund,51300 Regular Position Pointer,290001 General Salary S Bkt,300110 Ebf - Bilingual Programs,"$1,100",
39,18-0926-EX1,"Transfer from Facility Opers & Maint - City Wide to Jackie Robinson Elementary School
Transfer From:
11880 Facility Opers & Maint - City Wide
230 Public Building Commission O & M
53405 Commodities - Supplies
254032 O&M West
000000 Default Value","Transfer To:
26061 Jackie Robinson Elementary School
230 Public Building Commission O & M
53405 Commodities - Supplies
254032 O&M West
000000 Default Value",,,,,,,,,,,"$1,122",
40,18-0926-EX1,Transfer from Grant Funded Programs Office - City Wide to Morgan Park Academy,Transfer funds to process approved purchase order requests for Nonpublic Schools Title IV programs,12625 Grant Funded Programs Office - City Wide,358 Title IV,57940 Miscellaneous Charges,228958 Federal - Nonpublic Inst (Catholic),"440043 Title Iv, Part A - Nonpublic",69461 Morgan Park Academy,358 Title IV,53405 Commodities - Supplies,228950 Federal - Nonpublic Inst (Independent),"440043 Title Iv, Part A - Nonpublic","$1,127",
41,18-0926-EX1,Transfer from Information & Technology Services to Early College and Career - City Wide,Transfer to support intern work for ITS,12510 Information & Technology Services,115 General Education Fund,51300 Regular Position Pointer,290001 General Salary S Bkt,000000 Default Value,13727 Early College and Career - City Wide,115 General Education Fund,57940 Miscellaneous Charges,140008 Cte - Partnership Development,000389 Cte Programs,"$1,130",
42,18-0926-EX1,Transfer from Citywide Student Support and Engagement to Charles Sumner Math & Science Community Acad ES,CSI Grants - FICA for non-board employee (Dye) for FY19,10875 Citywide Student Support and Engagement,"324 Miscellaneous Federal, State & Local Grants",57915 Miscellaneous - Contingent Projects,221011 Improvement Of Instruction,"442172 21st Century Community Learning Centers - (Cohort
15-Grant 1) Fy19",31221 Charles Sumner Math & Science Community Acad ES,"324 Miscellaneous Federal, State & Local Grants",57415 FICA,297920 Other Government Funded - Support Services,"442172 21st Century Community Learning Centers - (Cohort
15-Grant 1) Fy19","$1,139",
43,18-0926-EX1,Transfer from Early College and Career - City Wide to Charles Allen Prosser Career Academy High School,Student Transportation for CTE Culinary program,13727 Early College and Career - City Wide,369 Title I - School Improvement Carl Perkins,54210 Pupil Transportation,119035 Other Instruction Purposes - Miscellaneous,474566 Special Student Needs-C. Perkins Fy19,53041 Charles Allen Prosser Career Academy High School,369 Title I - School Improvement Carl Perkins,54210 Pupil Transportation,140505 Culinary Arts,474566 Special Student Needs-C. Perkins Fy19,"$1,140",
44,18-0926-EX1,Transfer from Citywide Student Support and Engagement to Richard Henry Lee Elementary School,CSI Grant - FICA,10875 Citywide Student Support and Engagement,"324 Miscellaneous Federal, State & Local Grants",57915 Miscellaneous - Contingent Projects,221011 Improvement Of Instruction,442171 21st Century Community Learning Centers Fy19,26331 Richard Henry Lee Elementary School,"324 Miscellaneous Federal, State & Local Grants",57415 FICA,297920 Other Government Funded - Support Services,442171 21st Century Community Learning Centers Fy19,"$1,144",
45,18-0926-EX1,Transfer from Early College and Career - City Wide to Theodore Roosevelt High School,Workbooks for CTE Early Childhood program,13727 Early College and Career - City Wide,369 Title I - School Improvement Carl Perkins,53305 Instructional Materials (Non-Digital),119035 Other Instruction Purposes - Miscellaneous,474566 Special Student Needs-C. Perkins Fy19,46271 Theodore Roosevelt High School,369 Title I - School Improvement Carl Perkins,53305 Instructional Materials (Non-Digital),140005 Cte - Childcare Worker,474566 Special Student Needs-C. Perkins Fy19,"$1,147",
46,18-0926-EX1,Transfer from Network Support to Network Support,Transferring funds to the Car Fare Reimbursement line.,11110 Network Support,115 General Education Fund,54125 Services - Professional/Administrative,221234 Professional Develop/Curriculum Develp,000000 Default Value,11110 Network Support,115 General Education Fund,54215 Car Fare,230010 Administrative Support,000000 Default Value,"$1,150",
47,18-0926-EX1,Transfer from Facility Opers & Maint - City Wide to DuSable Multiplex,Emergency service needed to remove high voltage in classroom. See attachment. Maximo # 9029968,11880 Facility Opers & Maint - City Wide,230 Public Building Commission O & M,56105 Services - Repair Contracts,254032 O&M West,000000 Default Value,46541 DuSable Multiplex,230 Public Building Commission O & M,56105 Services - Repair Contracts,254032 O&M West,000000 Default Value,"$1,150",
48,18-0926-EX1,Transfer from Grant Funded Programs Office - City Wide to Office of Catholic Schools,Transfer funds to process approved purchase order requests for Nonpublic Schools Title III programs,12625 Grant Funded Programs Office - City Wide,356 ELL & Bilingual Programs,57940 Miscellaneous Charges,228958 Federal - Nonpublic Inst (Catholic),490940 Title Iii - Lmtd. Eng. Prf. - Nonpublic,69510 Office of Catholic Schools,356 ELL & Bilingual Programs,53405 Commodities - Supplies,228958 Federal - Nonpublic Inst (Catholic),490940 Title Iii - Lmtd. Eng. Prf. - Nonpublic,"$1,168",
49,18-0926-EX1,Transfer from Early College and Career - City Wide to Theodore Roosevelt High School,Certifications for CTE Early Childhood program,13727 Early College and Career - City Wide,369 Title I - School Improvement Carl Perkins,"54505 Seminar, Fees, Subscriptions, Professional
Memberships",119035 Other Instruction Purposes - Miscellaneous,474566 Special Student Needs-C. Perkins Fy19,46271 Theodore Roosevelt High School,369 Title I - School Improvement Carl Perkins,"54505 Seminar, Fees, Subscriptions, Professional
Memberships",140005 Cte - Childcare Worker,474566 Special Student Needs-C. Perkins Fy19,"$1,168",
50,18-0926-EX1,Transfer from Early College and Career - City Wide to David G Farragut Career Academy High School,Certifications for CTE Teaching program,13727 Early College and Career - City Wide,369 Title I - School Improvement Carl Perkins,"54505 Seminar, Fees, Subscriptions, Professional
Memberships",119035 Other Instruction Purposes - Miscellaneous,474566 Special Student Needs-C. Perkins Fy19,53091 David G Farragut Career Academy High School,369 Title I - School Improvement Carl Perkins,"54505 Seminar, Fees, Subscriptions, Professional
Memberships",140005 Cte - Childcare Worker,474566 Special Student Needs-C. Perkins Fy19,"$1,168",
51,18-0926-EX1,Transfer from Early College and Career - City Wide to Robert Lindblom Math & Science Academy HS,Certifications for CTE Teaching program,13727 Early College and Career - City Wide,369 Title I - School Improvement Carl Perkins,"54505 Seminar, Fees, Subscriptions, Professional
Memberships",119035 Other Instruction Purposes - Miscellaneous,474566 Special Student Needs-C. Perkins Fy19,46511 Robert Lindblom Math & Science Academy HS,369 Title I - School Improvement Carl Perkins,"54505 Seminar, Fees, Subscriptions, Professional
Memberships",140005 Cte - Childcare Worker,474566 Special Student Needs-C. Perkins Fy19,"$1,168",
52,18-0926-EX1,Transfer from Early College and Career - City Wide to Neal F Simeon Career Academy High School,Certifications for CTE Teaching program,13727 Early College and Career - City Wide,369 Title I - School Improvement Carl Perkins,"54505 Seminar, Fees, Subscriptions, Professional
Memberships",119035 Other Instruction Purposes - Miscellaneous,474566 Special Student Needs-C. Perkins Fy19,53061 Neal F Simeon Career Academy High School,369 Title I - School Improvement Carl Perkins,"54505 Seminar, Fees, Subscriptions, Professional
Memberships",140005 Cte - Childcare Worker,474566 Special Student Needs-C. Perkins Fy19,"$1,168",
53,18-0926-EX1,Transfer from Early College and Career - City Wide to Uplift Community High School,Certifications for CTE Teaching program,13727 Early College and Career - City Wide,369 Title I - School Improvement Carl Perkins,"54505 Seminar, Fees, Subscriptions, Professional
Memberships",119035 Other Instruction Purposes - Miscellaneous,474566 Special Student Needs-C. Perkins Fy19,26861 Uplift Community High School,369 Title I - School Improvement Carl Perkins,"54505 Seminar, Fees, Subscriptions, Professional
Memberships",140005 Cte - Childcare Worker,474566 Special Student Needs-C. Perkins Fy19,"$1,168",
54,18-0926-EX1,Transfer from Citywide Student Support and Engagement to Talman Elementary School,CSI Grant - FICA - extended day - non-instructional,10875 Citywide Student Support and Engagement,"324 Miscellaneous Federal, State & Local Grants",57915 Miscellaneous - Contingent Projects,221011 Improvement Of Instruction,442171 21st Century Community Learning Centers Fy19,26781 Talman Elementary School,"324 Miscellaneous Federal, State & Local Grants",57415 FICA,297920 Other Government Funded - Support Services,442171 21st Century Community Learning Centers Fy19,"$1,178",
55,18-0926-EX1,Transfer from School Transportation - City Wide to Joshua D Kershaw Elementary School,Outstanding parent reimbursement checks for Kershaw ES,11940 School Transportation - City Wide,115 General Education Fund,54210 Pupil Transportation,255021 Options Student Transportation,000000 Default Value,23991 Joshua D Kershaw Elementary School,115 General Education Fund,54210 Pupil Transportation,255052 General Transportation Services,000000 Default Value,"$1,181",
56,18-0926-EX1,Transfer from Early College and Career - City Wide to Percy L Julian High School,Supplies for CTE Entrepreneurship program,13727 Early College and Career - City Wide,369 Title I - School Improvement Carl Perkins,53405 Commodities - Supplies,119035 Other Instruction Purposes - Miscellaneous,"322023 Career & Technical Educ. Improvement Grant (Ctei)
Fy19",46401 Percy L Julian High School,369 Title I - School Improvement Carl Perkins,53405 Commodities - Supplies,149014 Product Marketing / Entrepreneurship,"322023 Career & Technical Educ. Improvement Grant (Ctei)
Fy19","$1,182",
57,18-0926-EX1,Transfer from Early College and Career - City Wide to Legal Prep Charter Academy,Reimbursement for CTE Pre-Law Student Transportation,13727 Early College and Career - City Wide,369 Title I - School Improvement Carl Perkins,57915 Miscellaneous - Contingent Projects,119035 Other Instruction Purposes - Miscellaneous,"322022 Career & Technical Educ. Improvement Grant (Ctei)
Fy18",66641 Legal Prep Charter Academy,369 Title I - School Improvement Carl Perkins,54210 Pupil Transportation,113096 Cte Law And Public Safety,"322022 Career & Technical Educ. Improvement Grant (Ctei)
Fy18","$1,184",
