Number,Action,Name,Rationale,From Line 1,From Line 2,From Line 3,From Line 4,From Line 5,To Line 1,To Line 2,To Line 3,To Line 4,To Line 5,Amount,UNFORMATTED
11,19-0626-EX1,Transfer from Network 12 to Network 12,Travel Reimburements,02521 Network 12,115 General Education Fund,51320 Bucket Position Pointer,290001 General Salary S Bkt,000000 Default Value,02521 Network 12,115 General Education Fund,54205 Travel Expense,221080 Aio - Improvement Of Instruction,000000 Default Value,"$1,000",
12,19-0626-EX1,Transfer from Richard T Crane Medical Preparatory HS to Early College and Career - City Wide,Pulling from schools units to reallocate for grant spend down.,46641 Richard T Crane Medical Preparatory HS,"324 Miscellaneous Federal, State & Local Grants",54210 Pupil Transportation,125023 Stem - Extended Student Learning,439606 Critical Mass Year 6,13727 Early College and Career - City Wide,"324 Miscellaneous Federal, State & Local Grants",53405 Commodities - Supplies,125023 Stem - Extended Student Learning,439606 Critical Mass Year 6,"$1,000",
13,19-0626-EX1,Transfer from Early College and Career - City Wide to Richard T Crane Medical Preparatory HS,Replacing pulled back Critical Mass funds with ECSTEM008011 Funds,13727 Early College and Career - City Wide,115 General Education Fund,53305 Instructional Materials (Non-Digital),125023 Stem - Extended Student Learning,008011 Stem Programs,46641 Richard T Crane Medical Preparatory HS,115 General Education Fund,54210 Pupil Transportation,125023 Stem - Extended Student Learning,008011 Stem Programs,"$1,000",
14,19-0626-EX1,Transfer from Student Support and Engagement to Student Support and Engagement,Funds to pay for STLS tutoring at Edgebrook Elementary School.,11371 Student Support and Engagement,332 NCLB Title I Regular Fund,54125 Services - Professional/Administrative,111069 Homeless Education Program,430224 Title I - District Initiatives,11371 Student Support and Engagement,332 NCLB Title I Regular Fund,51320 Bucket Position Pointer,290001 General Salary S Bkt,430224 Title I - District Initiatives,"$1,000",
15,19-0626-EX1,Transfer from Network 11 to Network 11,Transfer funds to support transportation to Network 11 professional development course to enhance the improvement of schools,02511 Network 11,124 School Special Income Fund,54125 Services - Professional/Administrative,113090 Grants-Citywide Misc Fndtns,000309 Imc Charitable Foundation Donation,02511 Network 11,124 School Special Income Fund,54205 Travel Expense,113090 Grants-Citywide Misc Fndtns,000309 Imc Charitable Foundation Donation,"$1,000",
16,19-0626-EX1,Transfer from Office of Student Health & Wellness to Paul Laurence Dunbar Career Academy High School,YRBS School incentive payment.,14050 Office of Student Health & Wellness,"324 Miscellaneous Federal, State & Local Grants",57915 Miscellaneous - Contingent Projects,221077 Cdc Hiv Prevention Pd,580214 Healthy Chicago Public Schools-Yrbs 262006 Fy19,53021 Paul Laurence Dunbar Career Academy High School,"324 Miscellaneous Federal, State & Local Grants",57915 Miscellaneous - Contingent Projects,221077 Cdc Hiv Prevention Pd,580214 Healthy Chicago Public Schools-Yrbs 262006 Fy19,"$1,000",
17,19-0626-EX1,Transfer from Office of Student Health & Wellness to Hyde Park Academy High School,YRBS School incentive payment.,14050 Office of Student Health & Wellness,"324 Miscellaneous Federal, State & Local Grants",57915 Miscellaneous - Contingent Projects,221077 Cdc Hiv Prevention Pd,580214 Healthy Chicago Public Schools-Yrbs 262006 Fy19,46171 Hyde Park Academy High School,"324 Miscellaneous Federal, State & Local Grants",57915 Miscellaneous - Contingent Projects,221077 Cdc Hiv Prevention Pd,580214 Healthy Chicago Public Schools-Yrbs 262006 Fy19,"$1,000",
18,19-0626-EX1,Transfer from Office of Student Health & Wellness to George Washington High School,YRBS School incentive payment.,14050 Office of Student Health & Wellness,"324 Miscellaneous Federal, State & Local Grants",57915 Miscellaneous - Contingent Projects,221077 Cdc Hiv Prevention Pd,580214 Healthy Chicago Public Schools-Yrbs 262006 Fy19,46331 George Washington High School,"324 Miscellaneous Federal, State & Local Grants",57915 Miscellaneous - Contingent Projects,221077 Cdc Hiv Prevention Pd,580214 Healthy Chicago Public Schools-Yrbs 262006 Fy19,"$1,000",
19,19-0626-EX1,Transfer from Office of Student Health & Wellness to Benito Juarez Community Academy High School,YRBS School incentive payment.,14050 Office of Student Health & Wellness,"324 Miscellaneous Federal, State & Local Grants",57915 Miscellaneous - Contingent Projects,221077 Cdc Hiv Prevention Pd,580214 Healthy Chicago Public Schools-Yrbs 262006 Fy19,46421 Benito Juarez Community Academy High School,"324 Miscellaneous Federal, State & Local Grants",57915 Miscellaneous - Contingent Projects,221077 Cdc Hiv Prevention Pd,580214 Healthy Chicago Public Schools-Yrbs 262006 Fy19,"$1,000",
20,19-0626-EX1,Transfer from Capital/Operations - City Wide to George Armstrong International Studies ES,Funds Transfer From Award# 2019-437-00-01 To Project# 2018-22081-NPL ; Change Reason : NA,12150 Capital/Operations - City Wide,437 CIP Series 2018D,56310 Capitalized Construction,009426 All Other,000000 Default Value,22081 George Armstrong International Studies ES,437 CIP Series 2018D,56310 Capitalized Construction,253513 Playlots,000000 Default Value,"$1,000",
21,19-0626-EX1,Transfer from Capital/Operations - City Wide to Benito Juarez Community Academy High School,Funds Transfer From Award# 2019-437-00-19 To Project# 2019-46421-OHI ; Change Reason : NA,12150 Capital/Operations - City Wide,437 CIP Series 2018D,56310 Capitalized Construction,009517 Sodexo Ifm - Cip,000000 Default Value,46421 Benito Juarez Community Academy High School,437 CIP Series 2018D,56310 Capitalized Construction,009517 Sodexo Ifm - Cip,000000 Default Value,"$1,000",
22,19-0626-EX1,Transfer from Instructional Supports to Instructional Supports,Transfer to cover cost of consultant services for Chess program,11551 Instructional Supports,115 General Education Fund,53405 Commodities - Supplies,150012 Spelling Bee,000000 Default Value,11551 Instructional Supports,115 General Education Fund,54125 Services - Professional/Administrative,150013 Chess Program,000000 Default Value,"$1,000",
23,19-0626-EX1,Transfer from Network 2 to Network 2,funds are needed to purchase office supplies.,02421 Network 2,115 General Education Fund,56105 Services - Repair Contracts,221080 Aio - Improvement Of Instruction,000000 Default Value,02421 Network 2,115 General Education Fund,53405 Commodities - Supplies,232105 Region Office-Support,000000 Default Value,"$1,000",
24,19-0626-EX1,Transfer from Student Support and Engagement to Student Support and Engagement,Shifting funds from underspent bucket in attendance services to travel for attendance services.,11371 Student Support and Engagement,115 General Education Fund,51320 Bucket Position Pointer,290001 General Salary S Bkt,000000 Default Value,11371 Student Support and Engagement,115 General Education Fund,54205 Travel Expense,211210 Attendance Services,000000 Default Value,"$1,000",
25,19-0626-EX1,Transfer from Department of JROTC to Phoenix Military Academy High School,Additional needed for the drum and bugle equipment.,05261 Department of JROTC,115 General Education Fund,53405 Commodities - Supplies,113119 Rotc - Hs,000000 Default Value,55011 Phoenix Military Academy High School,115 General Education Fund,55005 Property - Equipment,113119 Rotc - Hs,000901 Other Gen Ed Funded Programs,"$1,000",
26,19-0626-EX1,Transfer from Capital/Operations - City Wide to Louis A Agassiz Elementary School,Funds Transfer From Award# 2019-488-00-01 To Project# 2018-22031-UAF ; Change Reason : NA,12150 Capital/Operations - City Wide,488 Series 2017H,56310 Capitalized Construction,009426 All Other,000000 Default Value,22031 Louis A Agassiz Elementary School,488 Series 2017H,56310 Capitalized Construction,253508 Renovations,000000 Default Value,"$1,003",
27,19-0626-EX1,Transfer from Grant Funded Programs Office - City Wide to Our Lady Of Grace School,Transfer funds to process approved purchase order requests for Nonpublic Schools Title IIA programs,12625 Grant Funded Programs Office - City Wide,353 Title II - Teacher Quality,57915 Miscellaneous - Contingent Projects,228958 Federal - Nonpublic Inst (Catholic),494067 Title Iia - Archdiocese Of Chgo. Suppl. Servc.,69219 Our Lady Of Grace School,353 Title II - Teacher Quality,55005 Property - Equipment,228958 Federal - Nonpublic Inst (Catholic),494067 Title Iia - Archdiocese Of Chgo. Suppl. Servc.,"$1,004",
28,19-0626-EX1,Transfer from Department of JROTC to Charles Allen Prosser Career Academy High School,Transfer needed to purchase JROTC supplies.,05261 Department of JROTC,115 General Education Fund,53405 Commodities - Supplies,113119 Rotc - Hs,000000 Default Value,53041 Charles Allen Prosser Career Academy High School,115 General Education Fund,53405 Commodities - Supplies,113119 Rotc - Hs,000901 Other Gen Ed Funded Programs,"$1,014",
29,19-0626-EX1,Transfer from John Hancock College Preparatory High School to Early College and Career - City Wide,Returning funds to CTE Department in preperation for the end of school year,46021 John Hancock College Preparatory High School,369 Title I - School Improvement Carl Perkins,53405 Commodities - Supplies,113096 Cte Law And Public Safety,"322023 Career & Technical Educ. Improvement Grant (Ctei)
Fy19",13727 Early College and Career - City Wide,369 Title I - School Improvement Carl Perkins,55005 Property - Equipment,119035 Other Instruction Purposes - Miscellaneous,"322023 Career & Technical Educ. Improvement Grant (Ctei)
Fy19","$1,014",
30,19-0626-EX1,Transfer from Edwin G. Foreman College and Career Academy to Early College and Career - City Wide,Returning funds to CTE Department in preperation for the end of school year,46131 Edwin G. Foreman College and Career Academy,369 Title I - School Improvement Carl Perkins,53405 Commodities - Supplies,141501 Cte - Project Lead The Way,474566 Special Student Needs-C. Perkins Fy19,13727 Early College and Career - City Wide,369 Title I - School Improvement Carl Perkins,55005 Property - Equipment,119035 Other Instruction Purposes - Miscellaneous,474566 Special Student Needs-C. Perkins Fy19,"$1,024",
31,19-0626-EX1,Transfer from Benito Juarez Community Academy High School to Early College and Career - City Wide,Returning funds to CTE Department in preperation for the end of school year,46421 Benito Juarez Community Academy High School,369 Title I - School Improvement Carl Perkins,"54505 Seminar, Fees, Subscriptions, Professional
Memberships",144701 Automotive Mechanic,474566 Special Student Needs-C. Perkins Fy19,13727 Early College and Career - City Wide,369 Title I - School Improvement Carl Perkins,55005 Property - Equipment,119035 474566,,"$1,024","Other Instruction Purposes - Miscellaneous
Special Student Needs-C. Perkins Fy19"
32,19-0626-EX1,Transfer from Office of Catholic Schools to Christ The King School,Transfer funds to process approved purchase order requests for Nonpublic Schools Title IV programs,69510 Office of Catholic Schools,358 Title IV,54125 Services - Professional/Administrative,228958 Federal - Nonpublic Inst (Catholic),"440045 Title Iv, Part A - Nonpublic",69073 Christ The King School,358 Title IV,55005 Property - Equipment,228958 Federal - Nonpublic Inst (Catholic),"440045 Title Iv, Part A - Nonpublic","$1,031",
33,19-0626-EX1,Transfer from Hillel Torah to Office of Catholic Schools,Transfer funds to process approved purchase order requests for Nonpublic Schools Title I programs,69595 Hillel Torah,332 NCLB Title I Regular Fund,53405 Commodities - Supplies,390007 Nonpublic Community Parent Involvement,430223 Nonpublic Inst. & Supp. Serv. - Jewish,69510 Office of Catholic Schools,332 NCLB Title I Regular Fund,54125 Services - Professional/Administrative,370004 Nonpublic Instructional & Support Services,430219 Nonpublic Inst. & Supp. Serv. - Catholic,"$1,035",
34,19-0626-EX1,Transfer from Austin College and Career Academy High School to Early College and Career - City Wide,Returning funds to CTE Department in preperation for the end of school year,46621 Austin College and Career Academy High School,369 Title I - School Improvement Carl Perkins,53307 Commodities: Software Licenses (Instructional),144805 Machine Operator,474566 Special Student Needs-C. Perkins Fy19,13727 Early College and Career - City Wide,369 Title I - School Improvement Carl Perkins,55005 Property - Equipment,119035 Other Instruction Purposes - Miscellaneous,474566 Special Student Needs-C. Perkins Fy19,"$1,040",
35,19-0626-EX1,Transfer from Grant Funded Programs Office - City Wide to Bais Yaakov High School Of,Chicago,12625 Grant Funded Programs Office - City Wide,220 Federal Special Education IDEA Programs,57915 Miscellaneous - Contingent Projects,370004 Nonpublic Instructional & Support Services,462072 Lea Flowthru Instruction - Nonpublic,"69553 Bais Yaakov High School Of
Chicago",220 Federal Special Education IDEA Programs,54125 Services - Professional/Administrative,370013 Federal - Idea Nonpublic (Jewish),462072 Lea Flowthru Instruction - Nonpublic,"$1,040",Transfer funds to process approved purchase order requests for Nonpublic Schools IDEA programs
36,19-0626-EX1,Transfer from Paul Laurence Dunbar Career Academy High School to Early College and Career - City Wide,Returning funds to CTE Department in preperation for the end of school year,53021 Paul Laurence Dunbar Career Academy High School,369 Title I - School Improvement Carl Perkins,53405 Commodities - Supplies,148002 Medical Health Career Academy,474566 Special Student Needs-C. Perkins Fy19,13727 Early College and Career - City Wide,369 Title I - School Improvement Carl Perkins,55005 Property - Equipment,119035 Other Instruction Purposes - Miscellaneous,474566 Special Student Needs-C. Perkins Fy19,"$1,044",
37,19-0626-EX1,Transfer from Paul Laurence Dunbar Career Academy High School to Early College and Career - City Wide,Returning funds to CTE Department in preperation for the end of school year,53021 Paul Laurence Dunbar Career Academy High School,369 Title I - School Improvement Carl Perkins,55005 Property - Equipment,140205 Broadcast Technology,474566 Special Student Needs-C. Perkins Fy19,13727 Early College and Career - City Wide,369 Title I - School Improvement Carl Perkins,55005 Property - Equipment,119035 Other Instruction Purposes - Miscellaneous,474566 Special Student Needs-C. Perkins Fy19,"$1,045",
38,19-0626-EX1,Transfer from William Rainey Harper High School to Early College and Career - City Wide,Returning funds to CTE Department in preperation for the end of school year,46151 William Rainey Harper High School,369 Title I - School Improvement Carl Perkins,"54505 Seminar, Fees, Subscriptions, Professional
Memberships",147601 Graphic Communications/Graphic Design,474566 Special Student Needs-C. Perkins Fy19,13727 Early College and Career - City Wide,369 Title I - School Improvement Carl Perkins,55005 Property - Equipment,119035 474566,,"$1,050","Other Instruction Purposes - Miscellaneous
Special Student Needs-C. Perkins Fy19"
39,19-0626-EX1,Transfer from Grant Funded Programs Office - City Wide to Office of Catholic Schools,Transfer funds to process approved purchase order requests for Nonpublic Schools Title IIA programs,12625 Grant Funded Programs Office - City Wide,353 Title II - Teacher Quality,57915 Miscellaneous - Contingent Projects,228958 Federal - Nonpublic Inst (Catholic),494067 Title Iia - Archdiocese Of Chgo. Suppl. Servc.,69510 Office of Catholic Schools,353 Title II - Teacher Quality,53405 Commodities - Supplies,228958 Federal - Nonpublic Inst (Catholic),494067 Title Iia - Archdiocese Of Chgo. Suppl. Servc.,"$1,061",
40,19-0626-EX1,Transfer from Social and Emotional Learning - City Wide to Social and Emotional Learning - City Wide,OSEL Reimbursement / Travel needs,10898 Social and Emotional Learning - City Wide,115 General Education Fund,53305 Instructional Materials (Non-Digital),211011 Tier Ii/Iii Services,000000 Default Value,10898 Social and Emotional Learning - City Wide,115 General Education Fund,54205 Travel Expense,211011 Tier Ii/Iii Services,000000 Default Value,"$1,068",
41,19-0626-EX1,Transfer from Capital/Operations - City Wide to TEAM Englewood Community Academy High School,Funds Transfer From Award# 2019-437-00-16 To Project# 2019-49161-OHI ; Change Reason : NA,12150 Capital/Operations - City Wide,437 CIP Series 2018D,56310 Capitalized Construction,009509 Ss O&M Cip,000000 Default Value,49161 TEAM Englewood Community Academy High School,437 CIP Series 2018D,56310 Capitalized Construction,009518 Aramark Ifm - Cip,000000 Default Value,"$1,080",
42,19-0626-EX1,Transfer from Grant Funded Programs Office - City Wide to Office of Catholic Schools,Transfer funds to process approved purchase order requests for Nonpublic Schools Title IIA programs,12625 Grant Funded Programs Office - City Wide,353 Title II - Teacher Quality,57915 Miscellaneous - Contingent Projects,228958 Federal - Nonpublic Inst (Catholic),494067 Title Iia - Archdiocese Of Chgo. Suppl. Servc.,69510 Office of Catholic Schools,353 Title II - Teacher Quality,53405 Commodities - Supplies,228958 Federal - Nonpublic Inst (Catholic),494067 Title Iia - Archdiocese Of Chgo. Suppl. Servc.,"$1,084",
43,19-0626-EX1,Transfer from Capital/Operations - City Wide to Northside College Preparatory High School,Funds Transfer From Award# 2019-437-00-18 To Project# 2019-46061-OPI ; Change Reason : NA,12150 Capital/Operations - City Wide,437 CIP Series 2018D,56310 Capitalized Construction,009516 Sodexo - Cip,000000 Default Value,46061 Northside College Preparatory High School,437 CIP Series 2018D,56310 Capitalized Construction,009517 Sodexo Ifm - Cip,000000 Default Value,"$1,092",
44,19-0626-EX1,Transfer from Al Raby High School to Early College and Career - City Wide,Returning funds to CTE Department in preperation for the end of school year,46471 Al Raby High School,369 Title I - School Improvement Carl Perkins,53405 Commodities - Supplies,113096 Cte Law And Public Safety,"322023 Career & Technical Educ. Improvement Grant (Ctei)
Fy19",13727 Early College and Career - City Wide,369 Title I - School Improvement Carl Perkins,55005 Property - Equipment,119035 Other Instruction Purposes - Miscellaneous,"322023 Career & Technical Educ. Improvement Grant (Ctei)
Fy19","$1,092",
45,19-0626-EX1,Transfer from William Jones College Preparatory High School to Early College and Career - City Wide,Returning funds to CTE Department in preperation for the end of school year,47021 William Jones College Preparatory High School,369 Title I - School Improvement Carl Perkins,53405 Commodities - Supplies,113096 Cte Law And Public Safety,"322023 Career & Technical Educ. Improvement Grant (Ctei)
Fy19",13727 Early College and Career - City Wide,369 Title I - School Improvement Carl Perkins,55005 Property - Equipment,119035 Other Instruction Purposes - Miscellaneous,"322023 Career & Technical Educ. Improvement Grant (Ctei)
Fy19","$1,092",
46,19-0626-EX1,Transfer from William J Bogan High School to Early College and Career - City Wide,Returning funds to CTE Department in preperation for the end of school year,46041 William J Bogan High School,369 Title I - School Improvement Carl Perkins,53405 Commodities - Supplies,149014 Product Marketing / Entrepreneurship,"322023 Career & Technical Educ. Improvement Grant (Ctei)
Fy19",13727 Early College and Career - City Wide,369 Title I - School Improvement Carl Perkins,55005 Property - Equipment,119035 Other Instruction Purposes - Miscellaneous,"322023 Career & Technical Educ. Improvement Grant (Ctei)
Fy19","$1,095",
47,19-0626-EX1,Transfer from Capital/Operations - City Wide to Alexander Graham Bell Elementary School,Funds Transfer From Award# 2019-437-00-18 To Project# 2019-22231-OHI ; Change Reason : NA,12150 Capital/Operations - City Wide,437 CIP Series 2018D,56310 Capitalized Construction,009516 Sodexo - Cip,000000 Default Value,22231 Alexander Graham Bell Elementary School,437 CIP Series 2018D,56310 Capitalized Construction,251392 Repairs & Improvements,000000 Default Value,"$1,097",
48,19-0626-EX1,Transfer from Instructional Supports to Instructional Supports,Transfer of funds to offset negative budget lines.,11551 Instructional Supports,115 General Education Fund,57605 Workers Compensation,419001 Payroll Salvage,000000 Default Value,11551 Instructional Supports,115 General Education Fund,51320 Bucket Position Pointer,290001 General Salary S Bkt,000000 Default Value,"$1,098",
49,19-0626-EX1,Transfer from Socorro Sandoval Elementary School to Capital/Operations - City Wide,Funds Transfer From Project# 2019-26721-BAS To Award# 2019-437-00-04 ; Change Reason : NA,26721 Socorro Sandoval Elementary School,437 CIP Series 2018D,54125 Services - Professional/Administrative,253007 Life Safety,000000 Default Value,12150 Capital/Operations - City Wide,437 CIP Series 2018D,56310 Capitalized Construction,253007 Life Safety,000000 Default Value,"$1,107",
50,19-0626-EX1,Transfer from Capital/Operations - City Wide to Socorro Sandoval Elementary School,Funds Transfer From Award# 2019-437-00-04 To Project# 2019-26721-BAS ; Change Reason : NA,12150 Capital/Operations - City Wide,437 CIP Series 2018D,56310 Capitalized Construction,253007 Life Safety,000000 Default Value,26721 Socorro Sandoval Elementary School,437 CIP Series 2018D,56302 Capitalized Equipment,253007 Life Safety,000000 Default Value,"$1,107",
51,19-0626-EX1,Transfer from Edison Park Elementary School to Capital/Operations - City Wide,Funds Transfer From Project# 2019-28081-BAS To Award# 2019-437-00-04 ; Change Reason : NA,28081 Edison Park Elementary School,437 CIP Series 2018D,54125 Services - Professional/Administrative,253007 Life Safety,000000 Default Value,12150 Capital/Operations - City Wide,437 CIP Series 2018D,56310 Capitalized Construction,253007 Life Safety,000000 Default Value,"$1,107",
52,19-0626-EX1,Transfer from Capital/Operations - City Wide to Edison Park Elementary School,Funds Transfer From Award# 2019-437-00-04 To Project# 2019-28081-BAS ; Change Reason : NA,12150 Capital/Operations - City Wide,437 CIP Series 2018D,56310 Capitalized Construction,253007 Life Safety,000000 Default Value,28081 Edison Park Elementary School,437 CIP Series 2018D,56302 Capitalized Equipment,253007 Life Safety,000000 Default Value,"$1,107",
53,19-0626-EX1,Transfer from Richard T Crane Medical Preparatory HS to Early College and Career - City Wide,Returning funds to CTE Department in preperation for the end of school year,46641 Richard T Crane Medical Preparatory HS,369 Title I - School Improvement Carl Perkins,53305 Instructional Materials (Non-Digital),148001 Allied Health,474566 Special Student Needs-C. Perkins Fy19,13727 Early College and Career - City Wide,369 Title I - School Improvement Carl Perkins,55005 Property - Equipment,119035 Other Instruction Purposes - Miscellaneous,474566 Special Student Needs-C. Perkins Fy19,"$1,116",
54,19-0626-EX1,Transfer from Marie Sklodowska Curie Metropolitan High School to Early College and Career - City Wide,Returning funds to CTE Department in preperation for the end of school year,53101 Marie Sklodowska Curie Metropolitan High School,369 Title I - School Improvement Carl Perkins,"54505 Seminar, Fees, Subscriptions, Professional
Memberships",144701 Automotive Mechanic,474566 Special Student Needs-C. Perkins Fy19,13727 Early College and Career - City Wide,369 Title I - School Improvement Carl Perkins,55005 Property - Equipment,119035 474566,,"$1,125","Other Instruction Purposes - Miscellaneous
Special Student Needs-C. Perkins Fy19"
55,19-0626-EX1,Transfer from Capital/Operations - City Wide to Northside Learning Center High School,Funds Transfer From Award# 2019-437-00-17 To Project# 2019-49021-OPI ; Change Reason : NA,12150 Capital/Operations - City Wide,437 CIP Series 2018D,56310 Capitalized Construction,009518 Aramark Ifm - Cip,000000 Default Value,49021 Northside Learning Center High School,437 CIP Series 2018D,56310 Capitalized Construction,009518 Aramark Ifm - Cip,000000 Default Value,"$1,128",
56,19-0626-EX1,Transfer from Paul Laurence Dunbar Career Academy High School to Early College and Career - City Wide,Returning funds to CTE Department in preperation for the end of school year,53021 Paul Laurence Dunbar Career Academy High School,369 Title I - School Improvement Carl Perkins,53405 Commodities - Supplies,144601 Architectural Drafting,"322023 Career & Technical Educ. Improvement Grant (Ctei)
Fy19",13727 Early College and Career - City Wide,369 Title I - School Improvement Carl Perkins,55005 Property - Equipment,119035 Other Instruction Purposes - Miscellaneous,"322023 Career & Technical Educ. Improvement Grant (Ctei)
Fy19","$1,132",
57,19-0626-EX1,Transfer from Louisa May Alcott College Preparatory ES to Safety and Security - City Wide,RITM0221631-Budget transfer request to cover payment for safety and security services for provided services at Alcott ES.,22041 Louisa May Alcott College Preparatory ES,115 General Education Fund,51300 Regular Position Pointer,290001 General Salary S Bkt,000575 Student Based Budgeting,10615 Safety and Security - City Wide,115 General Education Fund,57940 Miscellaneous Charges,254605 School Safety Services,000575 Student Based Budgeting,"$1,134",
58,19-0626-EX1,Transfer from Benito Juarez Community Academy High School to Early College and Career - City Wide,Returning funds to CTE Department in preperation for the end of school year,46421 Benito Juarez Community Academy High School,369 Title I - School Improvement Carl Perkins,54210 Pupil Transportation,140004 Cte - Business Systems,"322023 Career & Technical Educ. Improvement Grant (Ctei)
Fy19",13727 Early College and Career - City Wide,369 Title I - School Improvement Carl Perkins,55005 Property - Equipment,119035 Other Instruction Purposes - Miscellaneous,"322023 Career & Technical Educ. Improvement Grant (Ctei)
Fy19","$1,140",
59,19-0626-EX1,Transfer from Grant Funded Programs Office - City Wide to Brickton Montessori School,Transfer funds to process approved purchase order requests for Nonpublic Schools IDEA programs,12625 Grant Funded Programs Office - City Wide,220 Federal Special Education IDEA Programs,57915 Miscellaneous - Contingent Projects,370004 Nonpublic Instructional & Support Services,462072 Lea Flowthru Instruction - Nonpublic,69202 Brickton Montessori School,220 Federal Special Education IDEA Programs,54125 Services - Professional/Administrative,370011 Federal - Idea Nonpublic ( Independent),462072 Lea Flowthru Instruction - Nonpublic,"$1,140",
