Number,Action,Name,Rationale,From Line 1,From Line 2,From Line 3,From Line 4,From Line 5,To Line 1,To Line 2,To Line 3,To Line 4,To Line 5,Amount,UNFORMATTED
11,19-0424-EX1,Transfer from Talent Office to Talent Office,Transfer fund is needed to purchase color copy paper and Labels for recruitment early offers.,11010 Talent Office,115 General Education Fund,54520 Services - Printing,264207 Teacher Sourcing & Recruitment,000000 Default Value,11010 Talent Office,115 General Education Fund,53405 Commodities - Supplies,264207 Teacher Sourcing & Recruitment,000000 Default Value,"$1,000",
12,19-0424-EX1,Transfer from Grant Funded Programs Office - City Wide to University of Chicago Laboratory Schools,Transfer funds to process approved purchase order requests for Nonpublic Schools IDEA programs,12625 Grant Funded Programs Office - City Wide,220 Federal Special Education IDEA Programs,57915 Miscellaneous - Contingent Projects,370004 Nonpublic Instructional & Support Services,462072 Lea Flowthru Instruction - Nonpublic,69157 University of Chicago Laboratory Schools,220 Federal Special Education IDEA Programs,54125 Services - Professional/Administrative,370011 Federal - Idea Nonpublic ( Independent),462072 Lea Flowthru Instruction - Nonpublic,"$1,000",
13,19-0424-EX1,Transfer from Counseling and Postsecondary Advising to Education General - City Wide,EXPIRED GRANT SWEEP - Transfer available funding to contingency.,10850 Counseling and Postsecondary Advising,"324 Miscellaneous Federal, State & Local Grants",52100 Career Service Salaries - Regular,221211 Gear-Up,400097 Chicago Gear-Up Alliance 5 Fy18,12670 Education General - City Wide,"324 Miscellaneous Federal, State & Local Grants",57915 Miscellaneous - Contingent Projects,600002 Contingency For Project Expansion,041008 Contingency For Grant Expansion,"$1,002",
14,19-0424-EX1,"
Transfer from Grant Funded Programs Office - City Wide to North Park Elementary School",Transfer funds to process approved purchase order requests for Nonpublic Schools IDEA programs,12625 Grant Funded Programs Office - City Wide,220 Federal Special Education IDEA Programs,57915 Miscellaneous - Contingent Projects,370004 Nonpublic Instructional & Support Services,462072 Lea Flowthru Instruction - Nonpublic,69509 North Park Elementary School,220 Federal Special Education IDEA Programs,54125 Services - Professional/Administrative,370011 Federal - Idea Nonpublic ( Independent),462072 Lea Flowthru Instruction - Nonpublic,"$1,020",
15,19-0424-EX1,Transfer from Grant Funded Programs Office - City Wide to St. Gerald,Transfer funds to process approved purchase order requests for Nonpublic Schools Title I programs,12625 Grant Funded Programs Office - City Wide,332 NCLB Title I Regular Fund,57915 Miscellaneous - Contingent Projects,370004 Nonpublic Instructional & Support Services,430219 Nonpublic Inst. & Supp. Serv. - Catholic,69108 St. Gerald,332 NCLB Title I Regular Fund,54125 Services - Professional/Administrative,370003 Nonpublic Fine Arts,430219 Nonpublic Inst. & Supp. Serv. - Catholic,"$1,024",
16,19-0424-EX1,Transfer from GFP/Other Private Schools to Independent Schools Of Chicago,Transfer funds to process approved purchase order requests for Nonpublic Schools Title IV programs,69103 GFP/Other Private Schools,358 Title IV,54125 Services - Professional/Administrative,370007 440045,,70140 Independent Schools Of Chicago,358 Title IV,"54505 Seminar, Fees, Subscriptions, Professional
Memberships",228950 Federal - Nonpublic Inst (Independent),"440045 Title Iv, Part A - Nonpublic","$1,032","Nonpublic Homeschool/Other
Title Iv, Part A - Nonpublic"
17,19-0424-EX1,Transfer from Student Support and Engagement to Mary Lyon Elementary School,Lyon K-8 OST Award Program Admin Award - Full,11371 Student Support and Engagement,"324 Miscellaneous Federal, State & Local Grants",57915 Miscellaneous - Contingent Projects,320020 Other After Schools Programs,100106 Out-Of-School-Time Iga Fy19,24281 Mary Lyon Elementary School,"324 Miscellaneous Federal, State & Local Grants",53405 Commodities - Supplies,320020 Other After Schools Programs,100106 Out-Of-School-Time Iga Fy19,"$1,035",
18,19-0424-EX1,"
Transfer from Instructional Supports to Instructional Supports",Transfer to cover the cost of rental space for City STEM Exhibition,11551 Instructional Supports,115 General Education Fund,53205 Commodities - Supplied Food,150001 Academic Decathlon - Hs,000000 Default Value,11551 Instructional Supports,115 General Education Fund,57705 Services - Space Rental,150010 Science Fair,000000 Default Value,"$1,039",
19,19-0424-EX1,Transfer from Early College and Career - City Wide to Early College and Career - City Wide,CTE Culinary Arts Program Supplies,13727 Early College and Career - City Wide,369 Title I - School Improvement Carl Perkins,54125 Services - Professional/Administrative,119035 Other Instruction Purposes - Miscellaneous,474566 Special Student Needs-C. Perkins Fy19,13727 Early College and Career - City Wide,369 Title I - School Improvement Carl Perkins,53405 Commodities - Supplies,140505 Culinary Arts,474566 Special Student Needs-C. Perkins Fy19,"$1,044",
20,19-0424-EX1,Transfer from Department of JROTC to Kelvyn Park High School,Transfer funds to support cadet transportation to US Naval Academy.,05261 Department of JROTC,115 General Education Fund,57915 Miscellaneous - Contingent Projects,113119 Rotc - Hs,000000 Default Value,46191 Kelvyn Park High School,115 General Education Fund,53405 Commodities - Supplies,113119 Rotc - Hs,000901 Other Gen Ed Funded Programs,"$1,057",
21,19-0424-EX1,Transfer from Kelvyn Park High School to Department of JROTC,Correct transfer - transferring funds from supply to travel to support cadet transportation to US Naval Academy,46191 Kelvyn Park High School,115 General Education Fund,53405 Commodities - Supplies,113119 Rotc - Hs,000901 Other Gen Ed Funded Programs,05261 Department of JROTC,115 General Education Fund,54205 Travel Expense,113119 Rotc - Hs,000901 Other Gen Ed Funded Programs,"$1,057",
22,19-0424-EX1,Transfer from Department of JROTC to Kelvyn Park High School,Transfer needed to cover transportation to US Naval Academy.,05261 Department of JROTC,115 General Education Fund,57915 Miscellaneous - Contingent Projects,113119 Rotc - Hs,000000 Default Value,46191 Kelvyn Park High School,115 General Education Fund,54205 Travel Expense,113119 Rotc - Hs,000901 Other Gen Ed Funded Programs,"$1,057","5
"
23,19-0424-EX1,"
Transfer from Education General - City Wide to Student Support and Engagement","EATING PLACES, RESTAURANTS",12670 Education General - City Wide,115 General Education Fund,51300 Regular Position Pointer,290001 General Salary S Bkt,000000 Default Value,11371 Student Support and Engagement,115 General Education Fund,"54555 Meals, Lodging, & Travel - Other",320020 Other After Schools Programs,000000 Default Value,"$1,090",
24,19-0424-EX1,Transfer from Education General - City Wide to Student Support and Engagement,"EATING PLACES, RESTAURANTS",12670 Education General - City Wide,115 General Education Fund,51300 Regular Position Pointer,290001 General Salary S Bkt,000000 Default Value,11371 Student Support and Engagement,115 General Education Fund,"54555 Meals, Lodging, & Travel - Other",320020 Other After Schools Programs,000000 Default Value,"$1,090",
25,19-0424-EX1,Transfer from Independent Schools Of Chicago to Education General - City Wide,EXPIRED GRANT SWEEP - Transfer available funding to contingency.,70140 Independent Schools Of Chicago,353 Title II - Teacher Quality,54205 Travel Expense,228950 Federal - Nonpublic Inst (Independent),494064 Title Iia - Other Private Supplementary Servc.,12670 Education General - City Wide,353 Title II - Teacher Quality,57915 Miscellaneous - Contingent Projects,600002 Contingency For Project Expansion,041008 Contingency For Grant Expansion,"$1,091",
26,19-0424-EX1,Transfer from Capital/Operations - City Wide to William H Ryder Math & Science Specialty ES,Funds Transfer From Award# 2019-437-00-04 To Project# 2019-25191-BAS ; Change Reason : NA,12150 Capital/Operations - City Wide,437 CIP Series 2018D,56310 Capitalized Construction,253007 Life Safety,000000 Default Value,25191 William H Ryder Math & Science Specialty ES,437 CIP Series 2018D,56302 Capitalized Equipment,253007 Life Safety,000000 Default Value,"$1,107",
27,19-0424-EX1,Transfer from Daniel Webster Elementary School to Capital/Operations - City Wide,Funds Transfer From Project# 2019-25791-BAS To Award# 2019-437-00-04 ; Change Reason : NA,25791 Daniel Webster Elementary School,437 CIP Series 2018D,56304 Capitalized Software,253007 Life Safety,000000 Default Value,12150 Capital/Operations - City Wide,437 CIP Series 2018D,56310 Capitalized Construction,253007 Life Safety,000000 Default Value,"$1,107","6
"
28,19-0424-EX1,"
Transfer from Capital/Operations - City Wide to Daniel Webster Elementary School",Funds Transfer From Award# 2019-437-00-04 To Project# 2019-25791-BAS ; Change Reason : NA,12150 Capital/Operations - City Wide,437 CIP Series 2018D,56310 Capitalized Construction,253007 Life Safety,000000 Default Value,25791 Daniel Webster Elementary School,437 CIP Series 2018D,56302 Capitalized Equipment,253007 Life Safety,000000 Default Value,"$1,107",
29,19-0424-EX1,Transfer from Grant Funded Programs Office to Education General - City Wide,Sweep excess grant funds to contingency,12620 Grant Funded Programs Office,367 Title I - Comprehensive School Reform,51330 Benefits Pointer,290001 General Salary S Bkt,424068 Sig - District (Cohort 5) Fy19,12670 Education General - City Wide,367 Title I - Comprehensive School Reform,57940 Miscellaneous Charges,600002 Contingency For Project Expansion,041008 Contingency For Grant Expansion,"$1,112",
30,19-0424-EX1,Transfer from Grant Funded Programs Office - City Wide to St Thomas Of Canterbury School,Transfer funds to process approved purchase order requests for Nonpublic Schools Title I programs,12625 Grant Funded Programs Office - City Wide,332 NCLB Title I Regular Fund,57915 Miscellaneous - Contingent Projects,370004 Nonpublic Instructional & Support Services,430219 Nonpublic Inst. & Supp. Serv. - Catholic,69288 St Thomas Of Canterbury School,332 NCLB Title I Regular Fund,53405 Commodities - Supplies,370004 Nonpublic Instructional & Support Services,430219 Nonpublic Inst. & Supp. Serv. - Catholic,"$1,117",
31,19-0424-EX1,Transfer from Nathan S Davis Elementary School to Early Childhood Development - City Wide,Transfer of funds needed due to over allocation.,22891 Nathan S Davis Elementary School,362 Early Childhood Development,53405 Commodities - Supplies,119027 Prek Instruction,376669 State Preschool For All Age 3-5 Fy19,11385 Early Childhood Development - City Wide,362 Early Childhood Development,53405 Commodities - Supplies,119027 Prek Instruction,376669 State Preschool For All Age 3-5 Fy19,"$1,118",
32,19-0424-EX1,Transfer from Capital/Operations - City Wide to Newton Bateman Elementary School,Funds Transfer From Award# 2019-437-00-17 To Project# 2019-22171-ODS ; Change Reason : NA,12150 Capital/Operations - City Wide,437 CIP Series 2018D,56310 Capitalized Construction,009518 Aramark Ifm - Cip,000000 Default Value,22171 Newton Bateman Elementary School,437 CIP Series 2018D,56310 Capitalized Construction,009518 Aramark Ifm - Cip,000000 Default Value,"$1,119","7
"
33,19-0424-EX1,"
Transfer from Education General - City Wide to Communications Office","CONSULTING, MANAGEMENT AND PR",12670 Education General - City Wide,115 General Education Fund,51300 Regular Position Pointer,290001 000000,,10510 Communications Office,115 General Education Fund,"54505 Seminar, Fees, Subscriptions, Professional
Memberships",221205 Communications - Admin,000000 Default Value,"$1,124","General Salary S Bkt
Default Value"
34,19-0424-EX1,Transfer from Education General - City Wide to Communications Office,"CONSULTING, MANAGEMENT AND PR",12670 Education General - City Wide,115 General Education Fund,51300 Regular Position Pointer,290001 General Salary S Bkt,000000 Default Value,10510 Communications Office,115 General Education Fund,54125 Services - Professional/Administrative,221205 Communications - Admin,000000 Default Value,"$1,124",
35,19-0424-EX1,Transfer from Jose De Diego Elementary Community Academy to Early Childhood Development - City Wide,Transfer of funds needed due to over allocation.,31261 Jose De Diego Elementary Community Academy,362 Early Childhood Development,53405 Commodities - Supplies,256213 Early Childhood-Prekg-Food,376669 State Preschool For All Age 3-5 Fy19,11385 Early Childhood Development - City Wide,362 Early Childhood Development,53405 Commodities - Supplies,119027 Prek Instruction,376669 State Preschool For All Age 3-5 Fy19,"$1,128",
36,19-0424-EX1,Transfer from Counseling and Postsecondary Advising to Education General - City Wide,EXPIRED GRANT SWEEP - Transfer available funding to contingency.,10850 Counseling and Postsecondary Advising,"324 Miscellaneous Federal, State & Local Grants",51330 Benefits Pointer,290001 General Salary S Bkt,399927 Healthy Communities Investments 18-3999,12670 Education General - City Wide,"324 Miscellaneous Federal, State & Local Grants",57915 Miscellaneous - Contingent Projects,600002 Contingency For Project Expansion,041008 Contingency For Grant Expansion,"$1,150",
37,19-0424-EX1,"
Transfer from Capital/Operations - City Wide to Dunne Technology Academy",Funds Transfer From Award# 2019-437-00-07 To Project# 2019-25491-PKC ; Change Reason : NA,12150 Capital/Operations - City Wide,437 CIP Series 2018D,56310 Capitalized Construction,251392 Repairs & Improvements,000000 Default Value,25491 Dunne Technology Academy,437 CIP Series 2018D,56310 Capitalized Construction,253508 Renovations,000000 Default Value,"$1,155",
38,19-0424-EX1,Transfer from Capital/Operations - City Wide to Thomas J Higgins Elementary Community Academy,Funds Transfer From Award# 2019-437-00-07 To Project# 2019-31251-PKC ; Change Reason : NA,12150 Capital/Operations - City Wide,437 CIP Series 2018D,56310 Capitalized Construction,251392 Repairs & Improvements,000000 Default Value,31251 Thomas J Higgins Elementary Community Academy,437 CIP Series 2018D,56310 Capitalized Construction,253508 Renovations,000000 Default Value,"$1,155",
39,19-0424-EX1,Transfer from Capital/Operations - City Wide to Johnnie Colemon Elementary Academy,Funds Transfer From Award# 2019-437-00-07 To Project# 2019-26751-PKC ; Change Reason : NA,12150 Capital/Operations - City Wide,437 CIP Series 2018D,56310 Capitalized Construction,251392 Repairs & Improvements,000000 Default Value,26751 Johnnie Colemon Elementary Academy,437 CIP Series 2018D,56310 Capitalized Construction,253508 Renovations,000000 Default Value,"$1,155",
40,19-0424-EX1,Transfer from Grant Funded Programs Office - City Wide to Chicago Westside Christian,Transfer funds to process approved purchase order requests for Nonpublic Schools IDEA programs,12625 Grant Funded Programs Office - City Wide,220 Federal Special Education IDEA Programs,57915 Miscellaneous - Contingent Projects,370004 Nonpublic Instructional & Support Services,462072 Lea Flowthru Instruction - Nonpublic,69238 Chicago Westside Christian,220 Federal Special Education IDEA Programs,54125 Services - Professional/Administrative,370012 Federal - Idea Nonpublic (Christian),462072 Lea Flowthru Instruction - Nonpublic,"$1,162",
41,19-0424-EX1,"
Transfer from Early College and Career - City Wide to Ellen H Richards Career Academy High School",Transfer funds for seminar and fees.,13727 Early College and Career - City Wide,369 Title I - School Improvement Carl Perkins,54125 Services - Professional/Administrative,119035 322023,,53051 Ellen H Richards Career Academy High School,369 Title I - School Improvement Carl Perkins,"54505 Seminar, Fees, Subscriptions, Professional
Memberships",149005 Accounting,"322023 Career & Technical Educ. Improvement Grant (Ctei)
Fy19","$1,165","Other Instruction Purposes - Miscellaneous
Career & Technical Educ. Improvement Grant (Ctei)
Fy19"
42,19-0424-EX1,Transfer from Arts to Arts,"Travel expense for Arts Education Conference keynote speaker, Carlton Turner (per USDOE grant funding)",10890 Arts,336 NCLB Title V Fund,"54505 Seminar, Fees, Subscriptions, Professional
Memberships",221011 Improvement Of Instruction,500025 Project Cultivate Fy19,10890 Arts,336 NCLB Title V Fund,54205 Travel Expense,221011 500025,,"$1,171","Improvement Of Instruction
Project Cultivate Fy19"
43,19-0424-EX1,Transfer from Arts to Arts,Food for Arts Ed Conference per grant agreement.,10890 Arts,336 NCLB Title V Fund,"54505 Seminar, Fees, Subscriptions, Professional
Memberships",221011 Improvement Of Instruction,500025 Project Cultivate Fy19,10890 Arts,336 NCLB Title V Fund,53205 Commodities - Supplied Food,221011 500025,,"$1,175","Improvement Of Instruction
Project Cultivate Fy19"
44,19-0424-EX1,Transfer from Grant Funded Programs Office - City Wide to Lutheran Education Foundation,Transfer funds to process approved purchase order requests for Nonpublic Schools Title IIA programs,12625 Grant Funded Programs Office - City Wide,353 Title II - Teacher Quality,57915 Miscellaneous - Contingent Projects,228958 494067,,69336 Lutheran Education Foundation,353 Title II - Teacher Quality,"54505 Seminar, Fees, Subscriptions, Professional
Memberships",221022 Federal - Nonpublic Inst (Lutheran),494068 Title Iia - Other Private Supplementary Servc.,"$1,175","Federal - Nonpublic Inst (Catholic)
Title Iia - Archdiocese Of Chgo. Suppl. Servc."
45,19-0424-EX1,"
Transfer from Student Support and Engagement to Citywide Student Support and Engagement",Transfer to align to approved grant budget - adjusting for anticipated salary swaps.,11371 Student Support and Engagement,"324 Miscellaneous Federal, State & Local Grants",51300 Regular Position Pointer,290001 General Salary S Bkt,"442180 21st Century Community Learning Centers (Cohort
19-Grant 1) Fy19",10875 Citywide Student Support and Engagement,"324 Miscellaneous Federal, State & Local Grants",57915 Miscellaneous - Contingent Projects,221011 Improvement Of Instruction,"442180 21st Century Community Learning Centers (Cohort
19-Grant 1) Fy19","$1,184",
46,19-0424-EX1,Transfer from Education General - City Wide to Accounting,"CONSULTING, MANAGEMENT AND PR",12670 Education General - City Wide,115 General Education Fund,51300 Regular Position Pointer,290001 000000,,12410 Accounting,124 School Special Income Fund,"54505 Seminar, Fees, Subscriptions, Professional
Memberships",211201 Compliance Reporting,904003 Citywide Miscellaneous,"$1,199","General Salary S Bkt
Default Value"
47,19-0424-EX1,Transfer from Grant Funded Programs Office - City Wide to St Ethelreda School,Transfer funds to process approved purchase order requests for Nonpublic Schools Title I programs,12625 Grant Funded Programs Office - City Wide,332 NCLB Title I Regular Fund,57915 Miscellaneous - Contingent Projects,370004 Nonpublic Instructional & Support Services,430219 Nonpublic Inst. & Supp. Serv. - Catholic,69095 St Ethelreda School,332 NCLB Title I Regular Fund,54125 Services - Professional/Administrative,390007 Nonpublic Community Parent Involvement,430219 Nonpublic Inst. & Supp. Serv. - Catholic,"$1,200",
48,19-0424-EX1,Transfer from Wells Community Academy High School to Education General - City Wide,EXPIRED GRANT SWEEP - Transfer available funding to contingency.,51071 Wells Community Academy High School,326 Government Funded School Based Grants,54205 Travel Expense,221234 Professional Develop/Curriculum Develp,399993 Advanced Placement Fy18,12670 Education General - City Wide,326 Government Funded School Based Grants,57915 Miscellaneous - Contingent Projects,600002 Contingency For Project Expansion,041008 Contingency For Grant Expansion,"$1,200",
49,19-0424-EX1,"
Transfer from Computer Science to Computer Science",To cover charges for contractor assisting with CS4All work.,11405 Computer Science,358 Title IV,53405 Commodities - Supplies,221117 Computer Education,"440044 Title Iv, Part A",11405 Computer Science,358 Title IV,54125 Services - Professional/Administrative,221117 Computer Education,"440044 Title Iv, Part A","$1,200",
50,19-0424-EX1,Transfer from Grant Funded Programs Office - City Wide to Office of Catholic Schools,Transfer funds to process approved purchase order requests for Nonpublic Schools Title IIA programs,12625 Grant Funded Programs Office - City Wide,353 Title II - Teacher Quality,57915 Miscellaneous - Contingent Projects,228958 Federal - Nonpublic Inst (Catholic),494067 Title Iia - Archdiocese Of Chgo. Suppl. Servc.,69510 Office of Catholic Schools,353 Title II - Teacher Quality,54125 Services - Professional/Administrative,228958 Federal - Nonpublic Inst (Catholic),494067 Title Iia - Archdiocese Of Chgo. Suppl. Servc.,"$1,200",
51,19-0424-EX1,Transfer from Grant Funded Programs Office - City Wide to Independent Schools Of Chicago,Transfer funds to process approved purchase order requests for Nonpublic Schools Title IIA programs,12625 Grant Funded Programs Office - City Wide,353 Title II - Teacher Quality,57915 Miscellaneous - Contingent Projects,228958 Federal - Nonpublic Inst (Catholic),494067 Title Iia - Archdiocese Of Chgo. Suppl. Servc.,70140 Independent Schools Of Chicago,353 Title II - Teacher Quality,54205 Travel Expense,228950 Federal - Nonpublic Inst (Independent),494068 Title Iia - Other Private Supplementary Servc.,"$1,200",
52,19-0424-EX1,Transfer from Grant Funded Programs Office - City Wide to Office of Catholic Schools,Transfer funds to process approved purchase order requests for Nonpublic Schools Title IIA programs,12625 Grant Funded Programs Office - City Wide,353 Title II - Teacher Quality,57915 Miscellaneous - Contingent Projects,228958 Federal - Nonpublic Inst (Catholic),494067 Title Iia - Archdiocese Of Chgo. Suppl. Servc.,69510 Office of Catholic Schools,353 Title II - Teacher Quality,54125 Services - Professional/Administrative,228958 Federal - Nonpublic Inst (Catholic),494067 Title Iia - Archdiocese Of Chgo. Suppl. Servc.,"$1,200",
53,19-0424-EX1,Transfer from Grant Funded Programs Office - City Wide to St Mary Of The Lake School,Transfer funds to process approved purchase order requests for Nonpublic Schools Title I programs,12625 Grant Funded Programs Office - City Wide,332 NCLB Title I Regular Fund,57915 Miscellaneous - Contingent Projects,370004 Nonpublic Instructional & Support Services,430219 Nonpublic Inst. & Supp. Serv. - Catholic,69190 St Mary Of The Lake School,332 NCLB Title I Regular Fund,54125 Services - Professional/Administrative,390007 Nonpublic Community Parent Involvement,430219 Nonpublic Inst. & Supp. Serv. - Catholic,"$1,204",
54,19-0424-EX1,"
Transfer from Social Science & Civic Engagement to Education General - City Wide",EXPIRED GRANT SWEEP - Transfer available funding to contingency.,10813 Social Science & Civic Engagement,"324 Miscellaneous Federal, State & Local Grants",51330 Benefits Pointer,290001 General Salary S Bkt,409424 Calumet Is My Back Yard Cimby-Epa,12670 Education General - City Wide,"324 Miscellaneous Federal, State & Local Grants",57915 Miscellaneous - Contingent Projects,600002 Contingency For Project Expansion,041008 Contingency For Grant Expansion,"$1,207",
55,19-0424-EX1,Transfer from Independent Schools Of Chicago to GCE Lab School,Transfer funds to process approved purchase order requests for Nonpublic Schools Title IV programs,70140 Independent Schools Of Chicago,358 Title IV,54125 Services - Professional/Administrative,228950 Federal - Nonpublic Inst (Independent),"440045 Title Iv, Part A - Nonpublic",69604 GCE Lab School,358 Title IV,55005 Property - Equipment,228950 Federal - Nonpublic Inst (Independent),"440045 Title Iv, Part A - Nonpublic","$1,208",
56,19-0424-EX1,Transfer from Grant Funded Programs Office - City Wide to Office of Catholic Schools,Transfer funds to process approved purchase order requests for Nonpublic Schools Title IIA programs,12625 Grant Funded Programs Office - City Wide,353 Title II - Teacher Quality,57915 Miscellaneous - Contingent Projects,228958 Federal - Nonpublic Inst (Catholic),494067 Title Iia - Archdiocese Of Chgo. Suppl. Servc.,69510 Office of Catholic Schools,353 Title II - Teacher Quality,54205 Travel Expense,228958 Federal - Nonpublic Inst (Catholic),494067 Title Iia - Archdiocese Of Chgo. Suppl. Servc.,"$1,210",
57,19-0424-EX1,Transfer from Grant Funded Programs Office - City Wide to St Symphorosa School,Transfer funds to process approved purchase order requests for Nonpublic Schools Title I programs,12625 Grant Funded Programs Office - City Wide,332 NCLB Title I Regular Fund,57915 Miscellaneous - Contingent Projects,370004 Nonpublic Instructional & Support Services,430219 Nonpublic Inst. & Supp. Serv. - Catholic,69280 St Symphorosa School,332 NCLB Title I Regular Fund,54125 Services - Professional/Administrative,390007 Nonpublic Community Parent Involvement,430219 Nonpublic Inst. & Supp. Serv. - Catholic,"$1,247",
58,19-0424-EX1,Transfer from Nathan S Davis Elementary School to Early Childhood Development - City Wide,Transfer of funds needed due to over allocation.,22891 Nathan S Davis Elementary School,362 Early Childhood Development,53405 Commodities - Supplies,256213 Early Childhood-Prekg-Food,376669 State Preschool For All Age 3-5 Fy19,11385 Early Childhood Development - City Wide,362 Early Childhood Development,53405 Commodities - Supplies,119027 Prek Instruction,376669 State Preschool For All Age 3-5 Fy19,"$1,250","13
"
59,19-0424-EX1,"
Transfer from Grant Funded Programs Office - City Wide to Chicago Jewish Day School",Transfer funds to process approved purchase order requests for Nonpublic Schools IDEA programs,12625 Grant Funded Programs Office - City Wide,220 Federal Special Education IDEA Programs,57915 Miscellaneous - Contingent Projects,370004 Nonpublic Instructional & Support Services,462072 Lea Flowthru Instruction - Nonpublic,69036 Chicago Jewish Day School,220 Federal Special Education IDEA Programs,54125 Services - Professional/Administrative,370011 Federal - Idea Nonpublic ( Independent),462072 Lea Flowthru Instruction - Nonpublic,"$1,265",
60,19-0424-EX1,Transfer from Grant Funded Programs Office - City Wide to Lydia Home Association,Transfer funds to process approved purchase order requests for Neglected Programs,12625 Grant Funded Programs Office - City Wide,334 NCLB Title 1 - Neglected & Delinquent,57915 Miscellaneous - Contingent Projects,125008 Title I - Neglected & Delinquent Programs,430525 Neglected Programs Fy19,69086 Lydia Home Association,334 NCLB Title 1 - Neglected & Delinquent,53405 Commodities - Supplies,125008 Title I - Neglected & Delinquent Programs,430525 Neglected Programs Fy19,"$1,296",
