Number,Action,Name,Rationale,From Line 1,From Line 2,From Line 3,From Line 4,From Line 5,To Line 1,To Line 2,To Line 3,To Line 4,To Line 5,Amount,UNFORMATTED
21,18-1024-EX1,Transfer from Early Childhood Development - City Wide to Richard Edwards Elementary School,Parent admissions $1000 per site.,11385 Early Childhood Development - City Wide,362 Early Childhood Development,57940 Miscellaneous Charges,119027 376669,,23081 Richard Edwards Elementary School,362 Early Childhood Development,"54505 Seminar, Fees, Subscriptions, Professional
Memberships",300008 Community/Parent Involvement,"376648 State Preschool For All Age 3-5 Extended Supports
Fy19","$1,000","Prek Instruction
State Preschool For All Age 3-5 Fy19"
22,18-1024-EX1,Transfer from Early Childhood Development - City Wide to John Fiske Elementary School,Parent admissions $1000 per site.,11385 Early Childhood Development - City Wide,362 Early Childhood Development,57940 Miscellaneous Charges,119027 376669,,23221 John Fiske Elementary School,362 Early Childhood Development,"54505 Seminar, Fees, Subscriptions, Professional
Memberships",300008 Community/Parent Involvement,"376648 State Preschool For All Age 3-5 Extended Supports
Fy19","$1,000","Prek Instruction
State Preschool For All Age 3-5 Fy19"
23,18-1024-EX1,Transfer from Early Childhood Development - City Wide to John Fiske Elementary School,Student transportation $250 per classroom.,11385 Early Childhood Development - City Wide,362 Early Childhood Development,57940 Miscellaneous Charges,119027 Prek Instruction,376669 State Preschool For All Age 3-5 Fy19,23221 John Fiske Elementary School,362 Early Childhood Development,54210 Pupil Transportation,119027 Prek Instruction,"376648 State Preschool For All Age 3-5 Extended Supports
Fy19","$1,000",
24,18-1024-EX1,Transfer from Early Childhood Development - City Wide to Hanson Park Elementary School,Parent admissions $1000 per site.,11385 Early Childhood Development - City Wide,362 Early Childhood Development,57940 Miscellaneous Charges,119027 376669,,24461 Hanson Park Elementary School,362 Early Childhood Development,"54505 Seminar, Fees, Subscriptions, Professional
Memberships",300008 Community/Parent Involvement,"376648 State Preschool For All Age 3-5 Extended Supports
Fy19","$1,000","Prek Instruction
State Preschool For All Age 3-5 Fy19"
25,18-1024-EX1,Transfer from Early Childhood Development - City Wide to George Manierre Elementary School,Student transportation $250 per classroom.,11385 Early Childhood Development - City Wide,362 Early Childhood Development,57940 Miscellaneous Charges,119027 Prek Instruction,376669 State Preschool For All Age 3-5 Fy19,24311 George Manierre Elementary School,362 Early Childhood Development,54210 Pupil Transportation,119027 Prek Instruction,"376648 State Preschool For All Age 3-5 Extended Supports
Fy19","$1,000",
26,18-1024-EX1,Transfer from Early Childhood Development - City Wide to Genevieve Melody Elementary School,Parent admissions $1000 per site.,11385 Early Childhood Development - City Wide,362 Early Childhood Development,57940 Miscellaneous Charges,119027 376669,,26351 Genevieve Melody Elementary School,362 Early Childhood Development,"54505 Seminar, Fees, Subscriptions, Professional
Memberships",300008 Community/Parent Involvement,"376648 State Preschool For All Age 3-5 Extended Supports
Fy19","$1,000","Prek Instruction
State Preschool For All Age 3-5 Fy19"
27,18-1024-EX1,Transfer from Early Childhood Development - City Wide to Theodore Herzl Elementary School,Parent admissions $1000 per site.,11385 Early Childhood Development - City Wide,362 Early Childhood Development,57940 Miscellaneous Charges,119027 376669,,23771 Theodore Herzl Elementary School,362 Early Childhood Development,"54505 Seminar, Fees, Subscriptions, Professional
Memberships",300008 Community/Parent Involvement,"376648 State Preschool For All Age 3-5 Extended Supports
Fy19","$1,000","Prek Instruction
State Preschool For All Age 3-5 Fy19"
28,18-1024-EX1,Transfer from Early Childhood Development - City Wide to George Manierre Elementary School,Parent admissions $1000 per site.,11385 Early Childhood Development - City Wide,362 Early Childhood Development,57940 Miscellaneous Charges,119027 376669,,24311 George Manierre Elementary School,362 Early Childhood Development,"54505 Seminar, Fees, Subscriptions, Professional
Memberships",300008 Community/Parent Involvement,"376648 State Preschool For All Age 3-5 Extended Supports
Fy19","$1,000","Prek Instruction
State Preschool For All Age 3-5 Fy19"
29,18-1024-EX1,Transfer from Early Childhood Development - City Wide to Francis W Parker Elementary Community Academy,Parent admissions $1000 per site.,11385 Early Childhood Development - City Wide,362 Early Childhood Development,57940 Miscellaneous Charges,119027 376669,,31181 Francis W Parker Elementary Community Academy,362 Early Childhood Development,"54505 Seminar, Fees, Subscriptions, Professional
Memberships",300008 Community/Parent Involvement,"376648 State Preschool For All Age 3-5 Extended Supports
Fy19","$1,000","Prek Instruction
State Preschool For All Age 3-5 Fy19"
30,18-1024-EX1,Transfer from Early Childhood Development - City Wide to Ferdinand Peck Elementary School,Parent admissions $1000 per site.,11385 Early Childhood Development - City Wide,362 Early Childhood Development,57940 Miscellaneous Charges,119027 376669,,24871 Ferdinand Peck Elementary School,362 Early Childhood Development,"54505 Seminar, Fees, Subscriptions, Professional
Memberships",300008 Community/Parent Involvement,"376648 State Preschool For All Age 3-5 Extended Supports
Fy19","$1,000","Prek Instruction
State Preschool For All Age 3-5 Fy19"
31,18-1024-EX1,Transfer from Early Childhood Development - City Wide to Velma F Thomas Early Childhood Center,Parent admissions $1000 per site.,11385 Early Childhood Development - City Wide,362 Early Childhood Development,57940 Miscellaneous Charges,119027 376669,,26891 Velma F Thomas Early Childhood Center,362 Early Childhood Development,"54505 Seminar, Fees, Subscriptions, Professional
Memberships",300008 Community/Parent Involvement,"376648 State Preschool For All Age 3-5 Extended Supports
Fy19","$1,000","Prek Instruction
State Preschool For All Age 3-5 Fy19"
32,18-1024-EX1,Transfer from Early Childhood Development - City Wide to Enrico Tonti Elementary School,Parent admissions $1000 per site.,11385 Early Childhood Development - City Wide,362 Early Childhood Development,57940 Miscellaneous Charges,119027 376669,,25631 Enrico Tonti Elementary School,362 Early Childhood Development,"54505 Seminar, Fees, Subscriptions, Professional
Memberships",300008 Community/Parent Involvement,"376648 State Preschool For All Age 3-5 Extended Supports
Fy19","$1,000","Prek Instruction
State Preschool For All Age 3-5 Fy19"
33,18-1024-EX1,Transfer from Early Childhood Development - City Wide to Enrico Tonti Elementary School,Student transportation $250 per classroom.,11385 Early Childhood Development - City Wide,362 Early Childhood Development,57940 Miscellaneous Charges,119027 Prek Instruction,376669 State Preschool For All Age 3-5 Fy19,25631 Enrico Tonti Elementary School,362 Early Childhood Development,54210 Pupil Transportation,119027 Prek Instruction,"376648 State Preschool For All Age 3-5 Extended Supports
Fy19","$1,000",
34,18-1024-EX1,Transfer from Early Childhood Development - City Wide to James Wadsworth Elementary School,Parent admissions $1000 per site.,11385 Early Childhood Development - City Wide,362 Early Childhood Development,57940 Miscellaneous Charges,119027 376669,,25711 James Wadsworth Elementary School,362 Early Childhood Development,"54505 Seminar, Fees, Subscriptions, Professional
Memberships",300008 Community/Parent Involvement,"376648 State Preschool For All Age 3-5 Extended Supports
Fy19","$1,000","Prek Instruction
State Preschool For All Age 3-5 Fy19"
35,18-1024-EX1,Transfer from Early Childhood Development - City Wide to Daniel Webster Elementary School,Parent admissions $1000 per site.,11385 Early Childhood Development - City Wide,362 Early Childhood Development,57940 Miscellaneous Charges,119027 376669,,25791 Daniel Webster Elementary School,362 Early Childhood Development,"54505 Seminar, Fees, Subscriptions, Professional
Memberships",300008 Community/Parent Involvement,"376648 State Preschool For All Age 3-5 Extended Supports
Fy19","$1,000","Prek Instruction
State Preschool For All Age 3-5 Fy19"
36,18-1024-EX1,Transfer from Early Childhood Development - City Wide to Daniel Webster Elementary School,Student transportation $250 per classroom.,11385 Early Childhood Development - City Wide,362 Early Childhood Development,57940 Miscellaneous Charges,119027 Prek Instruction,376669 State Preschool For All Age 3-5 Fy19,25791 Daniel Webster Elementary School,362 Early Childhood Development,54210 Pupil Transportation,119027 Prek Instruction,"376648 State Preschool For All Age 3-5 Extended Supports
Fy19","$1,000",
37,18-1024-EX1,Transfer from Access and Enrollment to Access and Enrollment,Transferring funds for GOCPS purchases (reimbursement),11201 Access and Enrollment,115 General Education Fund,54125 Services - Professional/Administrative,221001 School Instructional Support Services,000000 Default Value,11201 Access and Enrollment,115 General Education Fund,54215 Car Fare,221001 School Instructional Support Services,000000 Default Value,"$1,000",
38,18-1024-EX1,"Transfer from Magnet, Gifted and IB Programs to William Howard Taft High School",IB Professional development funds,"10845 Magnet, Gifted and IB Programs",115 General Education Fund,"54505 Seminar, Fees, Subscriptions, Professional
Memberships",221234 Professional Develop/Curriculum Develp,000000 Default Value,46311 William Howard Taft High School,115 General Education Fund,"54505 Seminar, Fees, Subscriptions, Professional
Memberships",111084 International Baccalaureate,000265 International Baccalaureate Program,"$1,000",
39,18-1024-EX1,Transfer from Louisa May Alcott College Preparatory ES to Education General - City Wide,Transfer available funding to contingency.,22041 Louisa May Alcott College Preparatory ES,"324 Miscellaneous Federal, State & Local Grants",54210 Pupil Transportation,255015 Transportation-Special Prog,399927 Healthy Communities Investments 18-3999,12670 Education General - City Wide,"324 Miscellaneous Federal, State & Local Grants",57915 Miscellaneous - Contingent Projects,600002 Contingency For Project Expansion,041008 Contingency For Grant Expansion,"$1,002",
40,18-1024-EX1,Transfer from Lillian R. Nicholson STEM Academy to Education General - City Wide,Transfer available funding to contingency.,22181 Lillian R. Nicholson STEM Academy,332 NCLB Title I Regular Fund,53405 Commodities - Supplies,390030 Parent Training,430210 Mandated Parent Involvement,12670 Education General - City Wide,332 NCLB Title I Regular Fund,57915 Miscellaneous - Contingent Projects,600002 Contingency For Project Expansion,041008 Contingency For Grant Expansion,"$1,003",
41,18-1024-EX1,Transfer from Multicultural Academy of Scholarship to Education General - City Wide,Transfer available funding to contingency.,55181 Multicultural Academy of Scholarship,"324 Miscellaneous Federal, State & Local Grants","54505 Seminar, Fees, Subscriptions, Professional
Memberships",212017 Other Govt Fnded Prjts-Guidnce,399927 Healthy Communities Investments 18-3999,12670 Education General - City Wide,"324 Miscellaneous Federal, State & Local Grants",57915 Miscellaneous - Contingent Projects,600002 041008,,"$1,005","Contingency For Project Expansion
Contingency For Grant Expansion"
42,18-1024-EX1,Transfer from Early College and Career - City Wide to Ray Graham Training Center High School,CTE Entrepreneurship Program Equipment,13727 Early College and Career - City Wide,369 Title I - School Improvement Carl Perkins,55005 Property - Equipment,119035 Other Instruction Purposes - Miscellaneous,"322023 Career & Technical Educ. Improvement Grant (Ctei)
Fy19",49101 Ray Graham Training Center High School,369 Title I - School Improvement Carl Perkins,55005 Property - Equipment,149014 Product Marketing / Entrepreneurship,"322023 Career & Technical Educ. Improvement Grant (Ctei)
Fy19","$1,009",
43,18-1024-EX1,Transfer from Diverse Learner Related Services Providers - City Wide to Information & Technology Services,Technology leases - ODLSS,11675 Diverse Learner Related Services Providers - City Wide,114 Special Education Fund,51330 Benefits Pointer,290001 General Salary S Bkt,000000 Default Value,12510 Information & Technology Services,114 Special Education Fund,54105 Services: Non-technical/Laborer,266418 Technology Purchases,000000 Default Value,"$1,020",
44,18-1024-EX1,Transfer from Turner-Drew Elementary Language Academy to Education General - City Wide,Transfer available funding to contingency.,29041 Turner-Drew Elementary Language Academy,332 NCLB Title I Regular Fund,53405 Commodities - Supplies,390030 Parent Training,430210 Mandated Parent Involvement,12670 Education General - City Wide,332 NCLB Title I Regular Fund,57915 Miscellaneous - Contingent Projects,600002 Contingency For Project Expansion,041008 Contingency For Grant Expansion,"$1,021",
45,18-1024-EX1,Transfer from Capital/Operations - City Wide to Louis A Agassiz Elementary School,Funds Transfer From Award# 2017-485-00-02 To Project# 2018-22031-NPL ; Change Reason : NA,12150 Capital/Operations - City Wide,485 CIT PayGo Fund,56310 Capitalized Construction,009514 Contingencies,000000 Default Value,22031 Louis A Agassiz Elementary School,485 CIT PayGo Fund,54125 Services - Professional/Administrative,009522 Cip Management,000000 Default Value,"$1,026",
46,18-1024-EX1,Transfer from Peter A Reinberg Elementary School to Education General - City Wide,Transfer available funding to contingency.,25111 Peter A Reinberg Elementary School,332 NCLB Title I Regular Fund,53405 Commodities - Supplies,390030 Parent Training,430210 Mandated Parent Involvement,12670 Education General - City Wide,332 NCLB Title I Regular Fund,57915 Miscellaneous - Contingent Projects,600002 Contingency For Project Expansion,041008 Contingency For Grant Expansion,"$1,027",
47,18-1024-EX1,Transfer from George H Corliss High School to Education General - City Wide,Transfer available funding to contingency.,46391 George H Corliss High School,"324 Miscellaneous Federal, State & Local Grants",51330 Benefits Pointer,290001 General Salary S Bkt,399927 Healthy Communities Investments 18-3999,12670 Education General - City Wide,"324 Miscellaneous Federal, State & Local Grants",57915 Miscellaneous - Contingent Projects,600002 Contingency For Project Expansion,041008 Contingency For Grant Expansion,"$1,031",
48,18-1024-EX1,Transfer from Early College and Career - City Wide to Austin College and Career Academy High School,Software for CTE Machine Tech program,13727 Early College and Career - City Wide,369 Title I - School Improvement Carl Perkins,55005 Property - Equipment,119035 Other Instruction Purposes - Miscellaneous,474566 Special Student Needs-C. Perkins Fy19,46621 Austin College and Career Academy High School,369 Title I - School Improvement Carl Perkins,53307 Commodities: Software Licenses (Instructional),144805 Machine Operator,474566 Special Student Needs-C. Perkins Fy19,"$1,040",
49,18-1024-EX1,Transfer from Amos Alonzo Stagg Elementary School to Education General - City Wide,Transfer available funding to contingency.,26521 Amos Alonzo Stagg Elementary School,332 NCLB Title I Regular Fund,53405 Commodities - Supplies,390030 Parent Training,430210 Mandated Parent Involvement,12670 Education General - City Wide,332 NCLB Title I Regular Fund,57915 Miscellaneous - Contingent Projects,600002 Contingency For Project Expansion,041008 Contingency For Grant Expansion,"$1,042",
50,18-1024-EX1,Transfer from New Field Elementary School to Education General - City Wide,Transfer available funding to contingency.,22071 New Field Elementary School,332 NCLB Title I Regular Fund,53405 Commodities - Supplies,390030 Parent Training,430210 Mandated Parent Involvement,12670 Education General - City Wide,332 NCLB Title I Regular Fund,57915 Miscellaneous - Contingent Projects,600002 Contingency For Project Expansion,041008 Contingency For Grant Expansion,"$1,042",
51,18-1024-EX1,Transfer from George Washington High School to Education General - City Wide,Transfer available funding to contingency.,46331 George Washington High School,"324 Miscellaneous Federal, State & Local Grants","54505 Seminar, Fees, Subscriptions, Professional
Memberships",212017 Other Govt Fnded Prjts-Guidnce,399927 Healthy Communities Investments 18-3999,12670 Education General - City Wide,"324 Miscellaneous Federal, State & Local Grants",57915 Miscellaneous - Contingent Projects,600002 041008,,"$1,045","Contingency For Project Expansion
Contingency For Grant Expansion"
52,18-1024-EX1,Transfer from Grant Funded Programs Office - City Wide to Oakdale Christian Academy,Transfer funds to process approved purchase order requests for Nonpublic Schools IDEA programs,12625 Grant Funded Programs Office - City Wide,220 Federal Special Education IDEA Programs,57915 Miscellaneous - Contingent Projects,370004 Nonpublic Instructional & Support Services,462072 Lea Flowthru Instruction - Nonpublic,69556 Oakdale Christian Academy,220 Federal Special Education IDEA Programs,54125 Services - Professional/Administrative,370012 Federal - Idea Nonpublic (Christian),462072 Lea Flowthru Instruction - Nonpublic,"$1,050",
53,18-1024-EX1,Transfer from Grant Funded Programs Office - City Wide to Chicago Westside Christian,Transfer funds to process approved purchase order requests for Nonpublic Schools IDEA programs,12625 Grant Funded Programs Office - City Wide,220 Federal Special Education IDEA Programs,57915 Miscellaneous - Contingent Projects,370004 Nonpublic Instructional & Support Services,462072 Lea Flowthru Instruction - Nonpublic,69238 Chicago Westside Christian,220 Federal Special Education IDEA Programs,54125 Services - Professional/Administrative,370012 Federal - Idea Nonpublic (Christian),462072 Lea Flowthru Instruction - Nonpublic,"$1,050",
54,18-1024-EX1,Transfer from Friedrich W von Steuben Metropolitan Science HS to Education General - City Wide,Transfer available funding to contingency.,47081 Friedrich W von Steuben Metropolitan Science HS,"324 Miscellaneous Federal, State & Local Grants",54210 Pupil Transportation,255015 Transportation-Special Prog,399927 Healthy Communities Investments 18-3999,12670 Education General - City Wide,"324 Miscellaneous Federal, State & Local Grants",57915 Miscellaneous - Contingent Projects,600002 Contingency For Project Expansion,041008 Contingency For Grant Expansion,"$1,050",
55,18-1024-EX1,Transfer from Early Childhood Development - City Wide to Edward Beasley Elementary Magnet Academic Center,Nutrition education $175 per classroom.,11385 Early Childhood Development - City Wide,362 Early Childhood Development,57940 Miscellaneous Charges,119027 Prek Instruction,376669 State Preschool For All Age 3-5 Fy19,29321 Edward Beasley Elementary Magnet Academic Center,362 Early Childhood Development,53405 Commodities - Supplies,256213 Early Childhood-Prekg-Food,"376648 State Preschool For All Age 3-5 Extended Supports
Fy19","$1,050",
56,18-1024-EX1,Transfer from Early Childhood Development - City Wide to Hanson Park Elementary School,Nutrition education $175 per classroom.,11385 Early Childhood Development - City Wide,362 Early Childhood Development,57940 Miscellaneous Charges,119027 Prek Instruction,376669 State Preschool For All Age 3-5 Fy19,24461 Hanson Park Elementary School,362 Early Childhood Development,53405 Commodities - Supplies,256213 Early Childhood-Prekg-Food,"376648 State Preschool For All Age 3-5 Extended Supports
Fy19","$1,050",
57,18-1024-EX1,Transfer from Early Childhood Development - City Wide to Richard Edwards Elementary School,Nutrition education $175 per classroom.,11385 Early Childhood Development - City Wide,362 Early Childhood Development,57940 Miscellaneous Charges,119027 Prek Instruction,376669 State Preschool For All Age 3-5 Fy19,23081 Richard Edwards Elementary School,362 Early Childhood Development,53405 Commodities - Supplies,256213 Early Childhood-Prekg-Food,"376648 State Preschool For All Age 3-5 Extended Supports
Fy19","$1,050",
58,18-1024-EX1,Transfer from Early Childhood Development - City Wide to Velma F Thomas Early Childhood Center,Nutrition education $175 per classroom.,11385 Early Childhood Development - City Wide,362 Early Childhood Development,57940 Miscellaneous Charges,119027 Prek Instruction,376669 State Preschool For All Age 3-5 Fy19,26891 Velma F Thomas Early Childhood Center,362 Early Childhood Development,53405 Commodities - Supplies,256213 Early Childhood-Prekg-Food,"376648 State Preschool For All Age 3-5 Extended Supports
Fy19","$1,050",
