Number,Action,Name,Rationale,From Line 1,From Line 2,From Line 3,From Line 4,From Line 5,To Line 1,To Line 2,To Line 3,To Line 4,To Line 5,Amount,UNFORMATTED
17,18-0627-EX1,Transfer from Gerald Delgado Kanoon Elementary Magnet School to Instructional Supports,Transfer to correct unit number.,29071 Gerald Delgado Kanoon Elementary Magnet School,115 General Education Fund,54520 Services - Printing,150013 Chess Program,000901 Other Gen Ed Funded Programs,11551 Instructional Supports,115 General Education Fund,54520 Services - Printing,150013 Chess Program,000000 Default Value,"$1,000",
18,18-0627-EX1,"
Transfer from Network 3 to Network 3",Per Network 3 - transfer for commodities and supplies,02431 Network 3,115 General Education Fund,51330 Benefits Pointer,290001 General Salary S Bkt,000025 Osse Attendance Project,02431 Network 3,115 General Education Fund,53405 Commodities - Supplies,211210 Attendance Services,000025 Osse Attendance Project,"$1,000",
19,18-0627-EX1,Transfer from Arts to KIPP Ascend Charter School,Transfer of funds for Arts Essentials,10890 Arts,115 General Education Fund,57940 Miscellaneous Charges,113035 All City Arts K-12,000000 Default Value,66261 KIPP Ascend Charter School,115 General Education Fund,54320 Student Tuition - Charter Schools,113090 Grants-Citywide Misc Fndtns,000901 Other Gen Ed Funded Programs,"$1,000",
20,18-0627-EX1,Transfer from Instructional Supports to Instructional Supports,Transfer to cover cost of printing for First Move Event,11551 Instructional Supports,115 General Education Fund,53205 Commodities - Supplied Food,150010 Science Fair,000000 Default Value,11551 Instructional Supports,115 General Education Fund,54520 Services - Printing,150013 Chess Program,000000 Default Value,"$1,000",
21,18-0627-EX1,Transfer from Network 9 to Network 9,"Transferring funds for travel expense for Chief Sanders to attend Council of Great City Schools Conference in Minneapolis, MN from
June 25-June 28, 2018",02491 Network 9,353 Title II - Teacher Quality,51320 Bucket Position Pointer,290001 General Salary S Bkt,494062 Title Iia - Teacher Quality,02491 Network 9,353 Title II - Teacher Quality,54205 Travel Expense,221080 Aio - Improvement Of Instruction,494062 Title Iia - Teacher Quality,"$1,000","5
"
22,18-0627-EX1,"
Transfer from Network 9 to Network 9","transferring funds for seminars, subscriptions",02491 Network 9,353 Title II - Teacher Quality,51320 Bucket Position Pointer,290001 494062,,02491 Network 9,353 Title II - Teacher Quality,"54505 Seminar, Fees, Subscriptions, Professional
Memberships",221080 Aio - Improvement Of Instruction,494062 Title Iia - Teacher Quality,"$1,000","General Salary S Bkt
Title Iia - Teacher Quality"
23,18-0627-EX1,Transfer from Counseling and Postsecondary Advising to Counseling and Postsecondary Advising,carfare and parking reimbursements,10850 Counseling and Postsecondary Advising,115 General Education Fund,52130 Career Service Salaries - Extended Day,212013 Counseling & Guidance Services,000000 Default Value,10850 Counseling and Postsecondary Advising,115 General Education Fund,54220 Auto Reimbursement,212013 Counseling & Guidance Services,000000 Default Value,"$1,000",
24,18-0627-EX1,Transfer from Talent Office to Talent Office,Talent renewal subscriptions for Senior Leadership team.,11010 Talent Office,115 General Education Fund,53510 Commodities - Postage,232102 000000,,11010 Talent Office,115 General Education Fund,"54505 Seminar, Fees, Subscriptions, Professional
Memberships",232102 Executive Administration,000000 Default Value,"$1,000","Executive Administration
Default Value"
25,18-0627-EX1,Transfer from Counseling and Postsecondary Advising to Counseling and Postsecondary Advising,printing of Learn.Plan.Suceed. materials,10850 Counseling and Postsecondary Advising,115 General Education Fund,52130 Career Service Salaries - Extended Day,212013 Counseling & Guidance Services,000000 Default Value,10850 Counseling and Postsecondary Advising,115 General Education Fund,54520 Services - Printing,212013 Counseling & Guidance Services,000000 Default Value,"$1,000",
26,18-0627-EX1,"
Transfer from Early Childhood Development - City Wide to James Otis Elementary School",Transfer funds to purchase furniture.,11385 Early Childhood Development - City Wide,362 Early Childhood Development,51300 Regular Position Pointer,290001 General Salary S Bkt,210026 Iga Early Learning Investment Program - City Fy18,24791 James Otis Elementary School,362 Early Childhood Development,55010 Property - Furniture,119027 Prek Instruction,210026 Iga Early Learning Investment Program - City Fy18,"$1,000",
27,18-0627-EX1,Transfer from Instructional Supports to Instructional Supports,Transfer to cover cost of program supplies,11551 Instructional Supports,115 General Education Fund,54125 Services - Professional/Administrative,150012 Spelling Bee,000000 Default Value,11551 Instructional Supports,115 General Education Fund,53405 Commodities - Supplies,150013 Chess Program,000000 Default Value,"$1,000",
28,18-0627-EX1,Transfer from Literacy to Literacy,Funds to be used to purchase supplies for teacher PD,13700 Literacy,353 Title II - Teacher Quality,54215 Car Fare,233031 Literacy Program,494062 Title Iia - Teacher Quality,13700 Literacy,353 Title II - Teacher Quality,53405 Commodities - Supplies,233031 Literacy Program,494062 Title Iia - Teacher Quality,"$1,000",
29,18-0627-EX1,Transfer from Gage Park High School to Education General - City Wide,Sweep to match approved grant amendment,46141 Gage Park High School,367 Title I - Comprehensive School Reform,54125 Services - Professional/Administrative,211001 Attendance & Social Work,424084 Sig - Gage Park (Cohort 6) Fy18,12670 Education General - City Wide,367 Title I - Comprehensive School Reform,57915 Miscellaneous - Contingent Projects,600002 Contingency For Project Expansion,041008 Contingency For Grant Expansion,"$1,000",
30,18-0627-EX1,Transfer from ACE Technical Charter School to Arts,Return remaining Arts Essential funding to be repurposed,66291 ACE Technical Charter School,115 General Education Fund,54320 Student Tuition - Charter Schools,113090 Grants-Citywide Misc Fndtns,000901 Other Gen Ed Funded Programs,10890 Arts,115 General Education Fund,53405 Commodities - Supplies,113035 All City Arts K-12,000000 Default Value,"$1,000","7
"
31,18-0627-EX1,"
Transfer from ASPIRA Business and Finance to Arts",Return remaining Arts Essential funding to be repurposed,66255 ASPIRA Business and Finance,115 General Education Fund,54320 Student Tuition - Charter Schools,113090 Grants-Citywide Misc Fndtns,000901 Other Gen Ed Funded Programs,10890 Arts,115 General Education Fund,53405 Commodities - Supplies,113035 All City Arts K-12,000000 Default Value,"$1,000",
32,18-0627-EX1,Transfer from Camelot Excel - Englewood HS to Arts,Return remaining Arts Essential funding to be repurposed,63142 Camelot Excel - Englewood HS,115 General Education Fund,54320 Student Tuition - Charter Schools,113090 Grants-Citywide Misc Fndtns,000901 Other Gen Ed Funded Programs,10890 Arts,115 General Education Fund,53405 Commodities - Supplies,113035 All City Arts K-12,000000 Default Value,"$1,000",
33,18-0627-EX1,Transfer from Camelot Excel - Southwest HS to Arts,Return remaining Arts Essential funding to be repurposed,63144 Camelot Excel - Southwest HS,115 General Education Fund,54320 Student Tuition - Charter Schools,113090 Grants-Citywide Misc Fndtns,000901 Other Gen Ed Funded Programs,10890 Arts,115 General Education Fund,53405 Commodities - Supplies,113035 All City Arts K-12,000000 Default Value,"$1,000",
34,18-0627-EX1,Transfer from Chicago Virtual Charter School to Arts,Return remaining Arts Essential funding to be repurposed,66481 Chicago Virtual Charter School,115 General Education Fund,54320 Student Tuition - Charter Schools,113090 Grants-Citywide Misc Fndtns,000901 Other Gen Ed Funded Programs,10890 Arts,115 General Education Fund,53405 Commodities - Supplies,113035 All City Arts K-12,000000 Default Value,"$1,000",
35,18-0627-EX1,Transfer from CICS - Lloyd Bond to Arts,Return remaining Arts Essential funding to be repurposed,66076 CICS - Lloyd Bond,115 General Education Fund,54320 Student Tuition - Charter Schools,113090 Grants-Citywide Misc Fndtns,000901 Other Gen Ed Funded Programs,10890 Arts,115 General Education Fund,53405 Commodities - Supplies,113035 All City Arts K-12,000000 Default Value,"$1,000","8
"
36,18-0627-EX1,"
Transfer from CICS - Wrightwood to Arts",Return remaining Arts Essential funding to be repurposed,66381 CICS - Wrightwood,115 General Education Fund,54320 Student Tuition - Charter Schools,113090 Grants-Citywide Misc Fndtns,000901 Other Gen Ed Funded Programs,10890 Arts,115 General Education Fund,53405 Commodities - Supplies,113035 All City Arts K-12,000000 Default Value,"$1,000",
37,18-0627-EX1,Transfer from Erie Elementary Charter School to Arts,Return remaining Arts Essential funding to be repurposed,66331 Erie Elementary Charter School,115 General Education Fund,54320 Student Tuition - Charter Schools,113090 Grants-Citywide Misc Fndtns,000901 Other Gen Ed Funded Programs,10890 Arts,115 General Education Fund,53405 Commodities - Supplies,113035 All City Arts K-12,000000 Default Value,"$1,000",
38,18-0627-EX1,Transfer from Horizon Science Academy Southwest Chicago Charter to Arts,Return remaining Arts Essential funding to be repurposed,63181 Horizon Science Academy Southwest Chicago Charter,115 General Education Fund,54320 Student Tuition - Charter Schools,113090 Grants-Citywide Misc Fndtns,000901 Other Gen Ed Funded Programs,10890 Arts,115 General Education Fund,53405 Commodities - Supplies,113035 All City Arts K-12,000000 Default Value,"$1,000",
39,18-0627-EX1,Transfer from John T Pirie Fine Arts & Academic Center ES to Arts,Return remaining Arts Essential funding to be repurposed,24971 John T Pirie Fine Arts & Academic Center ES,115 General Education Fund,53405 Commodities - Supplies,113035 All City Arts K-12,000901 Other Gen Ed Funded Programs,10890 Arts,115 General Education Fund,53405 Commodities - Supplies,113035 All City Arts K-12,000000 Default Value,"$1,000",
40,18-0627-EX1,Transfer from KIPP Academy Chicago Campus to Arts,Return remaining Arts Essential funding to be repurposed,66031 KIPP Academy Chicago Campus,115 General Education Fund,54320 Student Tuition - Charter Schools,113090 Grants-Citywide Misc Fndtns,000901 Other Gen Ed Funded Programs,10890 Arts,115 General Education Fund,53405 Commodities - Supplies,113035 All City Arts K-12,000000 Default Value,"$1,000","9
"
41,18-0627-EX1,"
Transfer from KIPP Ascend Charter School to Arts",Return remaining Arts Essential funding to be repurposed,66261 KIPP Ascend Charter School,115 General Education Fund,54320 Student Tuition - Charter Schools,113090 Grants-Citywide Misc Fndtns,000901 Other Gen Ed Funded Programs,10890 Arts,115 General Education Fund,53405 Commodities - Supplies,113035 All City Arts K-12,000000 Default Value,"$1,000",
42,18-0627-EX1,Transfer from KIPP Ascend Primary Charter to Arts,Return remaining Arts Essential funding to be repurposed,66932 KIPP Ascend Primary Charter,115 General Education Fund,54320 Student Tuition - Charter Schools,113090 Grants-Citywide Misc Fndtns,000901 Other Gen Ed Funded Programs,10890 Arts,115 General Education Fund,53405 Commodities - Supplies,113035 All City Arts K-12,000000 Default Value,"$1,000",
43,18-0627-EX1,Transfer from KIPP Chicago Charter School - KIPP Bloom to Arts,Return remaining Arts Essential funding to be repurposed,66931 KIPP Chicago Charter School - KIPP Bloom,115 General Education Fund,54320 Student Tuition - Charter Schools,113090 Grants-Citywide Misc Fndtns,000901 Other Gen Ed Funded Programs,10890 Arts,115 General Education Fund,53405 Commodities - Supplies,113035 All City Arts K-12,000000 Default Value,"$1,000",
44,18-0627-EX1,Transfer from KIPP One Academy to Arts,Return remaining Arts Essential funding to be repurposed,66032 KIPP One Academy,115 General Education Fund,54320 Student Tuition - Charter Schools,113090 Grants-Citywide Misc Fndtns,000901 Other Gen Ed Funded Programs,10890 Arts,115 General Education Fund,53405 Commodities - Supplies,113035 All City Arts K-12,000000 Default Value,"$1,000",
45,18-0627-EX1,Transfer from Kwame Nkrumah Academy Charter School to Arts,Return remaining Arts Essential funding to be repurposed,63041 Kwame Nkrumah Academy Charter School,115 General Education Fund,54320 Student Tuition - Charter Schools,113090 Grants-Citywide Misc Fndtns,000901 Other Gen Ed Funded Programs,10890 Arts,115 General Education Fund,53405 Commodities - Supplies,113035 All City Arts K-12,000000 Default Value,"$1,000",
46,18-0627-EX1,"
Transfer from L.E.A.R.N. - Charles and Dorothy Campbell Campus to Arts",Return remaining Arts Essential funding to be repurposed,66562 L.E.A.R.N. - Charles and Dorothy Campbell Campus,115 General Education Fund,54320 Student Tuition - Charter Schools,113090 Grants-Citywide Misc Fndtns,000901 Other Gen Ed Funded Programs,10890 Arts,115 General Education Fund,53405 Commodities - Supplies,113035 All City Arts K-12,000000 Default Value,"$1,000",
47,18-0627-EX1,Transfer from L.E.A.R.N. - Excel Campus to Arts,Return remaining Arts Essential funding to be repurposed,66561 L.E.A.R.N. - Excel Campus,115 General Education Fund,54320 Student Tuition - Charter Schools,113090 Grants-Citywide Misc Fndtns,000901 Other Gen Ed Funded Programs,10890 Arts,115 General Education Fund,53405 Commodities - Supplies,113035 All City Arts K-12,000000 Default Value,"$1,000",
48,18-0627-EX1,Transfer from L.E.A.R.N. - Hunter Perkins Campus to Arts,Return remaining Arts Essential funding to be repurposed,66564 L.E.A.R.N. - Hunter Perkins Campus,115 General Education Fund,54320 Student Tuition - Charter Schools,113090 Grants-Citywide Misc Fndtns,000901 Other Gen Ed Funded Programs,10890 Arts,115 General Education Fund,53405 Commodities - Supplies,113035 All City Arts K-12,000000 Default Value,"$1,000",
49,18-0627-EX1,Transfer from L.E.A.R.N. Charter School - 7th Campus to Arts,Return remaining Arts Essential funding to be repurposed,66566 L.E.A.R.N. Charter School - 7th Campus,115 General Education Fund,54320 Student Tuition - Charter Schools,113090 Grants-Citywide Misc Fndtns,000901 Other Gen Ed Funded Programs,10890 Arts,115 General Education Fund,53405 Commodities - Supplies,113035 All City Arts K-12,000000 Default Value,"$1,000",
50,18-0627-EX1,Transfer from Noble - Rowe-Clark Math and Science Academy to Arts,Return remaining Arts Essential funding to be repurposed,66144 Noble - Rowe-Clark Math and Science Academy,115 General Education Fund,54320 Student Tuition - Charter Schools,113090 Grants-Citywide Misc Fndtns,000901 Other Gen Ed Funded Programs,10890 Arts,115 General Education Fund,53405 Commodities - Supplies,113035 All City Arts K-12,000000 Default Value,"$1,000",
51,18-0627-EX1,"
Transfer from Ombudsman Chicago- Northwest to Arts",Return remaining Arts Essential funding to be repurposed,65013 Ombudsman Chicago- Northwest,115 General Education Fund,54320 Student Tuition - Charter Schools,113090 Grants-Citywide Misc Fndtns,000901 Other Gen Ed Funded Programs,10890 Arts,115 General Education Fund,53405 Commodities - Supplies,113035 All City Arts K-12,000000 Default Value,"$1,000",
52,18-0627-EX1,Transfer from Ombudsman Chicago- South to Arts,Return remaining Arts Essential funding to be repurposed,65014 Ombudsman Chicago- South,115 General Education Fund,54320 Student Tuition - Charter Schools,113090 Grants-Citywide Misc Fndtns,000901 Other Gen Ed Funded Programs,10890 Arts,115 General Education Fund,53405 Commodities - Supplies,113035 All City Arts K-12,000000 Default Value,"$1,000",
53,18-0627-EX1,Transfer from Ombudsman Chicago- West to Arts,Return remaining Arts Essential funding to be repurposed,65015 Ombudsman Chicago- West,115 General Education Fund,54320 Student Tuition - Charter Schools,113090 Grants-Citywide Misc Fndtns,000901 Other Gen Ed Funded Programs,10890 Arts,115 General Education Fund,53405 Commodities - Supplies,113035 All City Arts K-12,000000 Default Value,"$1,000",
54,18-0627-EX1,Transfer from Pathways in Education- Ashburn to Arts,Return remaining Arts Essential funding to be repurposed,65018 Pathways in Education- Ashburn,115 General Education Fund,54320 Student Tuition - Charter Schools,113090 Grants-Citywide Misc Fndtns,000901 Other Gen Ed Funded Programs,10890 Arts,115 General Education Fund,53405 Commodities - Supplies,113035 All City Arts K-12,000000 Default Value,"$1,000",
55,18-0627-EX1,Transfer from Pathways in Education- Avondale to Arts,Return remaining Arts Essential funding to be repurposed,65016 Pathways in Education- Avondale,115 General Education Fund,54320 Student Tuition - Charter Schools,113090 Grants-Citywide Misc Fndtns,000901 Other Gen Ed Funded Programs,10890 Arts,115 General Education Fund,53405 Commodities - Supplies,113035 All City Arts K-12,000000 Default Value,"$1,000","12
"
56,18-0627-EX1,"
Transfer from Pathways in Education- Brighton Park to Arts",Return remaining Arts Essential funding to be repurposed,66801 Pathways in Education- Brighton Park,115 General Education Fund,54320 Student Tuition - Charter Schools,113090 Grants-Citywide Misc Fndtns,000901 Other Gen Ed Funded Programs,10890 Arts,115 General Education Fund,53405 Commodities - Supplies,113035 All City Arts K-12,000000 Default Value,"$1,000",
57,18-0627-EX1,Transfer from Plato Learning Academy to Arts,Return remaining Arts Essential funding to be repurposed,63021 Plato Learning Academy,115 General Education Fund,54320 Student Tuition - Charter Schools,113090 Grants-Citywide Misc Fndtns,000901 Other Gen Ed Funded Programs,10890 Arts,115 General Education Fund,53405 Commodities - Supplies,113035 All City Arts K-12,000000 Default Value,"$1,000",
58,18-0627-EX1,Transfer from Stephen F Gale Elementary Community Academy to Arts,Return remaining Arts Essential funding to be repurposed,31081 Stephen F Gale Elementary Community Academy,115 General Education Fund,53405 Commodities - Supplies,113035 All City Arts K-12,000901 Other Gen Ed Funded Programs,10890 Arts,115 General Education Fund,53405 Commodities - Supplies,113035 All City Arts K-12,000000 Default Value,"$1,000",
59,18-0627-EX1,Transfer from The Montessori School of Englewood Charter to Arts,Return remaining Arts Essential funding to be repurposed,66591 The Montessori School of Englewood Charter,115 General Education Fund,54320 Student Tuition - Charter Schools,113090 Grants-Citywide Misc Fndtns,000901 Other Gen Ed Funded Programs,10890 Arts,115 General Education Fund,53405 Commodities - Supplies,113035 All City Arts K-12,000000 Default Value,"$1,000",
60,18-0627-EX1,Transfer from University of Chicago - Woodlawn to Arts,Return remaining Arts Essential funding to be repurposed,66112 University of Chicago - Woodlawn,115 General Education Fund,54320 Student Tuition - Charter Schools,113090 Grants-Citywide Misc Fndtns,000901 Other Gen Ed Funded Programs,10890 Arts,115 General Education Fund,53405 Commodities - Supplies,113035 All City Arts K-12,000000 Default Value,"$1,000","13
"
61,18-0627-EX1,"
Transfer from Urban Prep Academy for Young Men - Englewood to Arts",Return remaining Arts Essential funding to be repurposed,66441 Urban Prep Academy for Young Men - Englewood,115 General Education Fund,54320 Student Tuition - Charter Schools,113090 Grants-Citywide Misc Fndtns,000901 Other Gen Ed Funded Programs,10890 Arts,115 General Education Fund,53405 Commodities - Supplies,113035 All City Arts K-12,000000 Default Value,"$1,000",
62,18-0627-EX1,Transfer from Urban Prep Charter Academy for Young Men - West to Arts,Return remaining Arts Essential funding to be repurposed,63071 Urban Prep Charter Academy for Young Men - West,115 General Education Fund,54320 Student Tuition - Charter Schools,113090 Grants-Citywide Misc Fndtns,000901 Other Gen Ed Funded Programs,10890 Arts,115 General Education Fund,53405 Commodities - Supplies,113035 All City Arts K-12,000000 Default Value,"$1,000",
63,18-0627-EX1,Transfer from YCCS- McKinley Lakeside Leadership HS to Arts,Return remaining Arts Essential funding to be repurposed,66107 YCCS- McKinley Lakeside Leadership HS,115 General Education Fund,54320 Student Tuition - Charter Schools,113090 Grants-Citywide Misc Fndtns,000901 Other Gen Ed Funded Programs,10890 Arts,115 General Education Fund,53405 Commodities - Supplies,113035 All City Arts K-12,000000 Default Value,"$1,000",
64,18-0627-EX1,"Transfer from YCCS-ASPIRA,Antonia Pantoja Alternative HS to Arts",Return remaining Arts Essential funding to be repurposed,"66108 YCCS-ASPIRA,Antonia Pantoja Alternative HS",115 General Education Fund,54320 Student Tuition - Charter Schools,113090 Grants-Citywide Misc Fndtns,000901 Other Gen Ed Funded Programs,10890 Arts,115 General Education Fund,53405 Commodities - Supplies,113035 All City Arts K-12,000000 Default Value,"$1,000",
65,18-0627-EX1,Transfer from YCCS-Association House HS to Arts,Return remaining Arts Essential funding to be repurposed,66109 YCCS-Association House HS,115 General Education Fund,54320 Student Tuition - Charter Schools,113090 Grants-Citywide Misc Fndtns,000901 Other Gen Ed Funded Programs,10890 Arts,115 General Education Fund,53405 Commodities - Supplies,113035 All City Arts K-12,000000 Default Value,"$1,000","14
"
66,18-0627-EX1,"
Transfer from YCCS-Dr. Pedro Albizu Campos Puerto Rican HS to Arts",Return remaining Arts Essential funding to be repurposed,66615 YCCS-Dr. Pedro Albizu Campos Puerto Rican HS,115 General Education Fund,54320 Student Tuition - Charter Schools,113090 Grants-Citywide Misc Fndtns,000901 Other Gen Ed Funded Programs,10890 Arts,115 General Education Fund,53405 Commodities - Supplies,113035 All City Arts K-12,000000 Default Value,"$1,000",
67,18-0627-EX1,Transfer from YCCS-Latino Youth Alternative HS to Arts,Return remaining Arts Essential funding to be repurposed,66619 YCCS-Latino Youth Alternative HS,115 General Education Fund,54320 Student Tuition - Charter Schools,113090 Grants-Citywide Misc Fndtns,000901 Other Gen Ed Funded Programs,10890 Arts,115 General Education Fund,53405 Commodities - Supplies,113035 All City Arts K-12,000000 Default Value,"$1,000",
68,18-0627-EX1,Transfer from YCCS-Olive Harvey Middle College HS to Arts,Return remaining Arts Essential funding to be repurposed,66621 YCCS-Olive Harvey Middle College HS,115 General Education Fund,54320 Student Tuition - Charter Schools,113090 Grants-Citywide Misc Fndtns,000901 Other Gen Ed Funded Programs,10890 Arts,115 General Education Fund,53405 Commodities - Supplies,113035 All City Arts K-12,000000 Default Value,"$1,000",
69,18-0627-EX1,Transfer from YCCS-Progressive Leadership Academy to Arts,Return remaining Arts Essential funding to be repurposed,66613 YCCS-Progressive Leadership Academy,115 General Education Fund,54320 Student Tuition - Charter Schools,113090 Grants-Citywide Misc Fndtns,000901 Other Gen Ed Funded Programs,10890 Arts,115 General Education Fund,53405 Commodities - Supplies,113035 All City Arts K-12,000000 Default Value,"$1,000",
70,18-0627-EX1,Transfer from YCCS-Truman Middle College HS to Arts,Return remaining Arts Essential funding to be repurposed,66625 YCCS-Truman Middle College HS,115 General Education Fund,54320 Student Tuition - Charter Schools,113090 Grants-Citywide Misc Fndtns,000901 Other Gen Ed Funded Programs,10890 Arts,115 General Education Fund,53405 Commodities - Supplies,113035 All City Arts K-12,000000 Default Value,"$1,000","15
"
