Number,Action,Name,Rationale,From Line 1,From Line 2,From Line 3,From Line 4,From Line 5,To Line 1,To Line 2,To Line 3,To Line 4,To Line 5,Amount,UNFORMATTED
19,19-0227-EX1,Transfer from Instructional Supports to Percy L Julian High School,2019 Transportation funds H.S. Debate Program,11551 Instructional Supports,115 General Education Fund,54125 Services - Professional/Administrative,150008 Debate - High School,000000 Default Value,46401 Percy L Julian High School,115 General Education Fund,54210 Pupil Transportation,150008 Debate - High School,000901 Other Gen Ed Funded Programs,"$1,000",
20,19-0227-EX1,Transfer from Instructional Supports to Thomas Kelly High School,2019 Transportation funds H.S. Debate Program,11551 Instructional Supports,115 General Education Fund,54125 Services - Professional/Administrative,150008 Debate - High School,000000 Default Value,46181 Thomas Kelly High School,115 General Education Fund,54210 Pupil Transportation,150008 Debate - High School,000901 Other Gen Ed Funded Programs,"$1,000",
21,19-0227-EX1,Transfer from Instructional Supports to John F Kennedy High School,2019 Transportation funds H.S. Debate Program,11551 Instructional Supports,115 General Education Fund,54125 Services - Professional/Administrative,150008 Debate - High School,000000 Default Value,46201 John F Kennedy High School,115 General Education Fund,54210 Pupil Transportation,150008 Debate - High School,000901 Other Gen Ed Funded Programs,"$1,000",
22,19-0227-EX1,Transfer from Instructional Supports to Kenwood Academy High School,2019 Transportation funds H.S. Debate Program,11551 Instructional Supports,115 General Education Fund,54125 Services - Professional/Administrative,150008 Debate - High School,000000 Default Value,46361 Kenwood Academy High School,115 General Education Fund,54210 Pupil Transportation,150008 Debate - High School,000901 Other Gen Ed Funded Programs,"$1,000",
23,19-0227-EX1,Transfer from Instructional Supports to Lake View High School,2019 Transportation funds H.S. Debate Program,11551 Instructional Supports,115 General Education Fund,54125 Services - Professional/Administrative,150008 Debate - High School,000000 Default Value,46211 Lake View High School,115 General Education Fund,54210 Pupil Transportation,150008 Debate - High School,000901 Other Gen Ed Funded Programs,"$1,000",
24,19-0227-EX1,Transfer from Instructional Supports to Lincoln Park High School,2019 Transportation funds H.S. Debate Program,11551 Instructional Supports,115 General Education Fund,54125 Services - Professional/Administrative,150008 Debate - High School,000000 Default Value,46321 Lincoln Park High School,115 General Education Fund,54210 Pupil Transportation,150008 Debate - High School,000901 Other Gen Ed Funded Programs,"$1,000",
25,19-0227-EX1,Transfer from Instructional Supports to Morgan Park High School,2019 Transportation funds H.S. Debate Program,11551 Instructional Supports,115 General Education Fund,54125 Services - Professional/Administrative,150008 Debate - High School,000000 Default Value,46251 Morgan Park High School,115 General Education Fund,54210 Pupil Transportation,150008 Debate - High School,000901 Other Gen Ed Funded Programs,"$1,000",
26,19-0227-EX1,Transfer from Instructional Supports to Phoenix Military Academy High School,2019 Transportation funds H.S. Debate Program,11551 Instructional Supports,115 General Education Fund,54125 Services - Professional/Administrative,150008 Debate - High School,000000 Default Value,55011 Phoenix Military Academy High School,115 General Education Fund,54210 Pupil Transportation,150008 Debate - High School,000901 Other Gen Ed Funded Programs,"$1,000",
27,19-0227-EX1,Transfer from Instructional Supports to Richard T Crane Medical Preparatory HS,2019 Transportation funds H.S. Debate Program,11551 Instructional Supports,115 General Education Fund,54125 Services - Professional/Administrative,150008 Debate - High School,000000 Default Value,46641 Richard T Crane Medical Preparatory HS,115 General Education Fund,54210 Pupil Transportation,150008 Debate - High School,000901 Other Gen Ed Funded Programs,"$1,000",
28,19-0227-EX1,Transfer from Instructional Supports to Nicholas Senn High School,2019 Transportation funds H.S. Debate Program,11551 Instructional Supports,115 General Education Fund,54125 Services - Professional/Administrative,150008 Debate - High School,000000 Default Value,47061 Nicholas Senn High School,115 General Education Fund,54210 Pupil Transportation,150008 Debate - High School,000901 Other Gen Ed Funded Programs,"$1,000",
29,19-0227-EX1,Transfer from Instructional Supports to Eric Solorio Academy High School,2019 Transportation funds H.S. Debate Program,11551 Instructional Supports,115 General Education Fund,54125 Services - Professional/Administrative,150009 Debate - Middle School,000000 Default Value,46101 Eric Solorio Academy High School,115 General Education Fund,54210 Pupil Transportation,150008 Debate - High School,000901 Other Gen Ed Funded Programs,"$1,000",
30,19-0227-EX1,Transfer from Instructional Supports to William Howard Taft High School,2019 Transportation funds H.S. Debate Program,11551 Instructional Supports,115 General Education Fund,54125 Services - Professional/Administrative,150009 Debate - Middle School,000000 Default Value,46311 William Howard Taft High School,115 General Education Fund,54210 Pupil Transportation,150008 Debate - High School,000901 Other Gen Ed Funded Programs,"$1,000",
31,19-0227-EX1,Transfer from Instructional Supports to Friedrich W von Steuben Metropolitan Science HS,2019 Transportation funds H.S. Debate Program,11551 Instructional Supports,115 General Education Fund,54125 Services - Professional/Administrative,150009 Debate - Middle School,000000 Default Value,47081 Friedrich W von Steuben Metropolitan Science HS,115 General Education Fund,54210 Pupil Transportation,150008 Debate - High School,000901 Other Gen Ed Funded Programs,"$1,000",
32,19-0227-EX1,Transfer from Instructional Supports to George Washington High School,2019 Transportation funds H.S. Debate Program,11551 Instructional Supports,115 General Education Fund,54125 Services - Professional/Administrative,150009 Debate - Middle School,000000 Default Value,46331 George Washington High School,115 General Education Fund,54210 Pupil Transportation,150008 Debate - High School,000901 Other Gen Ed Funded Programs,"$1,000",
33,19-0227-EX1,Transfer from Instructional Supports to William Jones College Preparatory High School,2019 Transportation funds H.S. Debate Program,11551 Instructional Supports,115 General Education Fund,54125 Services - Professional/Administrative,150009 Debate - Middle School,000000 Default Value,47021 William Jones College Preparatory High School,115 General Education Fund,54210 Pupil Transportation,150008 Debate - High School,000901 Other Gen Ed Funded Programs,"$1,000",
34,19-0227-EX1,Transfer from Instructional Supports to Albert G Lane Technical High School,2019 Transportation funds H.S. Debate Program,11551 Instructional Supports,115 General Education Fund,54125 Services - Professional/Administrative,150009 Debate - Middle School,000000 Default Value,46221 Albert G Lane Technical High School,115 General Education Fund,54210 Pupil Transportation,150008 Debate - High School,000901 Other Gen Ed Funded Programs,"$1,000",
35,19-0227-EX1,Transfer from Instructional Supports to Northside College Preparatory High School,2019 Transportation funds H.S. Debate Program,11551 Instructional Supports,115 General Education Fund,54125 Services - Professional/Administrative,150009 Debate - Middle School,000000 Default Value,46061 Northside College Preparatory High School,115 General Education Fund,54210 Pupil Transportation,150008 Debate - High School,000901 Other Gen Ed Funded Programs,"$1,000",
36,19-0227-EX1,Transfer from Instructional Supports to Walter Payton College Preparatory High School,2019 Transportation funds H.S. Debate Program,11551 Instructional Supports,115 General Education Fund,54125 Services - Professional/Administrative,150009 Debate - Middle School,000000 Default Value,70020 Walter Payton College Preparatory High School,115 General Education Fund,54210 Pupil Transportation,150008 Debate - High School,000901 Other Gen Ed Funded Programs,"$1,000",
37,19-0227-EX1,Transfer from Instructional Supports to Whitney M Young Magnet High School,2019 Transportation funds H.S. Debate Program,11551 Instructional Supports,115 General Education Fund,54125 Services - Professional/Administrative,150009 Debate - Middle School,000000 Default Value,47101 Whitney M Young Magnet High School,115 General Education Fund,54210 Pupil Transportation,150008 Debate - High School,000901 Other Gen Ed Funded Programs,"$1,000",
38,19-0227-EX1,Transfer from Student Support and Engagement to Citywide Student Support and Engagement,to cover approved travel reimbursement costs- per Emily B.,11371 Student Support and Engagement,124 School Special Income Fund,57915 Miscellaneous - Contingent Projects,267983 Research & Evaluation Support Services,070600 21st Century Mou Program Income,10875 Citywide Student Support and Engagement,124 School Special Income Fund,"54555 Meals, Lodging, & Travel - Other",390011 Community School Initiative,070600 21st Century Mou Program Income,"$1,000",
39,19-0227-EX1,Transfer from Network Support to John Palmer Elementary School,Transferring funds per ONS and Finance Approval for Corky's Catering,11110 Network Support,115 General Education Fund,54125 Services - Professional/Administrative,221080 Aio - Improvement Of Instruction,000000 Default Value,24821 John Palmer Elementary School,115 General Education Fund,53205 Commodities - Supplied Food,230010 Administrative Support,000000 Default Value,"$1,002",
40,19-0227-EX1,Transfer from Early Childhood Development - City Wide to Alessandro Volta Elementary School,Transfer for PreK classroom iPad purchase.,11385 Early Childhood Development - City Wide,362 Early Childhood Development,"54505 Seminar, Fees, Subscriptions, Professional
Memberships",119027 Prek Instruction,"376648 State Preschool For All Age 3-5 Extended Supports
Fy19",25681 Alessandro Volta Elementary School,362 Early Childhood Development,55005 Property - Equipment,119027 376669,,"$1,041","Prek Instruction
State Preschool For All Age 3-5 Fy19"
41,19-0227-EX1,Transfer from Early Childhood Development - City Wide to Dvorak Technology Academy,Transfer for 2 teacher iPads for PreK classroom,11385 Early Childhood Development - City Wide,362 Early Childhood Development,"54505 Seminar, Fees, Subscriptions, Professional
Memberships",119027 Prek Instruction,"376648 State Preschool For All Age 3-5 Extended Supports
Fy19",26051 Dvorak Technology Academy,362 Early Childhood Development,55005 Property - Equipment,119027 376669,,"$1,041","Prek Instruction
State Preschool For All Age 3-5 Fy19"
42,19-0227-EX1,Transfer from Arts to Chicago Math and Science Academy Charter School,Transfer of funds for payment for Sam Plinick participation in the ACPA Program.,10890 Arts,115 General Education Fund,54125 Services - Professional/Administrative,113035 All City Arts K-12,000000 Default Value,66281 Chicago Math and Science Academy Charter School,115 General Education Fund,54125 Services - Professional/Administrative,113035 All City Arts K-12,000000 Default Value,"$1,063",
43,19-0227-EX1,Transfer from Grant Funded Programs Office - City Wide to Christian Affiliate Schools,Transfer funds to process approved purchase order requests for Nonpublic Schools Title IIA programs,12625 Grant Funded Programs Office - City Wide,353 Title II - Teacher Quality,57915 Miscellaneous - Contingent Projects,228958 494067,,69237 Christian Affiliate Schools,353 Title II - Teacher Quality,"54505 Seminar, Fees, Subscriptions, Professional
Memberships",228952 Federal - Nonpublic Inst (Christian),494068 Title Iia - Other Private Supplementary Servc.,"$1,070","Federal - Nonpublic Inst (Catholic)
Title Iia - Archdiocese Of Chgo. Suppl. Servc."
44,19-0227-EX1,Transfer from Early College and Career - City Wide to Marie Sklodowska Curie Metropolitan High School,CTE Teaching Program Equipment,13727 Early College and Career - City Wide,369 Title I - School Improvement Carl Perkins,54125 Services - Professional/Administrative,119035 Other Instruction Purposes - Miscellaneous,474566 Special Student Needs-C. Perkins Fy19,53101 Marie Sklodowska Curie Metropolitan High School,369 Title I - School Improvement Carl Perkins,55005 Property - Equipment,140005 Cte - Childcare Worker,474566 Special Student Needs-C. Perkins Fy19,"$1,081",
45,19-0227-EX1,Transfer from Arts to Noble - Rauner College Prep,Payment for Robert Vega participation in the ACPA Program.,10890 Arts,115 General Education Fund,54125 Services - Professional/Administrative,113035 All City Arts K-12,000000 Default Value,66143 Noble - Rauner College Prep,115 General Education Fund,54320 Student Tuition - Charter Schools,113035 All City Arts K-12,000000 Default Value,"$1,084",
46,19-0227-EX1,Transfer from Albany Park Multicultural Academy to Education General - City Wide,pulling back funds available that resulted from an expenditure swap into grant funds (OST IGA).,32011 Albany Park Multicultural Academy,115 General Education Fund,51130 Teacher Salaries - Extended Day,320020 Other After Schools Programs,000675 K-* Ost Award Program,12670 Education General - City Wide,115 General Education Fund,57940 Miscellaneous Charges,119004 Other General Charges,000000 Default Value,"$1,084",
47,19-0227-EX1,Transfer from Grant Funded Programs Office - City Wide to University of Chicago Laboratory Schools,Transfer funds to process approved purchase order requests for Nonpublic Schools IDEA programs,12625 Grant Funded Programs Office - City Wide,220 Federal Special Education IDEA Programs,57915 Miscellaneous - Contingent Projects,370004 Nonpublic Instructional & Support Services,462072 Lea Flowthru Instruction - Nonpublic,69157 University of Chicago Laboratory Schools,220 Federal Special Education IDEA Programs,54125 Services - Professional/Administrative,370011 Federal - Idea Nonpublic ( Independent),462072 Lea Flowthru Instruction - Nonpublic,"$1,100",
48,19-0227-EX1,Transfer from Edward Beasley Elementary Magnet Academic Center to Capital/Operations - City Wide,Funds Transfer From Project# 2019-29321-BAS To Award# 2019-437-00-04 ; Change Reason : NA,29321 Edward Beasley Elementary Magnet Academic Center,437 CIP Series 2018D,54125 Services - Professional/Administrative,253007 Life Safety,000000 Default Value,12150 Capital/Operations - City Wide,437 CIP Series 2018D,56310 Capitalized Construction,253007 Life Safety,000000 Default Value,"$1,107",
49,19-0227-EX1,Transfer from Capital/Operations - City Wide to Edward Beasley Elementary Magnet Academic Center,Funds Transfer From Award# 2019-437-00-04 To Project# 2019-29321-BAS ; Change Reason : NA,12150 Capital/Operations - City Wide,437 CIP Series 2018D,56310 Capitalized Construction,253007 Life Safety,000000 Default Value,29321 Edward Beasley Elementary Magnet Academic Center,437 CIP Series 2018D,56302 Capitalized Equipment,253007 Life Safety,000000 Default Value,"$1,107",
50,19-0227-EX1,Transfer from Language & Cultural Education - City Wide to Language & Cultural Education - City Wide,"Funds will be used to purchase refreshments for parent meeting: Academic Network Bilingual Advisory Committee meetings in
January",11540 Language & Cultural Education - City Wide,356 ELL & Bilingual Programs,54125 Services - Professional/Administrative,300008 Community/Parent Involvement,490942 Title Iii - Language Acquisition,11540 Language & Cultural Education - City Wide,356 ELL & Bilingual Programs,53205 Commodities - Supplied Food,300008 Community/Parent Involvement,490942 Title Iii - Language Acquisition,"$1,120",
51,19-0227-EX1,Transfer from Language & Cultural Education - City Wide to ECIA Projects,Transfer funding to clear negative.,11540 Language & Cultural Education - City Wide,356 ELL & Bilingual Programs,57915 Miscellaneous - Contingent Projects,180040 English Language Learner (Ell/Lep) Programs,490944 Title Iii - Iep,12693 ECIA Projects,356 ELL & Bilingual Programs,51500 Teacher Salaries - Substitutes,119017 Science,490944 Title Iii - Iep,"$1,131",
52,19-0227-EX1,Transfer from Literacy to Literacy,Funds to be used to purchase a replacement laptop,13700 Literacy,353 Title II - Teacher Quality,57705 Services - Space Rental,221234 Professional Develop/Curriculum Develp,494066 Title Iia - Teacher Quality,13700 Literacy,353 Title II - Teacher Quality,55005 Property - Equipment,221234 Professional Develop/Curriculum Develp,494066 Title Iia - Teacher Quality,"$1,135",
53,19-0227-EX1,Transfer from Ambrose Plamondon Elementary School to Education General - City Wide,pulling back funds available that resulted from an expenditure swap into grant funds (OST IGA).,24981 Ambrose Plamondon Elementary School,115 General Education Fund,51130 Teacher Salaries - Extended Day,320020 Other After Schools Programs,000675 K-* Ost Award Program,12670 Education General - City Wide,115 General Education Fund,57940 Miscellaneous Charges,119004 Other General Charges,000000 Default Value,"$1,145",
54,19-0227-EX1,Transfer from Grant Funded Programs Office - City Wide to Lubavitch Girls High School,Transfer funds to process approved purchase order requests for Nonpublic Schools Title I programs,12625 Grant Funded Programs Office - City Wide,332 NCLB Title I Regular Fund,57915 Miscellaneous - Contingent Projects,370004 Nonpublic Instructional & Support Services,430219 Nonpublic Inst. & Supp. Serv. - Catholic,69039 Lubavitch Girls High School,332 NCLB Title I Regular Fund,54125 Services - Professional/Administrative,370003 Nonpublic Fine Arts,430223 Nonpublic Inst. & Supp. Serv. - Jewish,"$1,152",
55,19-0227-EX1,Transfer from Grant Funded Programs Office - City Wide to Holy Family Lutheran,Transfer funds to process approved purchase order requests for Nonpublic Schools Title I programs,12625 Grant Funded Programs Office - City Wide,332 NCLB Title I Regular Fund,57915 Miscellaneous - Contingent Projects,370004 Nonpublic Instructional & Support Services,430219 Nonpublic Inst. & Supp. Serv. - Catholic,69478 Holy Family Lutheran,332 NCLB Title I Regular Fund,54125 Services - Professional/Administrative,390007 Nonpublic Community Parent Involvement,430223 Nonpublic Inst. & Supp. Serv. - Jewish,"$1,155",
56,19-0227-EX1,Transfer from Capital/Operations - City Wide to Chicago High School for Agricultural Sciences,Funds Transfer From Award# 2019-436-00-02 To Project# 2018-47091-MEP ; Change Reason : NA,12150 Capital/Operations - City Wide,436 IGA and Other Capital Projects Fund,56310 Capitalized Construction,009426 All Other,000041 School Funded Projects (Capital),47091 Chicago High School for Agricultural Sciences,436 IGA and Other Capital Projects Fund,54125 Services - Professional/Administrative,253508 Renovations,000041 School Funded Projects (Capital),"$1,166",
57,19-0227-EX1,Transfer from Language & Cultural Education - City Wide to ECIA Projects,Transfer funding to clear negative.,11540 Language & Cultural Education - City Wide,356 ELL & Bilingual Programs,57915 Miscellaneous - Contingent Projects,180040 English Language Learner (Ell/Lep) Programs,490944 Title Iii - Iep,12693 ECIA Projects,356 ELL & Bilingual Programs,51500 Teacher Salaries - Substitutes,180008 Bilingual Esl - High School,490944 Title Iii - Iep,"$1,170",
58,19-0227-EX1,Transfer from Adam Clayton Powell Paideia Community Academy ES to Education General - City Wide,pulling back funds available that resulted from an expenditure swap into grant funds (OST IGA).,26291 Adam Clayton Powell Paideia Community Academy ES,115 General Education Fund,52130 Career Service Salaries - Extended Day,320020 Other After Schools Programs,000675 K-* Ost Award Program,12670 Education General - City Wide,115 General Education Fund,57940 Miscellaneous Charges,119004 Other General Charges,000000 Default Value,"$1,186",
59,19-0227-EX1,Transfer from Early College and Career - City Wide to Kelvyn Park High School,CTE Digital Media Program Equipment,13727 Early College and Career - City Wide,369 Title I - School Improvement Carl Perkins,54125 Services - Professional/Administrative,119035 Other Instruction Purposes - Miscellaneous,474566 Special Student Needs-C. Perkins Fy19,46191 Kelvyn Park High School,369 Title I - School Improvement Carl Perkins,55005 Property - Equipment,147601 Graphic Communications/Graphic Design,474566 Special Student Needs-C. Perkins Fy19,"$1,198",
60,19-0227-EX1,Transfer from Capital/Operations - City Wide to Austin Multiplex,Funds Transfer From Award# 2019-437-00-04 To Project# 2019-66511-BAS ; Change Reason : NA,12150 Capital/Operations - City Wide,437 CIP Series 2018D,56310 Capitalized Construction,253007 Life Safety,000000 Default Value,66511 Austin Multiplex,437 CIP Series 2018D,56304 Capitalized Software,253007 Life Safety,000000 Default Value,"$1,200",
61,19-0227-EX1,Transfer from Back of the Yards IB HS to Capital/Operations - City Wide,Funds Transfer From Project# 2019-46551-BAS To Award# 2019-437-00-04 ; Change Reason : NA,46551 Back of the Yards IB HS,437 CIP Series 2018D,56304 Capitalized Software,253007 Life Safety,000000 Default Value,12150 Capital/Operations - City Wide,437 CIP Series 2018D,56310 Capitalized Construction,253007 Life Safety,000000 Default Value,"$1,200",
62,19-0227-EX1,Transfer from Capital/Operations - City Wide to Back of the Yards IB HS,Funds Transfer From Award# 2019-437-00-04 To Project# 2019-46551-BAS ; Change Reason : NA,12150 Capital/Operations - City Wide,437 CIP Series 2018D,56310 Capitalized Construction,253007 Life Safety,000000 Default Value,46551 Back of the Yards IB HS,437 CIP Series 2018D,54125 Services - Professional/Administrative,253007 Life Safety,000000 Default Value,"$1,200",
63,19-0227-EX1,Transfer from Austin Multiplex to Capital/Operations - City Wide,Funds Transfer From Project# 2019-66511-BAS To Award# 2019-437-00-04 ; Change Reason : NA,66511 Austin Multiplex,437 CIP Series 2018D,56304 Capitalized Software,253007 Life Safety,000000 Default Value,12150 Capital/Operations - City Wide,437 CIP Series 2018D,56310 Capitalized Construction,253007 Life Safety,000000 Default Value,"$1,200",
64,19-0227-EX1,Transfer from Capital/Operations - City Wide to Austin Multiplex,Funds Transfer From Award# 2019-437-00-04 To Project# 2019-66511-BAS ; Change Reason : NA,12150 Capital/Operations - City Wide,437 CIP Series 2018D,56310 Capitalized Construction,253007 Life Safety,000000 Default Value,66511 Austin Multiplex,437 CIP Series 2018D,54125 Services - Professional/Administrative,253007 Life Safety,000000 Default Value,"$1,200",
65,19-0227-EX1,Transfer from Social and Emotional Learning - City Wide to Social and Emotional Learning - City Wide,"Shifting funds from conference registration to travel for CASEL conference attendance, while we awaited grants funds that were
intended for this purpose to be loaded.",10898 Social and Emotional Learning - City Wide,115 General Education Fund,"54505 Seminar, Fees, Subscriptions, Professional
Memberships",211011 Tier Ii/Iii Services,000000 Default Value,10898 Social and Emotional Learning - City Wide,115 General Education Fund,54205 Travel Expense,211011 000000,,"$1,200","Tier Ii/Iii Services
Default Value"
66,19-0227-EX1,Transfer from Grant Funded Programs Office - City Wide to Academy of the Sacred Heart,Transfer funds to process approved purchase order requests for Nonpublic Schools IDEA programs,12625 Grant Funded Programs Office - City Wide,220 Federal Special Education IDEA Programs,57915 Miscellaneous - Contingent Projects,370004 Nonpublic Instructional & Support Services,462072 Lea Flowthru Instruction - Nonpublic,69362 Academy of the Sacred Heart,220 Federal Special Education IDEA Programs,54125 Services - Professional/Administrative,370011 Federal - Idea Nonpublic ( Independent),462072 Lea Flowthru Instruction - Nonpublic,"$1,200",
67,19-0227-EX1,Transfer from Grant Funded Programs Office - City Wide to Office of Catholic Schools,Transfer funds to process approved purchase order requests for Nonpublic Schools Title IIA programs,12625 Grant Funded Programs Office - City Wide,353 Title II - Teacher Quality,57915 Miscellaneous - Contingent Projects,228958 494067,,69510 Office of Catholic Schools,353 Title II - Teacher Quality,"54505 Seminar, Fees, Subscriptions, Professional
Memberships",228958 Federal - Nonpublic Inst (Catholic),494067 Title Iia - Archdiocese Of Chgo. Suppl. Servc.,"$1,200","Federal - Nonpublic Inst (Catholic)
Title Iia - Archdiocese Of Chgo. Suppl. Servc."
